match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_keyPass,stat_hitWoodwork,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,player_sofascoreId
10434136,home,Fatih Karagümrük,Emiliano Viviano,emiliano-viviano,E. Viviano,G,195.0,127,M,38599,EUR,502243200,G,2,2,False,True,35.0,23.0,18.0,6.0,21.0,28.0,2.0,7.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,90.0,42.0,5.5,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434136,home,Fatih Karagümrük,Davide Biraschi,davide-biraschi,D. Biraschi,D,182.0,100,M,233252,EUR,773107200,D,4,4,False,,36.0,33.0,1.0,,22.0,23.0,11.0,13.0,3.0,,3.0,4.0,,,,90.0,49.0,6.8,4.0,2,,,4,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,
10434136,home,Fatih Karagümrük,Burak Bekaroğlu,burak-bekaroglu,B. Bekaroğlu,D,185.0,22,M,802645,EUR,861148800,D,86,86,False,,49.0,43.0,3.0,3.0,28.0,31.0,15.0,18.0,2.0,,2.0,10.0,,,,90.0,67.0,6.7,7.0,2,,,,,5.0,1.0,,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
10434136,home,Fatih Karagümrük,Emir Tintiş,emir-tintis,E. Tintiş,D,187.0,26,M,1210418,EUR,1073865600,D,3,3,False,,46.0,42.0,3.0,2.0,33.0,36.0,9.0,10.0,1.0,1.0,3.0,4.0,,,,80.0,55.0,6.3,6.0,0,,,3,1.0,2.0,,,,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,
10434136,home,Fatih Karagümrük,Caner Erkin,caner-erkin,C. Erkin,D,181.0,262,M,15680,EUR,591926400,D,88,88,False,,42.0,26.0,6.0,1.0,11.0,15.0,21.0,45.0,2.0,,2.0,7.0,,,,90.0,75.0,7.6,30.0,1,,,88,2.0,4.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,18.0,6.0,7.0,,,,,
10434136,home,Fatih Karagümrük,Fabio Borini,fabio-borini,F. Borini,F,180.0,486,M,89510,EUR,670204800,M,16,16,False,,9.0,7.0,,,,,9.0,18.0,3.0,1.0,1.0,5.0,,,,69.0,29.0,7.6,11.0,4,,,16,,,3.0,1.0,1.0,1.0,,2.0,,,,,,,,1.0,,,9.0,2.0,2.0,1.0,,,,
10434136,home,Fatih Karagümrük,Matteo Ricci,matteo-ricci,M. Ricci,M,172.0,128,M,225132,EUR,769996800,M,8,8,False,,36.0,30.0,6.0,5.0,16.0,17.0,14.0,19.0,4.0,,,3.0,,,,70.0,43.0,6.9,8.0,0,,,8,,4.0,,,,,2.0,2.0,,1.0,,,,2.0,1.0,,,,,,,,1.0,,,
10434136,home,Fatih Karagümrük,Otabek Shukurov,otabek-shukurov,O. Shukurov,M,182.0,3002,M,358890,EUR,835401600,M,29,29,False,,41.0,37.0,2.0,1.0,14.0,15.0,23.0,27.0,5.0,,,5.0,,,,87.0,54.0,6.5,8.0,1,,,63,,3.0,1.0,,,1.0,1.0,4.0,1.0,,,,,2.0,,2.0,,,1.0,,,,1.0,,,
10434136,home,Fatih Karagümrük,Levent Mercan,munir-levent-mercan,L. Mercan,D,176.0,1655,M,1085938,EUR,976406400,M,18,18,False,,32.0,27.0,2.0,1.0,8.0,10.0,19.0,23.0,3.0,,,3.0,,,,90.0,43.0,6.2,10.0,1,,,22,,2.0,,,,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,2.0,,,
10434136,home,Fatih Karagümrük,Magomed Ozdoev,magomed-ozdoev,M. Ozdoev,M,184.0,804,M,121185,EUR,720921600,M,27,27,False,,42.0,30.0,6.0,3.0,10.0,14.0,20.0,28.0,4.0,1.0,1.0,6.0,,,,90.0,57.0,6.7,13.0,1,,,27,,4.0,,,,3.0,2.0,2.0,,1.0,,1.0,1.0,2.0,,,,,,,1.0,,,,,
