match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_wasFouled,stat_fouls,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_keyPass,captain,stat_accurateCross,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,stat_aerialLost,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_savedShotsFromInsideTheBox
12268596,home,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4805,M,marcinbulka1,889590,EUR,938995200,G,1,1,False,41.0,35.0,11.0,6.0,34.0,39.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,90.0,46.0,6.6,6.0,0.00026966,0,-1.2855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12268596,home,Nice,Jordan Lotomba,jordan-lotomba,J. Lotomba,D,30,177,509,M,,796279,EUR,907027200,D,23,23,False,23.0,18.0,2.0,,15.0,15.0,3.0,9.0,,3.0,3.0,,,58.0,38.0,5.4,12.0,0.00731854,0,,,,1.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12268596,home,Nice,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,,945217,EUR,946512000,D,6,6,False,60.0,53.0,4.0,2.0,39.0,42.0,14.0,19.0,,6.0,,,,90.0,72.0,6.7,8.0,0.0171168,0,,,,1.0,1.0,,,,4.0,2.0,,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12268596,home,Nice,Dante,dante,Dante,D,4,188,1257,M,,3577,EUR,435283200,D,4,4,False,63.0,63.0,3.0,3.0,51.0,51.0,12.0,13.0,1.0,2.0,4.0,,,90.0,74.0,7.0,1.0,0.0459591,0,,,,1.0,3.0,,,,1.0,,,,1.0,2.0,1.0,2.0,4.0,,1.0,True,,,,,,,,,,,,,,
12268596,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,,906075,EUR,973468800,D,26,26,False,36.0,32.0,4.0,1.0,19.0,19.0,13.0,17.0,,3.0,6.0,,,75.0,52.0,6.2,7.0,0.0301842,0,,,,,4.0,,2.0,1.0,1.0,1.0,,1.0,3.0,,,,3.0,,,,,,,,,,,,,,,,,
12268596,home,Nice,Morgan Sanson,morgan-sanson,M. Sanson,M,8,182,499,M,,250133,EUR,777168000,M,11,11,False,21.0,19.0,,,11.0,11.0,9.0,11.0,,1.0,5.0,,,68.0,33.0,6.4,7.0,0.0537093,1,,,,1.0,4.0,3.0,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,2.0,0.1422,,,,,,,,,,
12268596,home,Nice,Pablo Rosario,pablo-rosario,P. Rosario,M,13,188,1208,M,,804472,EUR,852595200,M,8,8,False,31.0,27.0,,,21.0,23.0,6.0,8.0,1.0,4.0,3.0,,,90.0,48.0,7.0,5.0,0.0279757,0,,,,,3.0,1.0,1.0,1.0,2.0,1.0,,,2.0,,,,7.0,,,,,,,,,,,,,,,,,
12268596,home,Nice,Khéphren Thuram,khephren-thuram,K. Thuram,M,19,191,11655,M,k_thuram,904832,EUR,985564800,M,19,19,False,34.0,31.0,3.0,2.0,18.0,18.0,13.0,16.0,1.0,2.0,7.0,,,82.0,43.0,6.8,5.0,0.0741528,3,,,,,5.0,,1.0,,1.0,1.0,,,3.0,,1.0,,,,2.0,,,2.0,1.0,0.2601,2.0,1.0,1.0,1.0,1.0,,,,,
12268596,home,Nice,Mohamed-Ali Cho,mohamed-ali-cho,M. Cho,F,25,182,1757,M,,1063235,EUR,1074470400,F,25,25,False,10.0,9.0,1.0,1.0,5.0,5.0,5.0,7.0,,3.0,,,,58.0,21.0,7.0,7.0,0.00414502,1,,,,2.0,4.0,1.0,2.0,,1.0,1.0,,2.0,1.0,,,,,,,,1.0,,2.0,0.1359,,,,,,1.0,1.0,0.4657,,
12268596,home,Nice,Terem Moffi,terem-moffi,T. Moffi,F,29,188,3115,M,,894396,EUR,927590400,F,9,9,False,10.0,8.0,,,3.0,3.0,5.0,8.0,,2.0,1.0,,,68.0,17.0,6.5,5.0,0.0753927,1,,,,1.0,4.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,1.0,0.1126,1.0,1.0,1.0,1.0,,,,,,
