match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_totalOffside,stat_bigChanceCreated,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_goals,stat_accurateCross,stat_outfielderBlock,stat_savedShotsFromInsideTheBox,stat_punches,stat_goalAssist
10388293,home,Bayer 04 Leverkusen,Andrey Lunev,andrey-lunev,A. Lunev,G,99,189,819,M,120787,EUR,689990400,G,40,40,False,37.0,28.0,13.0,5.0,24.0,27.0,4.0,10.0,8.0,1.0,2.0,1.0,1.0,90.0,47.0,6.4,9.0,0.0,0.0,0.00237936,0,-0.6073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388293,home,Bayer 04 Leverkusen,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,171,32709,M,970361,EUR,976406400,D,30,30,False,46.0,39.0,2.0,,13.0,14.0,26.0,35.0,5.0,,,,,87.0,76.0,6.3,15.0,0.0362,0.1936,0.0916895,1,,jeremie_frimpong,3.0,5.0,5.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10388293,home,Bayer 04 Leverkusen,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,57.0,48.0,4.0,2.0,25.0,29.0,23.0,31.0,7.0,,,,,90.0,78.0,6.9,13.0,0.1326,0.0,0.0179791,1,,jonatah,3.0,4.0,9.0,,1.0,1.0,1.0,,5.0,2.0,1.0,,1.0,1.0,,True,2.0,5.0,1.0,1.0,4.0,1.0,,,,,,,,,,,
10388293,home,Bayer 04 Leverkusen,Edmond Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,193,33838,M,883262,EUR,917913600,D,12,12,False,83.0,70.0,18.0,9.0,36.0,38.0,34.0,45.0,14.0,,,,,90.0,89.0,7.5,13.0,0.0,0.0,0.333544,0,,edmondtapsoba,,2.0,4.0,,,,,,1.0,1.0,,,2.0,,2.0,,2.0,1.0,,,1.0,,2.0,,,,,,,,,,
10388293,home,Bayer 04 Leverkusen,Mitchel Bakker,mitchel-bakker,M. Bakker,D,5,185,1235,M,856638,EUR,961459200,D,5,5,False,41.0,33.0,2.0,,19.0,20.0,14.0,22.0,7.0,,,,,62.0,55.0,6.3,11.0,0.0296,0.0,0.0137122,2,,,1.0,4.0,4.0,1.0,3.0,2.0,,,,,,,2.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,
10388293,home,Bayer 04 Leverkusen,Charles Aránguiz,charles-aranguiz,C. Aránguiz,M,20,171,3504,M,18304,EUR,608774400,M,20,20,False,61.0,48.0,7.0,3.0,11.0,17.0,37.0,44.0,8.0,,,,,87.0,75.0,7.4,17.0,0.1136,0.244,0.0378616,2,,,,4.0,5.0,1.0,1.0,1.0,,1.0,,2.0,1.0,3.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,,,,,1.0,,1.0,,,,,
10388293,home,Bayer 04 Leverkusen,Exequiel Palacios,exequiel-palacios,E. Palacios,M,25,177,12684,M,822600,EUR,907545600,M,25,25,False,48.0,42.0,4.0,3.0,19.0,19.0,24.0,30.0,7.0,,,,,62.0,68.0,7.1,10.0,0.0394,0.0,0.159338,1,,exepalaciosok,1.0,5.0,8.0,,1.0,,,,1.0,4.0,2.0,,2.0,,2.0,,1.0,2.0,3.0,,1.0,,,,,1.0,,,1.0,,,,
10388293,home,Bayer 04 Leverkusen,Moussa Diaby,diaby-moussa,M. Diaby,M,19,170,7561,M,855817,EUR,931305600,M,19,19,False,33.0,25.0,,,4.0,4.0,25.0,38.0,3.0,,,,,90.0,58.0,7.9,17.0,0.8404,0.5712,0.764568,4,,moussadiaby,9.0,1.0,4.0,,3.0,3.0,1.0,3.0,,1.0,1.0,3.0,,1.0,5.0,,,,,,1.0,,1.0,,,1.0,,,4.0,,,,
10388293,home,Bayer 04 Leverkusen,Sardar Azmoun,sardar-azmoun,S. Azmoun,F,20,186,7715,M,150998,EUR,788918400,M,9,9,False,21.0,15.0,2.0,1.0,6.0,6.0,9.0,15.0,4.0,,,,,90.0,34.0,6.4,10.0,0.7306,0.2186,0.115456,7,,sardarazmoun,,6.0,4.0,,1.0,,2.0,3.0,,,,2.0,,1.0,2.0,,3.0,4.0,1.0,4.0,,,,,,,,,,,,,
10388293,home,Bayer 04 Leverkusen,Adam Hložek,adam-hlozek,A. Hložek,F,23,186,3087,M,963801,EUR,1027555200,M,23,23,False,17.0,17.0,,,4.0,4.0,16.0,18.0,3.0,,,,,62.0,39.0,7.0,10.0,0.2553,0.4584,0.170498,3,,ahlozek,5.0,6.0,3.0,,,,,1.0,,1.0,,4.0,2.0,1.0,3.0,,1.0,,4.0,,,,1.0,,,2.0,,,3.0,,,,
