match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_challengeLost,stat_totalContest,stat_wonContest,stat_fouls,captain,stat_outfielderBlock,player_firstName,player_lastName,stat_dispossessed,stat_blockedScoringAttempt,stat_punches,stat_goalAssist,stat_totalOffside,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed
10438036,home,Marítimo,Matouš Trmal,matous-trmal,M. Trmal,G,29,190,50,M,909632,EUR,907286400,G,59,59,False,25.0,19.0,9.0,3.0,18.0,20.0,1.0,5.0,1.0,12.0,1.0,5.0,6.0,90.0,40.0,7.5,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438036,home,Marítimo,Cláudio Winck,claudio-winck,C. Winck,D,2,183,178,M,155998,EUR,766368000,D,2,2,False,50.0,29.0,7.0,3.0,10.0,15.0,20.0,36.0,8.0,11.0,,,,90.0,77.0,7.5,25.0,2,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
10438036,home,Marítimo,Matheus Costa,matheus-costa,M. Costa,D,14,188,49,M,886225,EUR,791078400,D,4,4,False,56.0,42.0,10.0,1.0,25.0,30.0,17.0,26.0,8.0,6.0,,,,90.0,71.0,6.7,16.0,1,,,1.0,4.0,6.0,,1.0,5.0,2.0,2.0,2.0,,1.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,
10438036,home,Marítimo,Zainadine Júnior,zainadine-junior,Z. Júnior,D,,178,102,M,105457,EUR,583113600,D,5,5,False,26.0,21.0,7.0,5.0,10.0,11.0,11.0,15.0,2.0,3.0,,,,56.0,34.0,7.0,5.0,0,,,3.0,1.0,3.0,,,4.0,2.0,,,,,,,1.0,1.0,,True,1.0,,,,,,,,,,
10438036,home,Marítimo,Léo,leo,Léo,D,5,190,101,M,903027,EUR,892857600,D,66,66,False,26.0,17.0,2.0,1.0,10.0,11.0,7.0,16.0,4.0,6.0,,,,75.0,47.0,6.7,17.0,0,1.0,,,2.0,1.0,,,2.0,,1.0,,3.0,1.0,,,,,1.0,,,,,,,,,,,,
10438036,home,Marítimo,Stefano Beltrame,stefano-beltrame,S. Beltrame,M,,183,133,M,184425,EUR,729129600,M,10,10,False,48.0,34.0,6.0,4.0,12.0,17.0,23.0,36.0,7.0,6.0,,,,90.0,66.0,7.9,19.0,3,5.0,1.0,,1.0,,3.0,,1.0,,1.0,,,2.0,7.0,,3.0,3.0,,,,,,,,,,,,,
10438036,home,Marítimo,Diogo Mendes,mendes-diogo,D. Mendes,M,66,176,79,M,871046,EUR,885600000,M,16,16,False,36.0,28.0,4.0,3.0,17.0,21.0,11.0,15.0,10.0,5.0,,,,75.0,42.0,6.9,9.0,0,,,,7.0,3.0,,,,1.0,2.0,,,1.0,,,1.0,,2.0,,,,,,,,,,,,
10438036,home,Marítimo,Antonio Zarzana,zarzana-antonio,A. Zarzana,M,,177,33,M,936483,EUR,1016582400,M,17,17,False,22.0,17.0,2.0,,9.0,9.0,9.0,18.0,1.0,2.0,,,,66.0,40.0,6.4,16.0,2,5.0,1.0,,,3.0,,1.0,,,,,4.0,1.0,,,2.0,,,,,Antonio,Zarzana,1.0,1.0,,,,,,
10438036,home,Marítimo,Pablo Moreno,pablo-moreno,P. Moreno,F,,180,183,M,964729,EUR,1020384000,M,9,9,False,10.0,8.0,1.0,1.0,3.0,3.0,6.0,10.0,4.0,1.0,,,,56.0,21.0,6.4,8.0,0,3.0,1.0,,,6.0,,,,,1.0,,4.0,1.0,2.0,3.0,2.0,2.0,3.0,,,,,,,,,,,,
10438036,home,Marítimo,André Vidigal,andre-vidigal,A. Vidigal,M,77,176,425,M,842335,EUR,903312000,M,7,7,False,29.0,22.0,3.0,1.0,7.0,9.0,17.0,29.0,7.0,7.0,,,,90.0,60.0,6.7,22.0,5,9.0,2.0,3.0,1.0,6.0,2.0,,,,1.0,,5.0,3.0,,,4.0,2.0,1.0,,,,,,3.0,,,,,,
