match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_blockedScoringAttempt,captain,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,player_sofascoreId,stat_challengeLost,stat_accurateCross,stat_hitWoodwork,stat_goals,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalOffside
12441704,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186,588,M,253875,EUR,817948800,G,22,22,False,35.0,27.0,12.0,4.0,0.0,25.0,26.0,2.0,9.0,2.0,12.0,1.0,2.0,2.0,90.0,44.0,7.0,8.0,0.00145543,0,0.1331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441704,home,Feyenoord,Givairo Read,,,givairo-read,G. Read,D,26,175,1865,M,1388535,EUR,1149206400,D,26,26,False,74.0,63.0,11.0,5.0,0.0,25.0,29.0,38.0,47.0,1.0,6.0,,,,90.0,94.0,7.9,15.0,0.169704,1,,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.9252,3.0,,,,,,,,,,,,,,,,,,
12441704,home,Feyenoord,Gernot Trauner,,,gernot-trauner,G. Trauner,D,18,183,610,M,121588,EUR,701481600,D,18,18,False,63.0,61.0,2.0,2.0,0.0,36.0,36.0,25.0,27.0,3.0,2.0,,,,76.0,75.0,7.2,3.0,0.012756,2,,,4.0,6.0,,,,,1.0,2.0,,,1.0,0.2832,,3.0,6.0,1.0,1.0,,,,,,,,,,,,,,
12441704,home,Feyenoord,Dávid Hancko,,,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,77.0,67.0,8.0,4.0,0.0,46.0,47.0,21.0,30.0,2.0,2.0,,,,90.0,84.0,7.8,11.0,0.881369,0,,,1.0,3.0,,,2.0,,,,,,,,2.0,,3.0,1.0,,True,1.0,,,,,,,,,,,,
12441704,home,Feyenoord,Quilindschy Hartman,,,quilindschy-hartman,Q. Hartman,D,3,183,1253,M,1392044,EUR,1005696000,D,11,11,False,57.0,48.0,3.0,2.0,0.0,27.0,27.0,21.0,30.0,,10.0,,,,89.0,67.0,7.4,11.0,0.445315,1,,,1.0,1.0,,,1.0,,,,1.0,,1.0,0.0245,1.0,,,,,,,1.0,1.0,0.0517,,,,,,,,,
12441704,home,Feyenoord,Oussama Targhalline,Oussama Targhalline,,oussama-targhalline,O. Targhalline,M,28,186,7802,M,1095731,EUR,1021852800,M,28,28,False,33.0,31.0,1.0,1.0,0.0,12.0,13.0,19.0,20.0,,3.0,,,,77.0,41.0,7.3,3.0,0.112859,0,,,2.0,4.0,3.0,2.0,,,,2.0,1.0,1.0,,,2.0,1.0,1.0,,,,1.0,,,,targhaoussama,,,,,,,,
12441704,home,Feyenoord,Jakub Moder,,,jakub-moder,J. Moder,M,7,191,7199,M,886242,EUR,923443200,M,7,7,False,60.0,52.0,3.0,3.0,0.0,18.0,21.0,34.0,39.0,,8.0,,,,90.0,72.0,7.3,10.0,0.115234,2,,,5.0,5.0,2.0,2.0,,,1.0,,3.0,2.0,1.0,0.0629,3.0,,,2.0,1.0,,,,,,kubamoder,2.0,,,,,,,
12441704,home,Feyenoord,Anis Hadj Moussa,,,anis-hadj-moussa,A. H. Moussa,F,23,176,22233,M,1218066,EUR,1013385600,M,23,23,False,20.0,17.0,1.0,1.0,1.0,1.0,1.0,20.0,26.0,,2.0,,,,90.0,44.0,7.6,15.0,0.619287,2,,7.0,10.0,2.0,4.0,1.0,2.0,,,,1.0,,1.0,0.1056,4.0,1.0,,5.0,1.0,,,1.0,1.0,0.1653,hadj.a20,,4.0,1.0,,,,,
12441704,home,Feyenoord,Calvin Stengs,,,calvin-stengs,C. Stengs,M,23,187,1733,M,857480,EUR,913939200,M,10,10,False,16.0,12.0,1.0,,0.0,5.0,5.0,7.0,11.0,,3.0,,,,61.0,22.0,6.4,8.0,0.0616277,2,,,1.0,1.0,,,,1.0,,,,,,0.4988,,,1.0,1.0,1.0,,,1.0,3.0,0.6418,,,,,,,,,
12441704,home,Feyenoord,Igor Paixão,,,igor-paixao,I. Paixão,F,14,168,12525,M,981815,EUR,962150400,M,14,14,False,22.0,20.0,,,1.0,1.0,1.0,19.0,25.0,3.0,3.0,,,,90.0,44.0,8.3,12.0,0.246063,3,,4.0,5.0,1.0,3.0,,1.0,1.0,1.0,2.0,,,1.0,0.8313,3.0,,1.0,1.0,1.0,,,1.0,2.0,0.9123,,,,,1.0,,,,
