match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_totalContest,stat_unsuccessfulTouch,stat_totalOffside,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,captain,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_errorLeadToAShot,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_hitWoodwork,player_sofascoreId,stat_lastManTackle,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12530872,home,Kayserispor,Bilal Bayazit,bilal-bayazit,B. Bayazit,G,25,185,235,M,825850,EUR,923529600,G,25,25,False,23.0,21.0,10.0,8.0,0.0,17.0,17.0,4.0,6.0,1.0,10.0,2.0,4.0,90.0,35.0,7.8,2.0,0.00167468,0,0.4201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530872,home,Kayserispor,Joseph Attamah,joseph-attamah,J. Attamah,D,3,180,183,M,332963,EUR,769564800,D,3,3,False,56.0,48.0,8.0,6.0,0.0,19.0,22.0,29.0,34.0,3.0,5.0,,,90.0,67.0,7.2,8.0,0.017227,1,,,,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,0.1298,1.0,,,,,,,,,,,,,,,,,,,,,,
12530872,home,Kayserispor,Julian Jeanvier,julian-jeanvier,J. Jeanvier,D,,183,619,M,250477,EUR,702000000,D,17,17,False,44.0,41.0,3.0,3.0,0.0,18.0,19.0,23.0,25.0,3.0,1.0,,,90.0,51.0,6.7,5.0,0.00966186,1,,,,2.0,,5.0,,2.0,,1.0,,,1.0,0.0123,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12530872,home,Kayserispor,Lionel Carole,lionel-carole,L. Carole,D,23,180,84,M,122922,EUR,671414400,D,23,23,False,75.0,67.0,15.0,11.0,0.0,38.0,39.0,29.0,36.0,3.0,6.0,,,90.0,85.0,7.8,8.0,0.0180162,0,,,,,3.0,2.0,6.0,2.0,,,1.0,,,,,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
12530872,home,Kayserispor,Gökhan Sazdağı,gokhan-sazdagi,G. Sazdağı,D,25,179,949,M,595396,EUR,780019200,M,11,11,False,38.0,31.0,6.0,4.0,0.0,9.0,9.0,24.0,35.0,2.0,4.0,,,90.0,70.0,6.9,22.0,0.0587479,1,,,,1.0,3.0,7.0,7.0,2.0,,,1.0,1.0,1.0,0.0441,,5.0,6.0,,2.0,,1.0,1.0,True,6.0,2.0,1.0,0.0488,,,,,,,,,,
12530872,home,Kayserispor,Kartal Kayra Yılmaz,kartal-kayra-yilmaz,K. K. Yılmaz,M,17,177,1057,M,966811,EUR,973296000,M,8,8,False,32.0,25.0,5.0,3.0,0.0,12.0,14.0,13.0,20.0,,5.0,,,73.0,45.0,6.6,11.0,0.0066213,0,,,,,1.0,5.0,6.0,3.0,,,2.0,2.0,,,,2.0,,,1.0,,,2.0,,2.0,,,,1.0,1.0,,,,,,,,
12530872,home,Kayserispor,Mehdi Bourabia,mehdi-bourabia,M. Bourabia,M,,183,403,M,98003,EUR,681523200,M,10,10,False,47.0,42.0,5.0,4.0,0.0,15.0,16.0,27.0,31.0,2.0,3.0,,,84.0,57.0,7.2,6.0,0.0197825,1,,,,,,3.0,4.0,2.0,,1.0,2.0,1.0,1.0,0.0471,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
12530872,home,Kayserispor,Hasan Ali Kaldırım,hasan-ali-kaldirim,H. A. Kaldırım,D,3,182,94,M,39847,EUR,629164800,M,33,33,False,51.0,38.0,4.0,2.0,0.0,12.0,13.0,30.0,51.0,1.0,3.0,,,90.0,86.0,8.4,23.0,0.330889,2,,,,2.0,,2.0,5.0,,,2.0,,,,0.1301,4.0,3.0,,1.0,3.0,,1.0,2.0,,13.0,4.0,,,,,1.0,,,,,,,
12530872,home,Kayserispor,Miguel Cardoso,miguel-cardoso,M. Cardoso,M,7,176,326,M,344009,EUR,771984000,F,7,7,False,37.0,32.0,2.0,,0.0,12.0,13.0,21.0,32.0,1.0,2.0,,,90.0,61.0,7.7,18.0,0.74307,2,,,,,2.0,5.0,8.0,1.0,,1.0,2.0,,3.0,0.0777,3.0,4.0,3.0,,3.0,,,1.0,,8.0,1.0,,,,,1.0,1.0,1.0,,,,,
12530872,home,Kayserispor,Carlos Mané,carlos-mane,C. Mané,M,20,172,381,M,859748,EUR,763344000,F,20,20,False,25.0,17.0,1.0,,0.0,4.0,6.0,13.0,22.0,1.0,2.0,,,84.0,41.0,6.7,15.0,0.0564215,0,,,,1.0,1.0,8.0,4.0,1.0,,,1.0,,3.0,,1.0,4.0,,,1.0,,2.0,1.0,,3.0,,,,,,,,,,,,,
