match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_fouls,stat_totalCross,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_interceptionWon,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_accurateCross,stat_totalOffside,stat_keyPass,stat_totalContest,stat_wonContest,captain,stat_bigChanceMissed,player_sofascoreId,stat_errorLeadToAShot,stat_challengeLost,stat_hitWoodwork,stat_bigChanceCreated,stat_goals
12530769,home,Gaziantep FK,Mustafa Burak Bozan,bozan-mustafa-burak,M. B. Bozan,G,71,196,107,M,934201,EUR,966988800,G,71,71,False,25.0,11.0,20.0,6.0,0.0,7.0,9.0,4.0,16.0,2.0,3.0,2.0,15.0,2.0,3.0,5.0,6.0,1.0,2.0,2.0,90.0,45.0,8.1,14.0,0.00354796,0,0.3995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530769,home,Gaziantep FK,Cyril Mandouki,cyril-mandouki,C. Mandouki,M,14,180,38,M,821461,EUR,682732800,D,14,14,False,11.0,10.0,1.0,,0.0,9.0,9.0,1.0,2.0,,1.0,,,1.0,,,,,,,31.0,13.0,6.3,1.0,0.00031512,0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12530769,home,Gaziantep FK,Arda Kızıldağ,arda-kizildag,A. Kızıldağ,D,4,187,127,M,904228,EUR,908409600,D,4,4,False,22.0,17.0,5.0,2.0,0.0,10.0,12.0,7.0,11.0,3.0,4.0,3.0,,,,,,,,,90.0,34.0,7.0,7.0,0.0110051,2,,,,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.1247,0.1328,,,,,,,,,,,,,,,,
12530769,home,Gaziantep FK,Bruno Viana,bruno-viana,B. Viana,D,30,187,241,M,804703,EUR,791942400,D,36,36,False,31.0,28.0,5.0,2.0,0.0,19.0,20.0,9.0,11.0,2.0,6.0,9.0,3.0,2.0,,,,,,,90.0,50.0,6.9,3.0,0.0030049,0,,,,2.0,,,2.0,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,
12530769,home,Gaziantep FK,Badou Ndiaye,badou-ndiaye,B. Ndiaye,M,,180,427,M,228342,EUR,656985600,M,20,20,False,27.0,21.0,3.0,,0.0,8.0,9.0,13.0,18.0,,3.0,1.0,3.0,2.0,,,,,,,90.0,35.0,6.6,7.0,0.0217579,1,,,,1.0,1.0,,,,,,1.0,1.0,,0.0259,,,1.0,1.0,,,,,,,,,,,,,
12530769,home,Gaziantep FK,Deian Sorescu,deian-sorescu,D. Sorescu,M,18,175,703,M,797602,EUR,872812800,M,18,18,False,41.0,33.0,2.0,2.0,0.0,16.0,18.0,18.0,29.0,2.0,6.0,1.0,7.0,2.0,,,,,,,90.0,68.0,7.4,18.0,0.129289,3,,,,8.0,2.0,6.0,4.0,2.0,1.0,2.0,,2.0,2.0,0.0859,0.6518,1.0,,2.0,1.0,1.0,3.0,,,,,,,,,,
12530769,home,Gaziantep FK,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,10,182,3151,M,984602,EUR,1066262400,M,10,10,False,33.0,23.0,2.0,1.0,0.0,8.0,9.0,15.0,26.0,,6.0,2.0,3.0,1.0,,,,,,,89.0,50.0,7.0,17.0,0.0252936,1,,,,4.0,1.0,2.0,1.0,2.0,1.0,,,4.0,1.0,0.0415,,,,3.0,,,2.0,1.0,1.0,,,,,,,,
12530769,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,44,177,793,M,180511,EUR,647395200,M,44,44,False,30.0,27.0,3.0,3.0,0.0,11.0,12.0,20.0,25.0,,2.0,,2.0,1.0,,,,,,,69.0,47.0,6.9,10.0,0.260455,0,,,,6.0,2.0,7.0,2.0,,,,,,,,,1.0,,2.0,4.0,,3.0,3.0,1.0,True,,,,,,,
12530769,home,Gaziantep FK,Mustafa Eskihellaç,mustafa-eskihellac,M. Eskihellaç,D,19,175,571,M,899069,EUR,862790400,M,7,7,False,34.0,26.0,5.0,,0.0,8.0,12.0,18.0,23.0,2.0,6.0,4.0,6.0,2.0,,,,,,,85.0,61.0,6.7,16.0,0.0126148,2,,,,7.0,2.0,1.0,2.0,2.0,1.0,1.0,,2.0,1.0,0.0297,0.1596,,,3.0,,,1.0,1.0,,,,,,,,,
12530769,home,Gaziantep FK,David Okereke,david-okereke,D. Okereke,F,77,182,891,M,831290,EUR,872812800,F,77,77,False,25.0,15.0,1.0,1.0,0.0,6.0,10.0,9.0,15.0,3.0,8.0,2.0,4.0,,,,,,,,90.0,45.0,7.3,14.0,0.0104428,5,,,,4.0,1.0,,2.0,,5.0,,,2.0,2.0,0.5176,,,,2.0,,1.0,1.0,4.0,3.0,,1.0,,,,,,
12530769,home,Gaziantep FK,Christophe Lungoyi,christophe-lungoyi,C. Lungoyi,F,11,180,197,M,883355,EUR,962668800,F,11,11,False,8.0,7.0,,,0.0,2.0,2.0,5.0,6.0,,2.0,,,2.0,,,,,,,45.0,21.0,6.0,10.0,0.00123243,1,,,,6.0,,,,3.0,,,,,,0.0393,,,1.0,3.0,,,,3.0,,,,,,,,,
12530769,home,Gaziantep FK,Salem M'Bakata,salem-mbakata,S. M'Bakata,D,22,177,65,M,940367,EUR,892944000,D,22,22,True,20.0,16.0,4.0,1.0,0.0,5.0,7.0,11.0,14.0,2.0,3.0,1.0,7.0,,,,,,,,59.0,35.0,6.9,7.0,0.0131052,1,,,,3.0,1.0,1.0,1.0,,,,,1.0,1.0,0.1081,,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,,
12530769,home,Gaziantep FK,Halil Dervişoğlu,halil-dervisoglu,H. Dervişoğlu,F,11,183,812,M,930775,EUR,944611200,F,9,9,True,16.0,14.0,2.0,2.0,0.0,3.0,3.0,11.0,13.0,,1.0,2.0,2.0,,,,,,,,45.0,30.0,6.5,9.0,0.0327422,1,,,,7.0,1.0,,,4.0,,,,1.0,1.0,0.0341,,,1.0,,,,1.0,2.0,,,,,,,,,
12530769,home,Gaziantep FK,Kenan Kodro,kenan-kodro,K. Kodro,F,19,187,435,M,591140,EUR,745718400,F,19,19,True,,,,,0.0,,,,,,,,,,,,,,,,21.0,1.0,6.5,1.0,,0,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
12530769,home,Gaziantep FK,Emmanuel Boateng,emmanuel-boateng,E. Boateng,F,9,175,586,M,580392,EUR,832809600,F,21,21,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,14.0,5.0,6.5,2.0,0.0004207,0,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12530769,home,Gaziantep FK,Furkan Soyalp,furkan-soyalp,F. Soyalp,M,33,175,70,M,226992,EUR,802915200,M,8,8,True,2.0,2.0,1.0,1.0,0.0,,,2.0,2.0,,1.0,,,1.0,,,,,,,10.0,4.0,6.6,1.0,0.0104086,0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
12530769,home,Gaziantep FK,Sokratis Dioudis,sokratis-dioudis,S. Dioudis,G,13,189,266,M,173933,EUR,728697600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530769,home,Gaziantep FK,Ömürcan Artan,omurcan-artan,Ö. Artan,D,2,179,17,M,1016384,EUR,933033600,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530769,home,Gaziantep FK,Ertuğrul Ersoy,ertugrul-ersoy,E. Ersoy,D,5,185,88,M,355004,EUR,855792000,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530769,home,Gaziantep FK,Emre Taşdemir,emre-tasdemir,E. Taşdemir,D,33,176,74,M,190191,EUR,807840000,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530769,home,Gaziantep FK,Ogün Özçiçek,ogun-ozcicek,O. Özçiçek,M,61,172,50,M,859783,EUR,917136000,M,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530769,away,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,28381,EUR,519264000,G,1,1,False,30.0,17.0,18.0,5.0,0.0,13.0,13.0,4.0,17.0,,,1.0,11.0,,1.0,3.0,4.0,,1.0,1.0,90.0,45.0,7.8,15.0,0.00413757,0,0.9442,,,,,,,,,,,,,,,,,1.0,,,,,,True,,Muslera,1.0,,,,
12530769,away,Galatasaray,Kaan Ayhan,kaan-ayhan,K. Ayhan,D,23,185,4087,M,138152,EUR,784425600,D,23,23,False,35.0,28.0,8.0,5.0,0.0,18.0,22.0,10.0,13.0,1.0,5.0,10.0,3.0,,,,,,,,90.0,57.0,7.4,9.0,0.00571316,1,,,,3.0,,,2.0,,,1.0,,4.0,3.0,0.2074,0.7291,,,2.0,,,,,,,1.0,,,1.0,1.0,,
12530769,away,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187,12299,M,566102,EUR,834537600,D,6,6,False,38.0,29.0,6.0,,0.0,24.0,28.0,5.0,10.0,2.0,3.0,8.0,1.0,1.0,,,,,,,90.0,53.0,7.2,9.0,0.00258389,1,,,,2.0,1.0,,,,,1.0,2.0,,,0.3844,0.2297,2.0,,,,,,,,,1.0,DAVINSON,,1.0,,,
12530769,away,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6104,M,178963,EUR,778896000,D,42,42,False,36.0,30.0,7.0,4.0,0.0,21.0,23.0,10.0,14.0,1.0,4.0,6.0,2.0,1.0,,,,,,,90.0,51.0,7.2,7.0,0.0117615,0,,,,1.0,,1.0,1.0,,,,,2.0,1.0,,,1.0,,1.0,1.0,,,,,,,abdulkerimbard1,,,,,
12530769,away,Galatasaray,Elias Jelert,elias-jelert,E. Jelert,D,38,178,2410,M,1126433,EUR,1055376000,M,24,24,False,29.0,26.0,,,0.0,13.0,13.0,14.0,18.0,,2.0,1.0,4.0,,,,,,,,63.0,44.0,6.6,7.0,0.0843278,0,,Elias,Jelert,4.0,,2.0,2.0,1.0,,,,2.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,
12530769,away,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,754794,EUR,823996800,M,34,34,False,36.0,29.0,4.0,2.0,0.0,14.0,16.0,15.0,20.0,,7.0,,8.0,3.0,,,,,,,90.0,54.0,7.2,10.0,0.00637269,0,,,,5.0,4.0,,1.0,,,,2.0,4.0,2.0,,,1.0,,2.0,,,,,,,,ltorreira34,,,,,
12530769,away,Galatasaray,Gabriel Sara,gabriel-sara,G. Sara,M,8,178,11687,M,913593,EUR,930355200,M,20,20,False,40.0,34.0,4.0,4.0,0.0,17.0,18.0,17.0,27.0,2.0,4.0,,3.0,,,,,,,,89.0,55.0,6.7,16.0,0.0231386,2,,,,3.0,,5.0,,2.0,1.0,,,2.0,2.0,0.6919,,,1.0,2.0,,,2.0,1.0,,,1.0,gabrielsara,,,,,
12530769,away,Galatasaray,Roland Sallai,roland-sallai,R. Sallai,F,7,182,8501,M,355088,EUR,864259200,M,7,7,False,17.0,14.0,1.0,1.0,0.0,5.0,5.0,11.0,14.0,1.0,6.0,5.0,3.0,3.0,,,,,,,80.0,43.0,7.9,8.0,1.08151,2,,,,5.0,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,1.0,0.0589,0.0509,2.0,,2.0,2.0,,2.0,,,,,rolandsallai,,,,1.0,
12530769,away,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169,10127,M,32493,EUR,547257600,F,10,10,False,28.0,23.0,7.0,4.0,1.0,10.0,10.0,15.0,25.0,,4.0,,6.0,1.0,,,,,,,69.0,43.0,7.8,12.0,0.119242,1,,,,4.0,1.0,7.0,,1.0,,1.0,,3.0,3.0,0.0159,0.0343,1.0,,1.0,2.0,,4.0,,,,,driesmertens,,2.0,,1.0,
