match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_unsuccessfulTouch,stat_fouls,stat_accurateCross,stat_aerialLost,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_keyPass,captain,stat_outfielderBlock,stat_lastManTackle,stat_wonTackle,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
12501525,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,26.0,18.0,15.0,7.0,0.0,12.0,12.0,6.0,14.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,90.0,39.0,6.7,9.0,0.00106347,0,-0.5887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501525,home,Lecce,Frédéric Guilbert,,,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,D,12,12,False,26.0,23.0,5.0,2.0,0.0,13.0,15.0,10.0,12.0,1.0,1.0,2.0,,,,,62.0,40.0,6.4,8.0,0.0046113,0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12501525,home,Lecce,Kialonda Gaspar,Kialonda Gaspar,,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,44.0,39.0,4.0,4.0,0.0,23.0,26.0,17.0,19.0,4.0,5.0,1.0,,,,,90.0,55.0,7.1,5.0,0.00964034,1,,1.0,3.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,0.0375,1.0,,,,,,,,,,,,,,,,,
12501525,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,44.0,39.0,6.0,2.0,0.0,20.0,20.0,19.0,25.0,4.0,9.0,1.0,,,,,90.0,60.0,7.3,7.0,0.0370803,0,,1.0,3.0,1.0,,,,1.0,,,2.0,1.0,,,True,1.0,1.0,1.0,,,,,,,,,,,,,
12501525,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,28.0,21.0,8.0,2.0,0.0,8.0,9.0,14.0,23.0,2.0,5.0,3.0,,,,,90.0,49.0,6.7,14.0,0.0109542,0,,4.0,,1.0,2.0,,1.0,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,
12501525,home,Lecce,Mohamed Kaba,,,mohamed-kaba,M. Kaba,M,21,185,693,M,1127590,EUR,1004140800,M,77,77,False,17.0,16.0,1.0,1.0,0.0,7.0,8.0,9.0,9.0,1.0,,1.0,1.0,,,,45.0,19.0,6.5,2.0,0.00745643,0,,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12501525,home,Lecce,Balthazar Pierret,,,balthazar-pierret,B. Pierret,M,4,186,216,M,1014651,EUR,958348800,M,75,75,False,43.0,37.0,2.0,1.0,0.0,17.0,19.0,20.0,24.0,3.0,,3.0,,,,,65.0,45.0,6.7,6.0,0.0169875,0,,,1.0,2.0,,2.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,
12501525,home,Lecce,Santiago Pierotti,,,santiago-pierotti,S. Pierotti,F,50,189,760,M,984998,EUR,986256000,M,50,50,False,18.0,17.0,,,0.0,4.0,4.0,13.0,14.0,6.0,1.0,4.0,,,,,84.0,34.0,6.5,9.0,0.037191,0,,,1.0,9.0,3.0,3.0,,1.0,,,,4.0,,1.0,,,,2.0,1.0,3.0,3.0,1.0,,,,,,,,,
12501525,home,Lecce,Lassana Coulibaly,,,coulibaly-lassana,L. Coulibaly,M,29,183,2761,M,804621,EUR,829094400,M,29,29,False,33.0,29.0,6.0,6.0,0.0,8.0,11.0,21.0,22.0,1.0,,3.0,,,,,90.0,44.0,6.6,8.0,0.0261227,2,,,,6.0,,1.0,,,1.0,,,1.0,0.0496,,,1.0,,1.0,1.0,3.0,1.0,,1.0,,,,,,,,
12501525,home,Lecce,Jesper Karlsson,,,jesper-karlsson,J. Karlsson,F,11,179,1272,M,834597,EUR,901324800,M,37,37,False,9.0,8.0,,,0.0,1.0,1.0,8.0,11.0,2.0,,,,,,,45.0,16.0,6.7,5.0,0.0715778,0,,3.0,,1.0,2.0,,1.0,,,,,,,1.0,,,,,1.0,,2.0,2.0,,,,,,,,,
