match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_aerialLost,stat_shotOffTarget,stat_interceptionWon,stat_bigChanceCreated,player_firstName,player_lastName,stat_dispossessed,stat_hitWoodwork,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_goals
12499660,home,1. FC Heidenheim,Kevin Müller,kevin-muller,K. Müller,G,22,190,180,M,121908,EUR,668995200,G,1,1,False,35.0,21.0,23.0,9.0,0.0,18.0,21.0,3.0,14.0,8.0,1.0,1.0,1.0,90.0,43.0,6.5,14.0,0.00364141,0,-0.4739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499660,home,1. FC Heidenheim,Marnon Busch,marnon-busch,M. Busch,D,2,182,76,M,168861,EUR,786844800,D,2,2,False,51.0,42.0,8.0,3.0,0.0,32.0,34.0,13.0,20.0,4.0,,,,90.0,82.0,7.4,13.0,0.110219,1,,3.0,3.0,1.0,3.0,7.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0131,3.0,,,,,,,,,,,,,,,,,
12499660,home,1. FC Heidenheim,Patrick Mainka,patrick-mainka,P. Mainka,D,6,194,320,M,254429,EUR,784080000,D,6,6,False,42.0,37.0,5.0,3.0,0.0,27.0,31.0,10.0,11.0,8.0,,,,90.0,63.0,7.3,8.0,0.00468552,2,,,,,2.0,4.0,,1.0,,,8.0,1.0,2.0,2.0,1.0,2.0,,0.1362,,True,1.0,2.0,1.0,,,,,,,,,,,,,
12499660,home,1. FC Heidenheim,Benedikt Gimber,benedikt-gimber,B. Gimber,D,5,185,137,M,798936,EUR,856310400,D,5,5,False,47.0,39.0,6.0,2.0,0.0,27.0,31.0,12.0,16.0,3.0,,,,90.0,64.0,7.2,8.0,0.211306,0,,,,5.0,4.0,9.0,,,,,7.0,1.0,4.0,,,,4.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,
12499660,home,1. FC Heidenheim,Haktab Omar Traore,haktab-omar-traore,H. O. Traore,D,23,184,112,M,920022,EUR,886550400,M,23,23,False,26.0,17.0,3.0,,0.0,8.0,12.0,10.0,17.0,2.0,,,,67.0,46.0,6.5,16.0,0.207122,0,,3.0,1.0,1.0,3.0,4.0,,3.0,1.0,,3.0,,,,3.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,
12499660,home,1. FC Heidenheim,Lennard Maloney,lennard-maloney,L. Maloney,M,15,187,256,M,893962,EUR,939340800,M,33,33,False,20.0,16.0,4.0,3.0,0.0,10.0,13.0,6.0,7.0,5.0,,,,67.0,31.0,6.7,7.0,0.00474934,0,,,,1.0,3.0,4.0,,,,,,1.0,2.0,,3.0,1.0,1.0,,,,2.0,,1.0,,,,,,,,,,,,,
12499660,home,1. FC Heidenheim,Jan Schöppner,jan-schoppner,J. Schöppner,M,3,190,163,M,933707,EUR,929145600,M,3,3,False,40.0,28.0,6.0,2.0,0.0,8.0,13.0,20.0,27.0,8.0,,,,90.0,62.0,7.0,18.0,0.0774353,2,,,,1.0,6.0,4.0,4.0,2.0,1.0,,2.0,,2.0,,4.0,,,0.0929,1.0,,,2.0,4.0,,,,1.0,1.0,,,,,,,,
12499660,home,1. FC Heidenheim,Jonas Föhrenbach,jonas-fohrenbach,J. Föhrenbach,D,19,185,79,M,311676,EUR,822614400,M,19,19,False,41.0,29.0,8.0,2.0,0.0,16.0,18.0,13.0,25.0,2.0,,,,90.0,60.0,6.4,17.0,0.00750433,0,,2.0,,1.0,5.0,4.0,,3.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,
12499660,home,1. FC Heidenheim,Paul Wanner,paul-wanner,P. Wanner,M,10,186,3841,M,1146018,EUR,1135296000,F,10,10,False,27.0,22.0,,,0.0,11.0,11.0,11.0,17.0,3.0,,,,83.0,37.0,7.2,7.0,0.145121,0,,1.0,,,2.0,6.0,1.0,3.0,3.0,,1.0,,3.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,
12499660,home,1. FC Heidenheim,Marvin Pieringer,marvin-pieringer,M. Pieringer,F,18,189,327,M,909485,EUR,938995200,F,18,18,False,26.0,11.0,,,0.0,3.0,5.0,8.0,22.0,5.0,,,,83.0,41.0,6.8,21.0,0.00616221,5,,1.0,,2.0,11.0,3.0,,,,1.0,1.0,,,,4.0,1.0,4.0,0.6795,,,7.0,1.0,1.0,,,,1.0,,1.0,3.0,0.5142,,,,,
12499660,home,1. FC Heidenheim,Mikkel Kaufmann,mikkel-kaufmann,M. K. Sorensen,F,29,190,279,M,918437,EUR,978480000,F,29,29,False,14.0,9.0,1.0,,0.0,3.0,3.0,6.0,11.0,1.0,,,,67.0,25.0,6.5,11.0,0.0425225,0,,,,1.0,4.0,3.0,1.0,1.0,,,1.0,,1.0,1.0,4.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,
