match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_interceptionWon,player_sofascoreId,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_ownGoals,stat_wasFouled,stat_dispossessed,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_blockedScoringAttempt,captain,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_totalOffside
12624395,home,Al-Ittihad,Karim Benzema,karim-benzema,K. Benzema,F,90,184,194410,M,3306,EUR,566870400,F,9,9,False,51.0,38.0,3.0,,1.0,8.0,8.0,30.0,43.0,,3.0,,90.0,59.0,8.9,13.0,5,1.0,1.0,,,,1.0,,,,,,2.0,,,,1.0,KBenz9,1.0,3.0,1.0,,,,,,,1.0,True,,,,,,
12624395,home,Al-Ittihad,Abdulelah Al-Amri,abdulelah-al-amri,A. Al-Amri,D,5,185,1135,M,881831,EUR,853286400,D,4,4,True,13.0,12.0,2.0,1.0,0.0,8.0,9.0,4.0,4.0,2.0,1.0,,24.0,16.0,6.4,2.0,0,1.0,1.0,,,,,2.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
12624395,home,Al-Ittihad,Muath Faqeehi,muath-faqeehi,M. Faqeehi,D,42,188,464,M,1457521,EUR,1022716800,D,42,42,True,2.0,2.0,,,0.0,2.0,2.0,,,1.0,,,13.0,9.0,6.2,5.0,0,,1.0,,2.0,1.0,,,,,1.0,,,Muath Muath,,,,,,,,,,,,,,,,,,,,,
12624395,home,Al-Ittihad,Hamed Al-Ghamdi,hamed-al-ghamdi,H. Al-Ghamdi,M,80,162,225,M,985140,EUR,923011200,M,80,80,True,4.0,2.0,1.0,,0.0,1.0,1.0,1.0,3.0,,1.0,,9.0,5.0,6.5,3.0,0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
12624395,home,Al-Ittihad,Hamed Abdullah Yousef,abdullah-yousef-hamed,H. A. Yousef,G,47,195,674,M,1857290,EUR,1114473600,G,47,47,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624395,home,Al-Ittihad,Muhannad Shanqeeti,muhannad-shanqeeti,M. Shanqeeti,D,13,173,417,M,894437,EUR,921196800,D,13,13,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624395,home,Al-Ittihad,Awad Al-Nashri,awad-al-nashri,A. Al-Nashri,M,14,176,241,M,1048371,EUR,1016150400,M,14,14,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,
12624395,home,Al-Ittihad,Abduleallah Hawsawi,abduleallah-hawsawi,A. Hawsawi,M,77,170,210,M,1533745,EUR,991440000,M,77,77,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Abduleallah Hawsawi,,,,,,,,,,,,,,,,,,,,,
12624395,home,Al-Ittihad,Abdulrahman Alobud,abdulrahman-alobud,A. Alobud,M,24,174,531,M,872275,EUR,801964800,F,24,24,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624395,home,Al-Ittihad,Abdulaziz Al-Bishi,abdulaziz-al-bishi,A. Al-Bishi,M,22,172,241,M,791417,EUR,763344000,F,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624395,away,Al-Ettifaq,Marek Rodák,marek-rodak,M. Rodák,G,1,188,518,M,358694,EUR,850435200,G,1,1,False,26.0,24.0,9.0,7.0,0.0,22.0,24.0,2.0,2.0,,14.0,,90.0,36.0,6.7,2.0,0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,,
12624395,away,Al-Ettifaq,Mohammed Abdulrahman,mohammed-abdulrahman,M. Abdulrahman,D,29,170,146,M,1133141,EUR,1042502400,D,29,29,False,33.0,25.0,5.0,1.0,0.0,13.0,15.0,12.0,19.0,1.0,2.0,,78.0,46.0,6.3,12.0,1,,1.0,,,,,1.0,,,1.0,,,Mohammed Abdulrahman,,1.0,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,
12624395,away,Al-Ettifaq,Jack Hendry,jack-hendry,J. Hendry,D,4,195,333,M,795696,EUR,799804800,D,4,4,False,55.0,53.0,4.0,4.0,0.0,35.0,35.0,18.0,20.0,,5.0,,90.0,57.0,6.2,4.0,0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
12624395,away,Al-Ettifaq,Abdullah Al Khateeb,abdullah-al-khateeb,A. A. Khateeb,D,70,173,38,M,920498,EUR,794966400,D,70,70,False,45.0,40.0,1.0,,0.0,29.0,33.0,11.0,12.0,2.0,4.0,,90.0,55.0,6.6,6.0,2,,2.0,1.0,,,,1.0,2.0,,1.0,1.0,,,,2.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,
12624395,away,Al-Ettifaq,João Costa,joao-costa,J. Costa,F,18,178,623,M,1397478,EUR,1111968000,D,18,18,False,45.0,38.0,3.0,1.0,0.0,21.0,25.0,17.0,24.0,4.0,8.0,2.0,90.0,73.0,6.8,15.0,1,,1.0,1.0,,,,1.0,,,2.0,,,,,,3.0,,1.0,,,,2.0,,4.0,,,,,,,,,,
12624395,away,Al-Ettifaq,Mukhtar Ali,ali-mukhtar,A. Mukhtar,M,7,185,334,M,788258,EUR,878169600,M,6,6,False,64.0,59.0,7.0,4.0,0.0,35.0,35.0,25.0,30.0,,,,90.0,69.0,6.8,6.0,0,,,,,,,1.0,,,1.0,,1.0,,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,
12624395,away,Al-Ettifaq,Álvaro Medrán,alvaro-medran,Á. Medrán,M,10,176,321,M,537018,EUR,763689600,M,10,10,False,71.0,61.0,4.0,2.0,0.0,17.0,19.0,45.0,57.0,4.0,4.0,2.0,90.0,91.0,7.1,18.0,4,,3.0,,2.0,,,,,1.0,1.0,,2.0,,,1.0,,,1.0,,,,1.0,1.0,5.0,1.0,,3.0,,,,,,,
12624395,away,Al-Ettifaq,Demarai Gray,demarai-gray,D. Gray,M,10,184,1784,M,355152,EUR,835920000,M,11,11,False,22.0,21.0,1.0,1.0,0.0,7.0,7.0,15.0,20.0,1.0,1.0,,58.0,33.0,6.6,8.0,0,,2.0,1.0,1.0,1.0,,,,,1.0,,2.0,,,,,,,,,,,1.0,5.0,1.0,,,,,,,,,
12624395,away,Al-Ettifaq,Vitinho,vitinho,Vitinho,F,11,178,3973,M,242054,EUR,750124800,M,14,14,False,44.0,34.0,1.0,,0.0,9.0,10.0,26.0,36.0,4.0,,3.0,90.0,60.0,7.2,13.0,3,,1.0,,,,,,,2.0,1.0,,2.0,,,,,,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,,,,,1.0,1.0
12624395,away,Al-Ettifaq,Karl Toko Ekambi,karl-toko-ekambi,K. Toko Ekambi,F,9,183,3818,M,842931,EUR,716428800,M,7,7,False,19.0,18.0,,,0.0,12.0,12.0,6.0,7.0,4.0,2.0,1.0,59.0,30.0,6.4,4.0,1,,2.0,,3.0,1.0,,,,1.0,1.0,,,,,1.0,1.0,karltokoekambi,,,,,1.0,,,,,1.0,,,,,,,
12624395,away,Al-Ettifaq,Georginio Wijnaldum,georginio-wijnaldum,G. Wijnaldum,M,8,175,8339,M,22126,EUR,658281600,F,8,8,False,20.0,17.0,,,1.0,7.0,8.0,10.0,12.0,2.0,3.0,,90.0,30.0,6.7,11.0,0,,3.0,,3.0,,,,,,5.0,,2.0,,,1.0,,gwijnaldum,,,,,1.0,,,,,,True,,,,,,1.0
12624395,away,Al-Ettifaq,Radhi Al-Oteibi,radhi-al-oteibi,R. Al-Oteibi,D,61,170,28,M,963642,EUR,960768000,D,61,61,True,21.0,18.0,2.0,,0.0,8.0,8.0,11.0,15.0,,2.0,,32.0,32.0,6.6,8.0,0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,
12624395,away,Al-Ettifaq,Abdullah Radif,abdullah-radif,A. H. Radif,F,21,185,510,M,1101759,EUR,1043107200,F,21,21,True,9.0,6.0,,,0.0,1.0,1.0,5.0,10.0,4.0,1.0,,31.0,16.0,6.7,7.0,1,3.0,7.0,,3.0,2.0,,,,,,2.0,,Abdullah Radif,,2.0,,,1.0,,,,,1.0,2.0,,,,,,,,,,
12624395,away,Al-Ettifaq,Abdulaziz Al-Aliwa,abdulaziz-al-aliwa,A. Al-Aliwa,M,46,182,344,M,1067777,EUR,1076457600,F,46,46,True,6.0,5.0,,,0.0,1.0,1.0,4.0,5.0,3.0,,2.0,12.0,14.0,6.8,4.0,0,,1.0,1.0,,,,,,2.0,3.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
12624395,away,Al-Ettifaq,Marwan Al-Haidari,marwan-al-haidari,M. Al-Haidari,G,96,191,32,M,832497,EUR,829267200,G,96,96,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624395,away,Al-Ettifaq,Abdulbaset Hindi,abdulbaset-hindi,A. Hindi,D,37,181,80,M,949218,EUR,854841600,D,25,25,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624395,away,Al-Ettifaq,Abdullah Madu,abdullah-madu,A. Madu,D,3,186,189,M,794347,EUR,742694400,D,3,3,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624395,away,Al-Ettifaq,Meshal Ali Khayrallah,meshal-ali-khayrallah,M. A. Khayrallah,D,87,177,40,M,1156413,EUR,986947200,D,87,87,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Meshal Ali Khayrallah,,,,,,,,,,,,,,,,,,,,,
12624395,away,Al-Ettifaq,Ahmed Bamasud,ahmed-bamasud,A. Bamasud,D,18,175,114,M,893197,EUR,816998400,D,24,24,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624395,away,Al-Ettifaq,Madallah Al-Olayan,madallah-al-olayan,M. Al-Olayan,D,33,170,81,M,818813,EUR,777772800,D,33,33,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
