match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_interceptionWon,stat_errorLeadToAShot,stat_shotOffTarget,stat_totalOffside,stat_blockedScoringAttempt,player_firstName,stat_bigChanceMissed,stat_bigChanceCreated,stat_penaltyWon,stat_penaltyMiss,player_sofascoreId,player_lastName,stat_penaltyConceded,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
13473401,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,True,21.0,18.0,7.0,4.0,0.0,16.0,18.0,2.0,3.0,4.0,1.0,90.0,24.0,6.8,3.0,0.0002751,0,0.0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473401,home,São Paulo,Nahuel Ferraresi,nahuel-ferraresi,N. Ferraresi,D,32,188,3355,M,881215,EUR,911433600,D,32,32,False,,47.0,40.0,4.0,2.0,0.0,14.0,16.0,26.0,31.0,4.0,,90.0,80.0,7.8,14.0,0.252142,1,,5.0,1.0,3.0,3.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0257,0.0424,1.0,,,,,,,,,,,,,,,,,,,
13473401,home,São Paulo,Ruan,ruan,Ruan,D,4,187,1236,M,914487,EUR,928713600,D,22,22,False,,27.0,26.0,4.0,3.0,0.0,16.0,16.0,10.0,11.0,,,90.0,41.0,7.4,2.0,0.00213073,0,,,,2.0,4.0,2.0,4.0,,,,,,8.0,2.0,,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
13473401,home,São Paulo,Alan Franco,alan-franco,A. Franco,D,28,183,2959,M,875402,EUR,844992000,D,28,28,False,,54.0,52.0,7.0,7.0,0.0,36.0,38.0,16.0,16.0,3.0,,90.0,71.0,7.4,4.0,0.00482892,0,,,,,,3.0,4.0,,,3.0,2.0,,3.0,1.0,,,1.0,2.0,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,
13473401,home,São Paulo,Wendell,wendell,Wendell,D,18,176,3255,M,335033,EUR,743126400,D,18,18,False,,60.0,51.0,7.0,3.0,0.0,33.0,33.0,18.0,27.0,5.0,,90.0,85.0,7.7,15.0,0.0543932,1,,6.0,1.0,,1.0,,3.0,,,,,,3.0,1.0,2.0,2.0,,,1.0,0.0106,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,
13473401,home,São Paulo,Alisson,alisson,Alisson,M,25,174,2789,M,291723,EUR,740966400,M,25,25,False,,70.0,65.0,9.0,7.0,0.0,36.0,37.0,29.0,33.0,7.0,,90.0,83.0,7.3,7.0,0.0188533,1,,1.0,,1.0,1.0,4.0,4.0,3.0,,,,,,3.0,2.0,,1.0,1.0,,0.0642,,,1.0,,1.0,,,,,,,,,,,,,,,,
13473401,home,São Paulo,Damián Bobadilla,damian-bobadilla,D. Bobadilla,M,21,181,3033,M,1015261,EUR,991958400,M,21,21,False,,40.0,36.0,5.0,4.0,0.0,15.0,16.0,21.0,24.0,5.0,,90.0,57.0,6.7,9.0,0.0318827,2,,,,,1.0,6.0,3.0,1.0,1.0,3.0,,,2.0,,1.0,,,1.0,1.0,0.1103,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,
13473401,home,São Paulo,Lucas Ferreira,lucas-dos-santos-ferreira,L. Ferreira,M,48,187,2402,M,1631907,EUR,1146182400,M,48,48,False,,17.0,16.0,,,0.0,1.0,2.0,15.0,15.0,,,84.0,41.0,6.5,13.0,0.0173626,2,,4.0,,2.0,2.0,9.0,7.0,,,7.0,2.0,2.0,2.0,,1.0,,3.0,2.0,3.0,0.5902,0.4194,1.0,,,,,,Lucas Ferreira,1.0,,,,,,,,,,,,
13473401,home,São Paulo,Matheus Alves,matheus-alves,M. Alves,M,47,179,1728,M,1836780,EUR,1109980800,M,47,47,False,,9.0,7.0,1.0,,0.0,2.0,2.0,5.0,7.0,1.0,,65.0,21.0,6.6,9.0,0.00540698,2,,1.0,,,,4.0,3.0,,,2.0,1.0,,,,1.0,,5.0,1.0,3.0,0.0891,,,,,2.0,,,Matheus Alves,,,,,,,,,,,,,
13473401,home,São Paulo,Ferreirinha,ferreira,Ferreira,M,11,176,8644,M,998499,EUR,883526400,M,11,11,False,,25.0,24.0,2.0,2.0,0.0,7.0,7.0,17.0,18.0,7.0,,65.0,50.0,7.5,10.0,0.142962,2,,5.0,2.0,,,4.0,7.0,1.0,,6.0,3.0,1.0,,,1.0,,2.0,3.0,,0.8081,0.7742,3.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,
