match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_possessionLostCtrl,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_fouls,player_firstName,player_lastName,captain,stat_aerialWon,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_ownGoals,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_totalOffside
10438037,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,22.0,22.0,6.0,6.0,20.0,20.0,2.0,2.0,1.0,10.0,1.0,2.0,3.0,1.0,1.0,1.0,90.0,33.0,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438037,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,D,11,11,False,62.0,48.0,1.0,1.0,15.0,15.0,33.0,49.0,1.0,7.0,,,,,,,90.0,91.0,7.3,0,2.0,3.0,6.0,11.0,1.0,5.0,3.0,1.0,4.0,4.0,1.0,4.0,21.0,2.0,,,,,,,,,,,,,,,,,,,
10438037,home,FC Porto,Fábio Cardoso,fabio-cardoso,F. Cardoso,D,15,187,510,M,,252815,EUR,766713600,D,2,2,False,44.0,40.0,4.0,4.0,31.0,35.0,9.0,9.0,1.0,3.0,,,,,,,56.0,50.0,6.4,1,,,3.0,1.0,1.0,,,,1.0,,1.0,,6.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10438037,home,FC Porto,Pepe,pepe,Pepe,D,,188,6226,M,Pepe,5884,EUR,415065600,D,3,3,False,78.0,71.0,12.0,9.0,53.0,54.0,18.0,24.0,1.0,8.0,,,,,,,90.0,85.0,7.1,0,,4.0,6.0,2.0,,,,1.0,,,,1.0,7.0,3.0,2.0,,,,,True,1.0,2.0,,,,,,,,,,,
10438037,home,FC Porto,Wendell,wendell,Wendell,D,18,176,3234,M,,335033,EUR,743126400,D,22,22,False,59.0,58.0,5.0,4.0,29.0,30.0,29.0,33.0,1.0,4.0,,,,,,,90.0,83.0,6.9,1,4.0,,5.0,5.0,1.0,2.0,1.0,,1.0,1.0,4.0,2.0,13.0,1.0,1.0,,2.0,,,,1.0,,1.0,,,,,,,,,,
10438037,home,FC Porto,André Franco,andre-franco,A. Franco,M,10,177,622,M,,851286,EUR,892339200,M,20,20,False,36.0,34.0,1.0,,15.0,15.0,20.0,26.0,1.0,4.0,,,,,,,84.0,55.0,7.0,1,5.0,2.0,5.0,6.0,,1.0,,2.0,2.0,1.0,1.0,3.0,8.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,
10438037,home,FC Porto,Stephen Eustaquio,stephen-eustaquio,S. Eustaquio,M,6,178,1808,M,,886223,EUR,851126400,M,46,46,False,65.0,57.0,8.0,7.0,24.0,25.0,36.0,46.0,,5.0,,,,,,,84.0,81.0,7.5,4,6.0,,3.0,3.0,,,,1.0,2.0,1.0,2.0,,13.0,3.0,2.0,2.0,1.0,,,,1.0,,1.0,3.0,1.0,,,,,,,,
10438037,home,FC Porto,Matheus Uribe,mateus-uribe,M. Uribe,M,8,182,1621,M,,247773,EUR,669513600,M,8,8,False,73.0,62.0,10.0,7.0,30.0,35.0,33.0,40.0,3.0,10.0,,,,,,,90.0,100.0,7.5,4,2.0,3.0,7.0,6.0,,4.0,3.0,2.0,2.0,2.0,,,15.0,,1.0,1.0,2.0,,,,1.0,,1.0,1.0,2.0,,,,,,,,
10438037,home,FC Porto,Wenderson Galeno,wenderson-galeno,W. Galeno,M,13,178,4340,M,w_galeno90,845754,EUR,877478400,M,13,13,False,42.0,38.0,7.0,6.0,10.0,10.0,31.0,45.0,,4.0,,,,,,,90.0,76.0,7.6,5,13.0,,4.0,5.0,2.0,3.0,2.0,,,,,3.0,20.0,4.0,1.0,1.0,,,,,,,3.0,3.0,1.0,1.0,1.0,,,,,,
10438037,home,FC Porto,Evanilson,evanilson,Evanilson,F,9,181,7635,M,evanilsonlima99,998490,EUR,939168000,F,30,30,False,14.0,12.0,,,1.0,1.0,11.0,14.0,,2.0,,,,,,,84.0,29.0,6.3,1,1.0,1.0,8.0,6.0,1.0,4.0,2.0,,2.0,1.0,2.0,2.0,9.0,1.0,2.0,,2.0,,,,,,1.0,,,1.0,,1.0,,,,,
