match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalCross,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_penaltyWon,stat_totalOffside,stat_dispossessed,stat_shotOffTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_penaltyMiss,captain,stat_penaltyFaced,stat_bigChanceCreated,stat_outfielderBlock,stat_penaltyConceded
12504695,home,Inter,Lautaro Martínez,lautaro-martinez,L. Martínez,F,10,175,122092,M,LautaroM,823984,EUR,872208000,F,10,10,False,17.0,13.0,1.0,,0.0,3.0,3.0,10.0,14.0,4.0,,,,89.0,33.0,6.8,13.0,0.0178276,2,,2.0,5.0,4.0,,1.0,,1.0,,,,,0.2432,2.0,,,,,,5.0,2.0,,,,,,1.0,3.0,1.0,,,,,True,,,,
12504695,home,Inter,Matteo Darmian,matteo-darmian,M. Darmian,M,36,182,3779,M,,19352,EUR,628560000,D,36,36,True,2.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,,,,,8.0,6.0,6.7,1.0,9.437e-05,0,,,,2.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
12504695,home,Inter,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180,18478,M,zielu_94,138605,EUR,769392000,M,7,7,True,6.0,5.0,2.0,1.0,0.0,3.0,3.0,2.0,3.0,,,,,8.0,7.0,6.6,1.0,0.00046464,0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
12504695,home,Inter,Mehdi Taremi,mehdi-taremi,M. Taremi,F,99,187,20235,M,mehditaremi9,812533,EUR,711417600,F,99,99,True,,,,,0.0,,,,,,,,,8.0,3.0,6.4,1.0,,0,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
12504695,home,Inter,Stefan de Vrij,stefan-de-vrij,S. de Vrij,D,6,188,5674,M,Stefandevrij,91046,EUR,697248000,D,6,6,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,,,,1.0,4.0,,,0.00055129,0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504695,home,Inter,Marko Arnautović,marko-arnautovic,M. Arnautović,F,89,192,8675,M,m.arnautovic7,21927,EUR,608947200,F,8,8,True,2.0,,,,0.0,,1.0,,1.0,1.0,,,,1.0,2.0,,2.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504695,home,Inter,Josep Martínez,josep-martinez,J. Martínez,G,13,191,2817,M,,845291,EUR,896227200,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504695,home,Inter,Raffaele Di Gennaro,raffaele-di-gennaro,R. D. Gennaro,G,12,188,1343,M,,301162,EUR,749606400,G,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504695,home,Inter,Yann Bisseck,yann-bisseck,Y. Bisseck,D,31,194,5415,M,,906275,EUR,975456000,D,31,31,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504695,home,Inter,Tomás Palacios,tiago-tomas-palacios,T. Palacios,D,24,195,2235,M,,1173598,EUR,1051488000,D,42,42,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504695,home,Inter,Davide Frattesi,davide-frattesi,D. Frattesi,M,16,178,5601,M,davidefrrattesi_22,835600,EUR,937958400,M,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504695,home,Inter,Tajon Buchanan,tajon-buchanan,T. Buchanan,M,17,183,7471,M,,973290,EUR,918432000,M,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504695,home,Inter,Kristjan Asllani,kristjan-asllani,K. Asllani,M,23,179,5914,M,KristjanAsllani,996820,EUR,1015632000,M,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504695,home,Inter,Joaquín Correa,joaquin-correa,J. Correa,F,30,188,5676,M,tucocorrea,249929,EUR,776736000,F,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504695,away,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,,592794,EUR,858988800,G,1,1,False,28.0,21.0,12.0,6.0,0.0,18.0,24.0,3.0,4.0,5.0,2.0,3.0,3.0,90.0,37.0,7.0,7.0,0.0002851,0,-0.6745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
12504695,away,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,dilorenzo22,153257,EUR,744422400,D,22,22,False,49.0,35.0,4.0,,0.0,18.0,23.0,17.0,26.0,3.0,,,,90.0,62.0,6.4,15.0,0.00991466,0,,,4.0,2.0,,,,,,1.0,1.0,2.0,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,True,,,,
12504695,away,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,,332155,EUR,762048000,D,13,13,False,53.0,45.0,6.0,3.0,1.0,29.0,35.0,16.0,18.0,1.0,,,,90.0,67.0,7.0,8.0,0.00526975,1,,1.0,5.0,2.0,,1.0,6.0,1.0,,,,4.0,0.0958,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,
12504695,away,Napoli,Alessandro Buongiorno,alessandro-buongiorno,A. Buongiorno,D,4,191,3972,M,,870263,EUR,928627200,D,4,4,False,61.0,50.0,9.0,4.0,0.0,36.0,44.0,14.0,17.0,6.0,,,,90.0,75.0,7.4,12.0,0.00507057,0,,4.0,,7.0,,,4.0,3.0,,3.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,
12504695,away,Napoli,Mathías Olivera,mathias-olivera,M. Olivera,D,17,184,3517,M,,805078,EUR,878256000,D,17,17,False,50.0,36.0,6.0,3.0,0.0,21.0,32.0,15.0,18.0,5.0,,,,90.0,74.0,7.1,16.0,0.00329771,0,,,2.0,6.0,,,1.0,3.0,,4.0,3.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,
12504695,away,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,anguiss_29,787941,EUR,816480000,M,99,99,False,42.0,34.0,6.0,5.0,0.0,10.0,15.0,25.0,30.0,3.0,,,,90.0,58.0,6.7,13.0,0.0832023,0,,1.0,5.0,3.0,,,2.0,1.0,,2.0,1.0,1.0,,2.0,1.0,,,,3.0,1.0,,2.0,,,1.0,,,1.0,,,,,,,,,1.0,1.0
12504695,away,Napoli,Billy Gilmour,gilmour-billy,B. Gilmour,M,6,169,4342,M,billygilmour,907668,EUR,992217600,M,6,6,False,30.0,26.0,2.0,1.0,0.0,15.0,16.0,11.0,14.0,1.0,,,,60.0,37.0,6.6,5.0,0.00793632,0,,,3.0,2.0,1.0,,2.0,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,
12504695,away,Napoli,Scott McTominay,scott-mctominay,S. McTominay,M,8,193,25748,M,ScottMcTominay,879346,EUR,850003200,M,8,8,False,32.0,27.0,3.0,3.0,0.0,13.0,15.0,14.0,17.0,6.0,,,,90.0,49.0,7.1,10.0,0.00703483,1,,2.0,7.0,6.0,1.0,,3.0,,,,,2.0,0.2928,1.0,4.0,1.0,1.0,0.9062,,1.0,3.0,,,,,,,,,,,1.0,,,,,,
12504695,away,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,,235672,EUR,744336000,F,21,21,False,22.0,15.0,2.0,2.0,0.0,7.0,13.0,8.0,12.0,2.0,,,,84.0,40.0,6.5,15.0,0.00958122,0,,,6.0,4.0,1.0,,2.0,,,,,1.0,,1.0,1.0,,,,3.0,2.0,4.0,,,,,,,2.0,,,,,,,,,,
12504695,away,Napoli,Romelu Lukaku,romelu-lukaku,R. Lukaku,F,9,191,56823,M,RLukaku,78893,EUR,737251200,F,11,11,False,14.0,10.0,1.0,1.0,0.0,4.0,5.0,6.0,9.0,2.0,,,,77.0,22.0,6.6,7.0,0.00249869,0,,1.0,2.0,3.0,,,,,,,,,,1.0,2.0,1.0,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,
12504695,away,Napoli,Khvicha Kvaratskhelia,khvicha-kvaratskhelia,K. Kvaratskhelia,F,7,183,97764,M,Kvaradona,889259,EUR,981936000,F,77,77,False,31.0,30.0,6.0,6.0,0.0,11.0,12.0,20.0,22.0,4.0,,,,90.0,51.0,7.5,9.0,0.104976,2,,,4.0,5.0,,,1.0,,,1.0,,1.0,0.1103,,3.0,1.0,1.0,0.2386,3.0,2.0,3.0,2.0,,,1.0,,,1.0,1.0,,,,,,,,,
12504695,away,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,StanLobotka,150383,EUR,785721600,M,68,68,True,21.0,19.0,1.0,1.0,0.0,11.0,12.0,8.0,9.0,2.0,,,,30.0,22.0,6.5,3.0,0.00553131,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
12504695,away,Napoli,Giovanni Simeone,giovanni-simeone,G. Simeone,F,18,179,9782,M,simeonegiovanni,341143,EUR,804902400,F,18,18,True,1.0,1.0,,,0.0,,,1.0,2.0,1.0,,,,13.0,6.0,6.5,4.0,0.00153338,1,,,4.0,,1.0,,,,,,,,0.1885,2.0,,,,,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,
12504695,away,Napoli,Cyril Ngonge,cyril-ngonge,C. Ngonge,F,16,179,1937,M,,877037,EUR,959299200,F,26,26,True,5.0,4.0,,,0.0,,,5.0,6.0,,,,,11.0,8.0,6.6,2.0,0.101796,0,,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,
12504695,away,Napoli,Nikita Contini,nikita-contini,N. Contini,G,14,190,976,M,,352728,EUR,832636800,G,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504695,away,Napoli,Elia Caprile,elia-caprile,E. Caprile,G,1,191,1685,M,,947954,EUR,998697600,G,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504695,away,Napoli,Rafa Marín,rafa-marin,R. Marín,D,4,190,2354,M,,984623,EUR,1021766400,D,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504695,away,Napoli,Juan Jesus,juan-jesus,Juan Jesus,D,5,185,2485,M,,108484,EUR,676512000,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504695,away,Napoli,Leonardo Spinazzola,leonardo-spinazzola,L. Spinazzola,D,37,185,3729,M,,148899,EUR,733017600,D,37,37,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504695,away,Napoli,Alessio Zerbin,alessio-zerbin,A. Zerbin,M,7,182,1060,M,,869888,EUR,920419200,F,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504695,away,Napoli,Pasquale Mazzocchi,pasquale-mazzocchi,P. Mazzocchi,M,30,183,1368,M,,377512,EUR,806803200,D,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504695,away,Napoli,Giacomo Raspadori,giacomo-raspadori,G. Raspadori,F,18,172,8190,M,giacomo.raspadori,865651,EUR,950832000,F,81,81,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504695,away,Napoli,David Neres,david-neres,D. Neres,F,7,175,15134,M,davidneres,850993,EUR,857347200,F,7,7,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
