match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_totalClearance,captain,stat_challengeLost,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_punches,stat_outfielderBlock,player_sofascoreId
12624900,home,Al-Okhdood,Paulo Vítor,,,paulo-vitor,P. Vítor,G,1,195.0,133,M,861003,EUR,596073600,G,28,28,False,23.0,20.0,9.0,6.0,0.0,17.0,18.0,3.0,5.0,14.0,2.0,3.0,3.0,1.0,1.0,90.0,36.0,7.6,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624900,home,Al-Okhdood,Awdh Faraj,,,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000,D,27,27,False,58.0,52.0,2.0,,0.0,10.0,10.0,43.0,51.0,5.0,,,,,,90.0,81.0,7.3,13.0,1,3.0,1.0,4.0,7.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,
12624900,home,Al-Okhdood,Naif Assery,Naif Assery,,naif-assery,N. Assery,D,15,181.0,16,M,1394760,EUR,982454400,D,15,15,False,41.0,36.0,4.0,1.0,0.0,16.0,17.0,20.0,24.0,3.0,,,,,,90.0,47.0,6.9,5.0,0,,,,3.0,2.0,,,,,1.0,1.0,1.0,3.0,,1.0,1.0,,,,,,,,,,,,
12624900,home,Al-Okhdood,Saeed Al-Rabiei,,,saeed-al-rabiei,S. Al-Rabiei,D,4,187.0,32,M,954639,EUR,746841600,D,4,4,False,60.0,54.0,5.0,3.0,0.0,26.0,28.0,28.0,32.0,6.0,,,,,,90.0,71.0,7.0,8.0,1,,,1.0,5.0,4.0,1.0,1.0,1.0,,,1.0,1.0,2.0,,1.0,2.0,True,1.0,1.0,1.0,1.0,,,,,,,
12624900,home,Al-Okhdood,Mohammed Al Saeed,,,mohammed-al-saeed,M. A. Saeed,D,81,172.0,23,M,870365,EUR,847929600,D,2,2,False,59.0,55.0,3.0,1.0,0.0,14.0,14.0,41.0,51.0,5.0,,,,,,81.0,75.0,7.3,12.0,0,6.0,,2.0,3.0,1.0,,,,,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,
12624900,home,Al-Okhdood,Juan Pedroza,,,juan-pedroza,J. Pedroza,M,18,176.0,186,M,972585,EUR,923529600,M,18,18,False,71.0,62.0,1.0,,0.0,13.0,13.0,53.0,72.0,3.0,,,,,,90.0,95.0,7.8,21.0,2,14.0,4.0,,4.0,4.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,1.0,,1.0,2.0,1.0,,,,,,
12624900,home,Al-Okhdood,Ghassan Hawsawi,Ghassan,,ghassan,G. Hawsawi,D,87,,9,M,1917845,EUR,1044403200,M,87,87,False,55.0,50.0,2.0,1.0,0.0,24.0,24.0,26.0,32.0,3.0,,,,,,66.0,61.0,7.1,7.0,1,1.0,,,1.0,3.0,,,,,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,,1.0,,,,,,
12624900,home,Al-Okhdood,Mohammed Petros,,,petros,Petros,M,,182.0,273,M,552678,EUR,612403200,M,66,66,False,99.0,91.0,3.0,3.0,0.0,15.0,16.0,76.0,83.0,5.0,,,,,,90.0,108.0,7.9,10.0,1,,,,1.0,4.0,,,,,,1.0,,1.0,3.0,3.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,
12624900,home,Al-Okhdood,Christian Bassogog,,,christian-bassogog,C. Bassogog,M,13,173.0,2514,M,818218,EUR,813974400,F,13,13,False,61.0,52.0,4.0,2.0,0.0,6.0,6.0,47.0,60.0,4.0,,,,,,86.0,86.0,7.0,21.0,1,5.0,1.0,,4.0,1.0,1.0,1.0,,,1.0,,,1.0,2.0,,,,1.0,,6.0,1.0,1.0,1.0,1.0,1.0,,,
12624900,home,Al-Okhdood,Pato,,,pato,Pato,F,9,170.0,77,M,219008,EUR,685929600,F,7,7,False,9.0,9.0,,,0.0,,,9.0,9.0,3.0,,,,,,66.0,16.0,6.9,3.0,3,,,1.0,3.0,,1.0,,,1.0,,,,1.0,2.0,,,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,
