match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_challengeLost,stat_fouls,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_goalAssist,stat_blockedScoringAttempt,stat_errorLeadToAShot,player_sofascoreId,player_firstName,player_lastName,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11406907,home,Bologna,Federico Ravaglia,federico-ravaglia,F. Ravaglia,G,13,196,580,M,850952,EUR,942278400,G,34,34,False,52.0,40.0,16.0,4.0,37.0,39.0,3.0,13.0,1.0,2.0,1.0,1.0,11.0,1.0,1.0,1.0,3.0,90.0,64.0,7.4,13.0,0.00052891,0,0.4187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406907,home,Bologna,Stefan Posch,stefan-posch,S. Posch,D,4,188,1364,M,355486,EUR,863568000,D,3,3,False,64.0,47.0,13.0,2.0,38.0,43.0,10.0,22.0,3.0,9.0,1.0,1.0,7.0,2.0,,,,90.0,91.0,7.5,21.0,0.0626597,0,,1.0,1.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11406907,home,Bologna,Sam Beukema,sam-beukema,S. Beukema,D,31,188,2235,M,898815,EUR,911260800,D,31,31,False,55.0,52.0,2.0,1.0,46.0,48.0,6.0,7.0,3.0,5.0,,,4.0,,,,,90.0,66.0,7.2,3.0,0.00569835,1,,,,4.0,4.0,4.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.1811,,,,,,,,,,,,,,,,,
11406907,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4571,M,818481,EUR,898819200,D,26,26,False,61.0,58.0,2.0,2.0,52.0,55.0,6.0,6.0,1.0,4.0,,,6.0,,,,,90.0,68.0,7.2,3.0,0.00420859,0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
11406907,home,Bologna,Victor Kristiansen,kristiansen-victor,V. Kristiansen,D,16,181,1305,M,1092409,EUR,1039996800,D,15,15,False,57.0,46.0,4.0,,37.0,41.0,9.0,16.0,6.0,7.0,,,4.0,,,,,88.0,72.0,6.9,12.0,0.00534135,0,,,,1.0,1.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11406907,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1928,M,115516,EUR,703296000,M,8,8,False,53.0,47.0,,,33.0,34.0,14.0,19.0,2.0,5.0,1.0,,5.0,,,,,90.0,63.0,6.8,7.0,0.00695937,0,,,,2.0,8.0,3.0,3.0,3.0,,,1.0,,,,1.0,,1.0,5.0,,,,,,,,,,,,,,,
11406907,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5740,M,793645,EUR,854064000,M,7,7,False,21.0,17.0,2.0,1.0,12.0,15.0,7.0,9.0,1.0,4.0,,,4.0,,,,,79.0,35.0,8.3,7.0,0.572585,5,,3.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,,3.0,,,0.3305,,1.0,1.0,2.0,2.0,1.0,0.6861,,,,,,,,,,
11406907,home,Bologna,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182,1236,M,850891,EUR,852508800,M,20,20,False,27.0,26.0,,,14.0,14.0,12.0,13.0,,2.0,,,4.0,1.0,,,,70.0,37.0,7.2,2.0,0.0260474,1,,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,0.0274,,,,1.0,,,,,,,,,,,,,
11406907,home,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181,1972,M,907152,EUR,935452800,M,19,19,False,56.0,50.0,4.0,4.0,29.0,33.0,21.0,23.0,3.0,6.0,1.0,1.0,4.0,2.0,,,,90.0,70.0,7.3,9.0,0.273091,4,,,,4.0,10.0,,1.0,1.0,1.0,,3.0,1.0,1.0,,,0.3164,1.0,4.0,1.0,1.0,2.0,,0.2825,True,1.0,1.0,1.0,,,,,,
11406907,home,Bologna,Alexis Saelemaekers,alexis-saelemaekers,A. Saelemaekers,M,56,180,7592,M,901891,EUR,930441600,M,56,56,False,45.0,35.0,,,20.0,26.0,15.0,20.0,,4.0,3.0,2.0,6.0,2.0,,,,79.0,60.0,7.2,15.0,0.135992,1,,1.0,,,2.0,1.0,2.0,,,,2.0,,,,,0.0562,,,1.0,,1.0,,0.0561,,,,,AS56,,,,,
11406907,home,Bologna,Joshua Zirkzee,joshua-zirkzee,J. Zirkzee,F,11,193,26112,M,917007,EUR,990489600,F,9,9,False,39.0,29.0,2.0,2.0,16.0,19.0,13.0,20.0,,3.0,4.0,2.0,5.0,3.0,,,,88.0,59.0,6.3,18.0,0.0479648,4,,,,2.0,8.0,,1.0,1.0,,,2.0,2.0,2.0,,,0.5948,,1.0,3.0,,1.0,,0.2739,,,1.0,,JZirkzee,,,,,
11406907,home,Bologna,Giovanni Fabbian,giovanni-fabbian,G. Fabbian,M,80,186,1385,M,1067204,EUR,1042502400,M,80,80,True,6.0,4.0,,,2.0,2.0,2.0,4.0,2.0,3.0,,,,,,,,20.0,11.0,6.8,2.0,0.00046534,1,,,,1.0,1.0,,,,1.0,,,,,1.0,,0.1146,,,,,,,,,,1.0,,,,,,,
11406907,home,Bologna,Charalampos Lykogiannis,charalampos-lykogiannis,C. Lykogiannīs,D,22,188,706,M,98212,EUR,751248000,D,22,22,True,3.0,2.0,,,1.0,2.0,2.0,2.0,,1.0,1.0,1.0,,,,,,11.0,5.0,7.2,1.0,0.137825,0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,
11406907,home,Bologna,Dan Ndoye,dan-ndoye,D. Ndoye,M,14,184,4721,M,944327,EUR,972432000,F,11,11,True,8.0,7.0,,,4.0,5.0,3.0,4.0,,2.0,2.0,2.0,2.0,1.0,,,,11.0,15.0,6.7,6.0,0.00234317,0,,1.0,,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
11406907,home,Bologna,Riccardo Calafiori,riccardo-calafiori,R. Calafiori,D,33,188,24414,M,957602,EUR,1021766400,D,33,33,True,,,,,,,,,,,,,,,,,,9.0,1.0,6.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,richycala,,,,,
11406907,home,Bologna,Jens Odgaard,jens-odgaard,J. Odgaard,M,21,188,1820,M,826064,EUR,922838400,F,21,21,True,2.0,2.0,,,,,2.0,2.0,,,,,,1.0,,,,9.0,5.0,7.4,1.0,0.00124876,1,,,,2.0,2.0,1.0,,,,,,,,,,0.5285,,,,,1.0,1.0,0.5673,,,,,,,,,,
11406907,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4421,M,44906,EUR,673401600,G,28,28,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,lukaszskorupski28,,,,,
11406907,home,Bologna,Nicola Bagnolini,nicola-bagnolini,N. Bagnolini,G,1,194,129,M,1085555,EUR,1079222400,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406907,home,Bologna,Mihajlo Ilić,mihajlo-ilic,M. Ilić,D,15,192,608,M,1193085,EUR,1054684800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406907,home,Bologna,Lorenzo De Silvestri,lorenzo-de-silvestri,L. De Silvestri,D,29,185,372,M,14718,EUR,580348800,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
