match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_dispossessed,stat_unsuccessfulTouch,stat_interceptionWon,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_bigChanceCreated,stat_keyPass,stat_goals,stat_totalOffside,stat_errorLeadToAGoal,stat_goodHighClaim,player_sofascoreId,stat_clearanceOffLine,stat_errorLeadToAShot,stat_blockedScoringAttempt
12441731,home,Heracles Almelo,Fabian de Keijzer,fabian-de-keijzer,F. d. Keijzer,G,1,193.0,109,M,856743,EUR,957916800,G,1,1,False,27.0,14.0,21.0,8.0,0.0,7.0,9.0,7.0,18.0,3.0,2.0,3.0,4.0,2.0,90.0,36.0,7.4,13.0,0.0022009,0,0.2313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441731,home,Heracles Almelo,Jannes Wieckhoff,jannes-wieckhoff,J. Wieckhoff,D,3,188.0,36,M,984880,EUR,965174400,D,3,3,False,20.0,17.0,,,0.0,6.0,6.0,12.0,17.0,4.0,1.0,,,,89.0,49.0,6.7,9.0,0.00905908,0,,,,3.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12441731,home,Heracles Almelo,Damon Mirani,damon-mirani,D. Mirani,D,4,182.0,56,M,318575,EUR,831945600,D,4,4,False,46.0,39.0,10.0,5.0,0.0,19.0,21.0,20.0,25.0,8.0,1.0,,,,90.0,59.0,6.6,9.0,0.0290418,0,,,,,,1.0,4.0,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12441731,home,Heracles Almelo,Ivan Mesík,ivan-mesik,I. Mesík,D,24,187.0,163,M,918484,EUR,991353600,D,24,24,False,31.0,26.0,3.0,1.0,0.0,20.0,21.0,6.0,10.0,3.0,5.0,,,,90.0,38.0,6.7,5.0,0.00812232,0,,,,,,1.0,2.0,3.0,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12441731,home,Heracles Almelo,Mimeirhel Benita,mimeirhel-benita,M. Benita,D,2,176.0,216,M,1130308,EUR,1069027200,D,2,2,False,16.0,11.0,4.0,2.0,0.0,7.0,9.0,4.0,9.0,3.0,5.0,,,,90.0,56.0,7.0,16.0,0.00399831,0,,Mimeirhel Benita,,2.0,,1.0,4.0,9.0,2.0,3.0,2.0,1.0,6.0,4.0,,,1.0,,2.0,3.0,,,,,,,,,,,,,,,,
12441731,home,Heracles Almelo,Brian De Keersmaecker,brian-de-keersmaecker,B. D. Keersmaeker,M,14,182.0,235,M,981222,EUR,957571200,M,14,14,False,27.0,23.0,2.0,2.0,0.0,11.0,13.0,12.0,14.0,3.0,4.0,,,,90.0,49.0,7.0,8.0,0.0125906,2,,,,,,1.0,5.0,5.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,True,1.0,2.0,0.3011,0.0088,,,,,,,,,,,
12441731,home,Heracles Almelo,Sem Scheperman,scheperman-sem,S. Scheperman,M,32,188.0,82,M,1189738,EUR,1024790400,M,32,32,False,32.0,23.0,3.0,3.0,0.0,9.0,15.0,14.0,17.0,5.0,4.0,,,,90.0,51.0,6.9,12.0,0.0140927,0,,,,,,,2.0,8.0,,,,,2.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,
12441731,home,Heracles Almelo,Juho Talvitie,juho-talvitie,J. Talvitie,M,32,183.0,251,M,1149147,EUR,1111708800,M,23,23,False,14.0,11.0,1.0,,0.0,2.0,2.0,9.0,14.0,,4.0,,,,65.0,29.0,6.9,7.0,0.00705301,1,,Juho Talvitie,,2.0,,,3.0,5.0,1.0,5.0,4.0,,,,1.0,1.0,,,1.0,1.0,,1.0,,0.4179,,1.0,,,,,,,,,,
12441731,home,Heracles Almelo,Thomas Bruns,thomas-bruns,T. Bruns,M,10,177.0,36,M,146401,EUR,694742400,M,17,17,False,25.0,18.0,2.0,1.0,0.0,9.0,11.0,9.0,19.0,2.0,3.0,,,,78.0,43.0,7.2,13.0,0.254312,1,,,,5.0,,4.0,7.0,8.0,,1.0,1.0,1.0,1.0,,3.0,3.0,3.0,,1.0,1.0,,,,0.046,,1.0,1.0,2.0,,,,,,,,
12441731,home,Heracles Almelo,Suf Podgoreanu,suf-podgoreanu,S. Podgoreanu,M,17,193.0,150,M,1010062,EUR,1011484800,M,29,29,False,28.0,18.0,2.0,,1.0,7.0,8.0,12.0,22.0,1.0,5.0,,,,90.0,46.0,6.7,17.0,0.378122,1,,,,2.0,1.0,3.0,9.0,6.0,1.0,1.0,1.0,,,,1.0,1.0,4.0,4.0,2.0,,,1.0,,0.2664,,1.0,1.0,2.0,,,,,,,,
12441731,home,Heracles Almelo,Jizz Hornkamp,jizz-hornkamp,J. Hornkamp,F,19,180.0,683,M,914392,EUR,889228800,F,9,9,False,15.0,9.0,1.0,,0.0,4.0,7.0,5.0,8.0,2.0,1.0,,,,78.0,24.0,8.4,8.0,0.0112159,2,,,,,,1.0,4.0,3.0,,,,,,,1.0,3.0,2.0,,2.0,,,,2.0,0.6064,1.4044,,,,2.0,,,,,,,
12441731,home,Heracles Almelo,Mario Engels,mario-engels,M. Engels,M,8,183.0,72,M,132674,EUR,751248000,M,8,8,True,5.0,3.0,,,0.0,1.0,2.0,3.0,4.0,,2.0,,,,25.0,8.0,6.7,3.0,0.112353,0,,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,
