match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_wonTackle,captain,stat_accurateCross,stat_wasFouled,stat_challengeLost,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated,stat_goodHighClaim,stat_goals,stat_errorLeadToAShot,player_sofascoreId
13472738,home,Vitória,Lucas Arcanjo,lucas-arcanjo,L. Arcanjo,G,1,190.0,811,M,982558,EUR,902534400,G,1,1,False,22.0,14.0,13.0,5.0,0.0,11.0,12.0,3.0,10.0,2.0,10.0,3.0,3.0,1.0,1.0,1.0,90.0,30.0,6.9,8.0,0.00115398,1.0,0,-0.0973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472738,home,Vitória,Raúl Cáceres,raul-caceres,R. Cáceres,D,27,180.0,356,M,122971,EUR,685152000,D,27,27,False,21.0,18.0,4.0,3.0,0.0,9.0,11.0,9.0,10.0,2.0,3.0,,,,,,76.0,34.0,6.9,5.0,0.00661921,,1,,,,1.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.052,0.0832,,,,,,,,,,,,,,,,,,
13472738,home,Vitória,Camutanga,camutanga,Camutanga,D,4,189.0,505,M,931759,EUR,749088000,D,4,4,False,44.0,40.0,1.0,,0.0,27.0,31.0,13.0,13.0,4.0,8.0,,,,,,90.0,59.0,6.8,5.0,0.0310277,,1,,,,,3.0,4.0,5.0,8.0,,,3.0,,1.0,,0.0371,,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,
13472738,home,Vitória,Lucas Halter,lucas-halter,L. Halter,D,5,187.0,777,M,905450,EUR,957225600,D,5,5,False,41.0,33.0,4.0,,0.0,14.0,15.0,19.0,26.0,5.0,5.0,,,,,,90.0,51.0,7.0,8.0,0.0114092,,1,,,,,1.0,2.0,1.0,3.0,,1.0,,,,,0.0705,,,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,
13472738,home,Vitória,Ramon,ramon,Ramon,D,13,176.0,862,M,980761,EUR,984441600,D,13,13,False,28.0,22.0,3.0,1.0,0.0,12.0,12.0,10.0,16.0,2.0,2.0,,,,,,90.0,53.0,6.9,15.0,0.0338833,1.0,1,,,,6.0,,1.0,4.0,5.0,,,1.0,,3.0,,0.1079,,,2.0,1.0,1.0,,,,1.0,2.0,,,,,,,,,
13472738,home,Vitória,Dudu,dudu,D. Rodrigues,M,21,186.0,533,M,1124220,EUR,928540800,M,21,21,False,15.0,11.0,1.0,1.0,0.0,6.0,8.0,5.0,7.0,,1.0,,,,,,25.0,17.0,4.0,4.0,0.00131071,,0,,,,,,,4.0,2.0,,,2.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,,
13472738,home,Vitória,Pepê,pepe,Pepê,M,6,183.0,730,M,946945,EUR,884044800,M,6,6,False,73.0,65.0,7.0,4.0,0.0,21.0,21.0,44.0,52.0,1.0,8.0,,,,,,90.0,90.0,6.8,13.0,0.105179,1.0,1,,,,1.0,,,6.0,3.0,,1.0,,,2.0,,0.0154,,2.0,2.0,,,1.0,,,1.0,3.0,,1.0,,,,,,,
13472738,home,Vitória,Erick,erick,Erick,F,33,173.0,1390,M,895650,EUR,881712000,M,33,33,False,17.0,13.0,2.0,2.0,0.0,3.0,4.0,10.0,13.0,,2.0,,,,,,63.0,31.0,6.9,8.0,0.0821446,2.0,2,,,,3.0,1.0,,4.0,6.0,,,2.0,,2.0,,0.2121,,,2.0,1.0,2.0,,,,,3.0,,,1.0,1.0,,,,,
13472738,home,Vitória,Matheuzinho,matheuzinho,Matheuzinho,M,10,165.0,1521,M,795266,EUR,877132800,M,10,10,False,32.0,28.0,1.0,,0.0,10.0,10.0,18.0,22.0,1.0,1.0,,,,,,90.0,59.0,6.8,21.0,0.041179,1.0,4,,,,8.0,2.0,,6.0,2.0,1.0,,,3.0,,,0.1801,0.0604,3.0,2.0,1.0,1.0,,,,,1.0,,2.0,,,,,,,
13472738,home,Vitória,Osvaldo,osvaldo,Osvaldo,M,11,170.0,559,M,90468,EUR,545097600,M,11,11,False,5.0,4.0,,,0.0,3.0,3.0,1.0,2.0,,,,,,,,32.0,10.0,6.5,4.0,0.220213,,1,,,,2.0,,,1.0,,,,,1.0,,,0.027,,1.0,,,,,,,1.0,,,1.0,,,,,,,
