match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_possessionLostCtrl,stat_keyPass,stat_accurateLongBalls,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_wonContest,stat_shotOffTarget,stat_dispossessed,stat_penaltyConceded,captain,stat_bigChanceMissed,stat_wasFouled,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,player_sofascoreId,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_penaltyWon,stat_penaltyMiss
10389872,home,Toulouse,Maxime Dupé,maxime-dupe,M. Dupé,G,31,186,170,M,96542,EUR,731203200,G,30,30,False,19.0,19.0,19.0,19.0,8.0,1.0,2.0,1.0,2.0,2.0,90.0,29.0,6.9,0.0,0.0,0.00011904,0,1.1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389872,home,Toulouse,Mikkel Desler,mikkel-desler,M. Desler,D,3,187,109,M,226958,EUR,793152000,D,3,3,False,45.0,36.0,14.0,16.0,7.0,,,,,,90.0,61.0,6.3,0.0,0.0,0.148873,0,,3.0,24.0,32.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10389872,home,Toulouse,Anthony Rouault,anthony-rouault,A. Rouault,D,24,186,600,M,991479,EUR,991094400,D,4,4,False,57.0,49.0,35.0,39.0,9.0,,,,,,90.0,70.0,7.1,0.0,0.0,0.0101995,0,,6.0,14.0,18.0,,,1.0,1.0,2.0,,,2.0,1.0,1.0,,10.0,,3.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,
10389872,home,Toulouse,Rasmus Nicolaisen,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,60.0,47.0,35.0,40.0,5.0,,,,,,90.0,73.0,7.0,0.0822,0.0,0.0085594,1,,7.0,12.0,20.0,,,6.0,1.0,8.0,,1.0,5.0,1.0,1.0,,14.0,,3.0,1.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,
10389872,home,Toulouse,Moussa Diarra,diarra-moussa,M. Diarra,D,93,183,821,M,985262,EUR,973814400,D,23,23,False,24.0,21.0,9.0,11.0,7.0,,,,,,76.0,45.0,6.1,0.0,0.0,0.0345841,0,,1.0,13.0,17.0,4.0,1.0,1.0,7.0,4.0,2.0,3.0,,1.0,1.0,1.0,10.0,,,1.0,1.0,,1.0,,,2.0,,2.0,1.0,,,,,,,,,,,,
10389872,home,Toulouse,Brecht Dejaegere,brecht-dejaegere,B. Dejaegere,M,19,174,153,M,122859,EUR,675475200,M,10,10,False,31.0,26.0,11.0,13.0,8.0,,,,,,86.0,45.0,5.9,0.1798,0.0,0.0470358,1,,1.0,15.0,18.0,,,2.0,9.0,7.0,1.0,2.0,1.0,1.0,1.0,5.0,10.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,True,1.0,4.0,,,,,,,,,
10389872,home,Toulouse,Stijn Spierings,spierings-stijn,S. Spierings,M,6,189,224,M,788977,EUR,826588800,M,17,17,False,50.0,42.0,19.0,20.0,8.0,,,,,,90.0,65.0,6.1,0.0,0.0,0.0176031,0,,4.0,23.0,30.0,,,,10.0,6.0,4.0,1.0,1.0,2.0,2.0,2.0,12.0,,1.0,1.0,,1.0,1.0,,,,,2.0,,,,4.0,,,,,,,,,
10389872,home,Toulouse,Branco van den Boomen,branco-van-den-boomen,B. van den Boomen,M,8,190,1185,M,190883,EUR,806284800,M,8,8,False,57.0,46.0,13.0,15.0,3.0,,,,,,90.0,89.0,8.0,0.3441,0.5665,0.239848,6,,12.0,39.0,52.0,10.0,6.0,1.0,9.0,6.0,4.0,1.0,4.0,4.0,,3.0,18.0,4.0,9.0,1.0,,,,,,1.0,2.0,1.0,,,,,3.0,1.0,,,,,,,
10389872,home,Toulouse,Rafael Ratão,rafael-ratao,R. Ratão,F,18,182,3346,M,352838,EUR,817689600,F,21,21,False,35.0,28.0,10.0,11.0,3.0,,,,,,65.0,61.0,7.4,0.5092,0.9086,0.155215,2,,,21.0,28.0,4.0,3.0,,7.0,8.0,2.0,8.0,,4.0,3.0,,15.0,1.0,,,,1.0,2.0,,,4.0,,1.0,,,1.0,,2.0,,1.0,,,,,,
10389872,home,Toulouse,Thijs Dallinga,thijs-dallinga,T. Dallinga,F,24,190,2354,M,905381,EUR,965260800,F,27,27,False,17.0,13.0,1.0,1.0,2.0,,,,,,65.0,21.0,7.5,0.6927,1.1475,0.0365521,2,,2.0,12.0,16.0,,,2.0,1.0,3.0,,,,,,1.0,4.0,2.0,1.0,,,1.0,,,,,,,,,,1.0,2.0,,1.0,1.0,,,,,
10389872,home,Toulouse,Zakaria Aboukhlal,zakaria-aboukhlal,Z. Aboukhlal,F,7,179,8018,M,856737,EUR,950832000,F,6,6,False,26.0,19.0,9.0,10.0,6.0,,,,,,90.0,43.0,6.6,0.1026,0.0,0.0358821,2,,1.0,10.0,18.0,2.0,,,5.0,4.0,1.0,4.0,,1.0,,1.0,16.0,,,1.0,,2.0,5.0,,,2.0,1.0,,,,,1.0,,1.0,,1.0,zakariaaboukhlal,,,,
10389872,home,Toulouse,Ado Onaiwu,ado-onaiwu,A. Onaiwu,M,45,180,644,M,489180,EUR,815788800,F,7,7,True,11.0,8.0,1.0,1.0,,,,,,,25.0,15.0,6.6,0.0,0.0,0.0447767,0,,,7.0,10.0,,,,1.0,1.0,,,,1.0,,,5.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,
10389872,home,Toulouse,Rhys Healey,rhys-healey,R. Healey,F,32,180,198,M,219952,EUR,786672000,F,9,9,True,3.0,2.0,,1.0,1.0,,,,,,25.0,8.0,6.8,0.1074,0.0654,0.0303729,2,,,2.0,2.0,,,1.0,1.0,1.0,,,,,,,4.0,1.0,,,,,2.0,,,,1.0,1.0,,,,,1.0,,,,,,,,
10389872,home,Toulouse,Kévin Keben Biakolo,kevin-keben-biakolo,K. K. Biakolo,D,4,187,208,M,1102504,EUR,1075075200,M,31,31,True,8.0,8.0,5.0,5.0,1.0,,,,,,14.0,11.0,6.5,0.0,0.0,0.00252762,0,,2.0,3.0,3.0,,,,1.0,1.0,,1.0,,1.0,1.0,,2.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,
10389872,home,Toulouse,Denis Genreau,denis-genreau,D. Genreau,M,10,170,131,M,862773,EUR,927244800,M,5,5,True,7.0,4.0,,,2.0,,,,,,10.0,9.0,6.9,0.0,0.0,0.0206925,0,,,4.0,8.0,1.0,,,,1.0,,,,1.0,1.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10389872,home,Toulouse,Kjetil Haug,kjetil-haug,K. Haug,G,16,187,94,M,792318,EUR,897609600,G,16,16,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389872,home,Toulouse,Logan Costa,logan-costa,L. Costa,D,2,188,677,M,911853,EUR,986083200,D,14,14,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389872,home,Toulouse,Oliver Zandén,zanden-oliver,O. Zandén,D,6,183,71,M,999117,EUR,997747200,D,18,18,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389872,home,Toulouse,Naatan Skyttä,naatan-skytta,N. Skyttä,M,15,174,866,M,926995,EUR,1020729600,M,22,22,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389872,home,Toulouse,Yanis Begraoui,yanis-begraoui,Y. Begraoui,F,14,175,1812,M,930246,EUR,994204800,F,11,11,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
