match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_interceptionWon,stat_totalTackle,stat_outfielderBlock,stat_wonTackle,stat_keyPass,captain,stat_goalAssist,stat_dispossessed,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt
11453232,home,Abha,Ciprian Tătărușanu,ciprian-tatarusanu,C. Tătărușanu,G,198.0,624,M,44453,EUR,508291200,G,16,16,False,29.0,21.0,14.0,6.0,20.0,20.0,1.0,9.0,2.0,6.0,1.0,2.0,1.0,90.0,37.0,7.2,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453232,home,Abha,Fahad Bin Jumayah,fahad-bin-jumayah,F. B. Jumayah,D,170.0,22,M,893514,EUR,800064000,D,14,14,False,28.0,21.0,3.0,,14.0,18.0,8.0,14.0,3.0,5.0,,,,90.0,64.0,7.5,15.0,3,14,4.0,1.0,2.0,3.0,9.0,10.0,3.0,3.0,2.0,2.0,1.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,
11453232,home,Abha,Ziyad Al-Sahafi,ziyad-al-sahafi,Z. Al-Sahafi,D,182.0,36,M,831259,EUR,782352000,D,30,30,False,36.0,31.0,5.0,2.0,26.0,28.0,5.0,8.0,3.0,2.0,,,,90.0,43.0,7.1,5.0,1,21,,,,2.0,1.0,4.0,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
11453232,home,Abha,Marcel Tisserand,marcel-tisserand,M. Tisserand,D,190.0,461,M,338651,EUR,726624000,D,26,26,False,44.0,36.0,6.0,2.0,31.0,36.0,5.0,8.0,4.0,7.0,,,,90.0,53.0,7.0,9.0,0,32,,,3.0,2.0,4.0,2.0,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,
11453232,home,Abha,Ibrahim Al-Zubaidi,ibrahim-al-zubaidi,I. Al-Zubaidi,D,172.0,16,M,793916,EUR,623462400,D,15,15,False,31.0,25.0,4.0,2.0,14.0,16.0,12.0,16.0,2.0,2.0,,,,90.0,54.0,7.3,9.0,1,,1.0,1.0,1.0,,3.0,4.0,,,,1.0,,2.0,1.0,2.0,,,,3.0,,2.0,1.0,,,,,,,,,,,
11453232,home,Abha,Uroš Matić,uros-matic,U. Matić,M,185.0,66,M,63273,EUR,643420800,M,8,8,False,41.0,37.0,3.0,1.0,19.0,20.0,20.0,27.0,1.0,5.0,,,,90.0,60.0,7.0,11.0,0,,6.0,2.0,3.0,,5.0,3.0,2.0,1.0,1.0,,,2.0,2.0,,,,,,1.0,,2.0,,,,,,,,,,,
11453232,home,Abha,Zakaria Al-Sudani,zakaria-al-sudani,Z. Al-Sudani,M,183.0,5,M,328851,EUR,712195200,M,21,21,False,40.0,33.0,6.0,4.0,16.0,20.0,17.0,22.0,1.0,5.0,,,,81.0,50.0,7.0,10.0,0,,2.0,,,,2.0,5.0,,2.0,2.0,,,,1.0,2.0,,,,2.0,1.0,,,True,,,,,,,,,,
11453232,home,Abha,Meshal Al Mutairi,meshal-al-mutairi,M. A. Mutairi,M,170.0,44,M,1522212,EUR,922320000,M,77,77,False,15.0,13.0,1.0,,4.0,6.0,9.0,9.0,1.0,3.0,,,,70.0,29.0,6.5,9.0,0,10,,,,,4.0,,1.0,2.0,,,,4.0,,,Meshal Al Mutairi,,,,,,1.0,,1.0,1.0,,,,,,,,
11453232,home,Abha,Grzegorz Krychowiak,grzegorz-krychowiak,G. Krychowiak,M,187.0,2715,M,76227,EUR,633571200,M,5,5,False,20.0,15.0,,,5.0,8.0,10.0,13.0,,5.0,,,,78.0,33.0,8.5,10.0,3,4,1.0,,,1.0,3.0,4.0,,,,,3.0,2.0,3.0,1.0,Grzegorz,Krychowiak,2.0,,,,2.0,,,2.0,1.0,2.0,2.0,,,,,
11453232,home,Abha,Hassan Hashim Al-Ali,hassan-hashim-al-ali,H. H. A. Ali,F,175.0,30,M,1066734,EUR,1013299200,M,9,9,False,22.0,14.0,4.0,3.0,3.0,4.0,13.0,22.0,,3.0,,,,90.0,46.0,8.4,13.0,1,11,4.0,2.0,1.0,3.0,5.0,14.0,1.0,6.0,5.0,,1.0,2.0,3.0,2.0,Hassan Hashim Al Ali,,2.0,3.0,,1.0,2.0,,1.0,,,,,1.0,,,,
11453232,home,Abha,Ahmed Abdu,ahmed-abdoh-jaber,A. Abdu,F,183.0,56,M,873363,EUR,822528000,F,71,71,False,6.0,4.0,,,,1.0,4.0,5.0,,,,,,70.0,15.0,6.8,7.0,1,71,,,3.0,1.0,3.0,3.0,,1.0,1.0,1.0,,5.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,
11453232,home,Abha,Mohammed Al-Konaideri,mohammed-al-konaideri,M. Al-Konaideri,D,175.0,21,M,1019340,EUR,971222400,D,13,13,True,3.0,1.0,,,1.0,1.0,,2.0,1.0,1.0,,,,20.0,8.0,6.8,3.0,0,12,,,,,1.0,3.0,1.0,,,,,1.0,2.0,,,,,1.0,,1.0,,,,,,,,,,,,
11453232,home,Abha,Saleh Al Qumayzi,saleh-al-qumayzi,S. Al Qumayzi,D,180.0,9,M,160891,EUR,688780800,D,17,17,True,2.0,1.0,2.0,1.0,,,1.0,2.0,1.0,1.0,,,,20.0,4.0,6.5,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453232,home,Abha,Saad Bguir,bguir-saad,S. Bguir,M,178.0,637,M,563030,EUR,764294400,M,10,10,True,5.0,3.0,2.0,,1.0,1.0,2.0,4.0,,1.0,,,,12.0,11.0,6.7,3.0,0,18,,,,,2.0,4.0,1.0,1.0,,,,,,,Saad,Bguir,1.0,4.0,,2.0,,,,,,,,,,,,
11453232,home,Abha,Fabián Noguera,fabian-noguera,F. Noguera,D,192.0,73,M,581620,EUR,732585600,D,18,18,True,8.0,6.0,4.0,2.0,4.0,5.0,2.0,3.0,3.0,,,,,9.0,11.0,6.7,2.0,0,29,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11453232,home,Abha,Abdulrahman Al Bouq,abdulrahman-al-bouq,A. A. Bouq,G,,7,M,1474489,EUR,936835200,G,12,12,True,,,,,,,,,,,,,,,,,,0,21,,,,,,,,,,,,,,,Abdulrahman Al Bouq,,,,,,,,,,,,,,,,,
