match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_fouls,stat_hitWoodwork,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_keyPass,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_aerialWon,stat_challengeLost,player_sofascoreId,stat_dispossessed,stat_goals,captain,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_punches,stat_totalOffside
12357263,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,30.0,25.0,12.0,7.0,0.0,25.0,27.0,3.0,5.0,2.0,3.0,90.0,38.0,7.4,5.0,6.988e-05,0,0.1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357263,home,São Paulo,Moreira,moreira,Moreira,D,45,175,1187,M,1175765,EUR,1085097600,D,30,30,False,22.0,15.0,5.0,3.0,0.0,9.0,15.0,7.0,1.0,,,44.0,32.0,6.6,7.0,0.00064347,0,,Moreira,,6.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12357263,home,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,30.0,28.0,2.0,1.0,0.0,26.0,27.0,3.0,2.0,,,45.0,35.0,6.9,3.0,0.00060738,0,,,,2.0,,2.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12357263,home,São Paulo,Alan Franco,alan-franco,A. Franco,D,28,183,2959,M,875402,EUR,844992000,D,28,28,False,72.0,67.0,10.0,8.0,1.0,55.0,58.0,14.0,4.0,,,90.0,76.0,7.2,5.0,0.0046188,0,,,,12.0,2.0,,4.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12357263,home,São Paulo,Welington,welington,Welington,M,34,170,939,M,1009920,EUR,982540800,D,6,6,False,73.0,68.0,3.0,2.0,1.0,35.0,38.0,37.0,6.0,,,90.0,93.0,7.7,10.0,0.155674,1,,,,35.0,4.0,7.0,,,2.0,,,2.0,,,2.0,2.0,,2.0,2.0,2.0,5.0,3.0,1.0,0.022,0.0311,,,,,,,,,,,
12357263,home,São Paulo,Juan Santos da Silva,juan,Juan,F,9,176,1031,M,1009928,EUR,1015459200,M,31,31,False,29.0,22.0,1.0,,0.0,5.0,8.0,21.0,1.0,,,90.0,44.0,7.1,11.0,0.0553062,1,,,,17.0,4.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,3.0,,3.0,1.0,,,2.0,1.0,,0.0252,,1.0,,,,,,,,,,
12357263,home,São Paulo,Damián Bobadilla,damian-bobadilla,D. Bobadilla,M,21,181,3033,M,1015261,EUR,991958400,M,21,21,False,14.0,13.0,1.0,1.0,0.0,7.0,7.0,8.0,,,,45.0,16.0,6.7,2.0,0.0042916,0,,,,6.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
12357263,home,São Paulo,Alisson,alisson,Alisson,M,25,174,2789,M,291723,EUR,740966400,M,25,25,False,68.0,65.0,6.0,6.0,0.0,27.0,28.0,42.0,1.0,,,90.0,77.0,7.2,7.0,0.0302971,0,,,,38.0,4.0,3.0,,2.0,2.0,1.0,,2.0,,,2.0,,,1.0,2.0,,,,,,,,1.0,2.0,,,,,,,,
12357263,home,São Paulo,Rodrigo Nestor,rodrigo-nestor,R. Nestor,M,11,174,2064,M,905461,EUR,965779200,M,11,11,False,47.0,43.0,1.0,1.0,0.0,18.0,19.0,35.0,1.0,,,90.0,62.0,7.1,10.0,0.0481477,3,,,,26.0,3.0,1.0,,1.0,,,,1.0,,,,,,,7.0,1.0,,,1.0,0.1022,0.1594,2.0,1.0,2.0,,,,,,,,
12357263,home,São Paulo,Lucas Moura,lucas-moura,L. Moura,M,7,172,12542,M,149710,EUR,713664000,F,7,7,False,37.0,34.0,1.0,1.0,0.0,9.0,10.0,28.0,6.0,,,75.0,55.0,8.0,7.0,0.02786,2,,,,25.0,6.0,7.0,,4.0,2.0,1.0,,3.0,,,1.0,2.0,1.0,1.0,1.0,,4.0,3.0,1.0,0.1363,0.1581,1.0,,,lucasmoura7,1.0,1.0,,,,,
12357263,home,São Paulo,Jonathan Calleri,jonathan-calleri,J. Calleri,F,9,181,9901,M,340519,EUR,748742400,F,9,9,False,20.0,14.0,2.0,1.0,0.0,4.0,5.0,15.0,1.0,,,83.0,36.0,7.6,10.0,0.00366137,2,,,,10.0,7.0,8.0,2.0,,1.0,1.0,,4.0,,,3.0,5.0,1.0,,,,,,1.0,0.2263,0.3126,1.0,2.0,1.0,jocalleri,1.0,1.0,True,,,,
12357263,home,São Paulo,Nahuel Ferraresi,nahuel-ferraresi,N. Ferraresi,D,32,188,3355,M,881215,EUR,911433600,D,32,32,True,44.0,39.0,6.0,4.0,0.0,20.0,21.0,24.0,5.0,,,46.0,52.0,6.9,6.0,0.010408,1,,,,19.0,4.0,4.0,,,3.0,2.0,,3.0,,,,,,,1.0,,1.0,1.0,,0.0384,,,,2.0,,,,,1.0,,,
12357263,home,São Paulo,Diego Costa,diego-costa,D. Costa,D,4,184,1151,M,995293,EUR,932515200,D,4,4,True,44.0,41.0,4.0,3.0,0.0,33.0,34.0,10.0,2.0,,,45.0,46.0,7.0,3.0,0.00592706,0,,Diego,Costa,8.0,,2.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,
12357263,home,São Paulo,Luiz Gustavo,luiz-gustavo,L. Gustavo,M,14,187,2128,M,29735,EUR,553996800,M,16,16,True,38.0,37.0,4.0,4.0,0.0,19.0,20.0,20.0,5.0,,,45.0,43.0,7.2,4.0,0.0426566,0,,,,18.0,,1.0,,1.0,1.0,1.0,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,
12357263,home,São Paulo,Michel Araújo,michel-araujo,M. Araújo,M,15,178,1551,M,924857,EUR,843868800,M,15,15,True,14.0,13.0,,,0.0,4.0,4.0,11.0,2.0,,,15.0,20.0,7.0,2.0,0.0104412,1,,,,10.0,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,0.0242,,1.0,,,,,,,,,,
12357263,home,São Paulo,André Silva,andre-silva,A. Silva,F,17,181,2973,M,925072,EUR,865296000,F,17,17,True,1.0,1.0,,,0.0,1.0,1.0,,1.0,,,10.0,2.0,6.4,1.0,4.604e-05,0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
12357263,home,São Paulo,Jandrei,jandrei,Jandrei,G,93,186,1016,M,874979,EUR,730944000,G,93,93,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357263,home,São Paulo,Patryck,patryck,Patryck,D,30,180,1405,M,1002528,EUR,1042848000,D,36,36,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357263,home,São Paulo,Giuliano Galoppo,giuliano-galoppo,G. Galoppo,M,34,179,1928,M,926413,EUR,929664000,M,8,8,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357263,home,São Paulo,Ferreirinha,ferreira,Ferreira,M,11,176,8644,M,998499,EUR,883526400,F,47,47,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357263,home,São Paulo,Rodriguinho,rodriguinho,Rodriguinho,M,15,185,1942,M,1200730,EUR,1079395200,M,18,18,True,,,,,,,,,,,,,,,,,0,,Rodriguinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357263,home,São Paulo,Erick,erick,Erick,F,33,173,1390,M,895650,EUR,881712000,F,33,33,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357263,home,São Paulo,William Gomes,william-gomes,W. Gomes,F,7,171,4704,M,1639250,EUR,1142380800,F,39,39,True,,,,,,,,,,,,,,,,,0,,William Gomes Carvalho Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357263,away,Cruzeiro,Anderson,anderson,Anderson,G,12,190,353,M,942061,EUR,889056000,G,98,98,False,28.0,26.0,3.0,1.0,0.0,26.0,26.0,2.0,2.0,1.0,2.0,90.0,32.0,5.9,2.0,4.92e-05,0,-1.3388,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
12357263,away,Cruzeiro,William,william,William,D,12,176,2476,M,604274,EUR,796867200,D,12,12,False,40.0,32.0,3.0,1.0,0.0,15.0,17.0,24.0,7.0,,,90.0,67.0,6.4,14.0,0.0347855,1,,,,17.0,6.0,4.0,3.0,1.0,1.0,,,2.0,,,2.0,,,1.0,1.0,,4.0,2.0,,0.1064,,1.0,1.0,1.0,,1.0,,,,,,
12357263,away,Cruzeiro,Zé Ivaldo,ze-ivaldo,Z. Ivaldo,D,2,185,1464,M,844602,EUR,856483200,D,5,5,False,50.0,39.0,6.0,2.0,0.0,24.0,30.0,20.0,3.0,,,90.0,64.0,6.8,12.0,0.00883113,1,,,,15.0,3.0,6.0,5.0,,2.0,1.0,,2.0,,1.0,,2.0,,,,,,,1.0,0.055,0.0332,,2.0,,,1.0,,,,,,1.0
12357263,away,Cruzeiro,João Marcelo,joao-marcelo,J. Marcelo,D,43,189,1606,M,978638,EUR,960854400,D,43,43,False,62.0,60.0,,,0.0,40.0,41.0,21.0,2.0,,,90.0,69.0,6.5,3.0,0.011882,0,,,,20.0,5.0,2.0,2.0,2.0,,,,2.0,,,1.0,1.0,3.0,,,,,,,,,,1.0,,,,,,,,,
12357263,away,Cruzeiro,Marlon,marlon,Marlon,D,23,178,1921,M,870787,EUR,864086400,D,3,3,False,18.0,15.0,3.0,3.0,0.0,8.0,9.0,9.0,2.0,,,38.0,27.0,5.6,6.0,0.0389105,0,,,,7.0,2.0,3.0,1.0,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,2.0,,,1.0,,,,,,
12357263,away,Cruzeiro,Lucas Silva,lucas-silva,L. Silva,M,16,182,2401,M,245159,EUR,729820800,M,16,16,False,31.0,27.0,2.0,,0.0,16.0,16.0,15.0,1.0,,,54.0,39.0,6.7,4.0,0.049676,1,,,,11.0,1.0,2.0,1.0,1.0,,,,,,,,1.0,,1.0,,,1.0,1.0,,0.039,,1.0,,1.0,,,,True,,,,
12357263,away,Cruzeiro,Lucas Romero,lucas-romero,L. Romero,M,29,167,2727,M,263477,EUR,766627200,M,29,29,False,67.0,65.0,3.0,2.0,0.0,44.0,45.0,22.0,4.0,,,81.0,74.0,6.6,4.0,0.0216382,0,,,,21.0,4.0,3.0,1.0,,,,,,,,1.0,3.0,1.0,1.0,,,,,,,,,,2.0,,1.0,,,,,,
12357263,away,Cruzeiro,Álvaro Barreal,alvaro-barreal,Á. Barreal,M,22,172,2811,M,949687,EUR,966470400,M,21,21,False,37.0,28.0,4.0,1.0,0.0,14.0,19.0,22.0,6.0,,,69.0,54.0,6.7,13.0,0.0584977,1,,,,16.0,3.0,2.0,1.0,,1.0,,,2.0,1.0,,,1.0,,2.0,4.0,2.0,1.0,,,0.1487,,,,,,,,,1.0,,,
12357263,away,Cruzeiro,Matheus Pereira,matheus-pereira,M. Pereira,M,10,175,14140,M,377238,EUR,831254400,M,10,10,False,52.0,45.0,3.0,1.0,0.0,22.0,24.0,32.0,4.0,,,90.0,70.0,7.0,15.0,0.0238031,2,,,,23.0,3.0,7.0,,,,,,,,,1.0,4.0,,,4.0,,6.0,3.0,1.0,0.0736,0.0528,1.0,,,matheus_pereira,,,,,,,
12357263,away,Cruzeiro,Gabriel Veron,gabriel-veron,G. Veron,M,27,176,2553,M,1002819,EUR,1031011200,M,30,30,False,16.0,12.0,,,0.0,6.0,6.0,10.0,2.0,,,54.0,22.0,6.6,6.0,0.0342317,2,,,,6.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,0.1252,,2.0,,,,1.0,,,,,,
12357263,away,Cruzeiro,Rafael Silva,rafael-silva,R. Silva,F,99,179,1617,M,243963,EUR,702345600,F,8,8,False,5.0,5.0,,,0.0,,,5.0,1.0,,,45.0,8.0,6.5,3.0,0.0210515,0,,,,5.0,3.0,,,,,,,1.0,,,1.0,,,2.0,,,,,,,,,,,,2.0,,,,,,
12357263,away,Cruzeiro,Kaiki,kaiki,Kaiki,D,6,172,2601,M,1112484,EUR,1047081600,D,6,6,True,19.0,18.0,,,0.0,13.0,14.0,5.0,3.0,,,45.0,35.0,6.5,3.0,0.00333562,1,,Kaiki,,5.0,4.0,4.0,,1.0,2.0,2.0,,1.0,,,,1.0,,,,,3.0,1.0,,0.0248,,,,1.0,,,,,1.0,,,
