match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_wonTackle,stat_accurateCross,captain,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_challengeLost,player_sofascoreId,stat_goalAssist,stat_bigChanceMissed,stat_goals,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_errorLeadToAGoal
11396196,home,VfL Wolfsburg,Koen Casteels,koen-casteels,K. Casteels,G,1,197,1416,M,70987,EUR,709430400,G,1,1,False,32.0,28.0,12.0,9.0,22.0,23.0,6.0,9.0,7.0,2.0,1.0,90.0,39.0,7.4,4.0,0.00520897,0,0.2189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396196,home,VfL Wolfsburg,Joakim Mæhle,joakim-maehle,J. Mæhle,D,21,185,1469,M,842364,EUR,864086400,D,21,21,False,49.0,43.0,3.0,1.0,26.0,28.0,17.0,23.0,6.0,,,90.0,77.0,7.2,12.0,0.0432548,0,,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
11396196,home,VfL Wolfsburg,Maxence Lacroix,maxence-lacroix,M. Lacroix,D,5,192,6983,M,879674,EUR,954979200,D,4,4,False,64.0,55.0,5.0,1.0,48.0,52.0,7.0,12.0,5.0,,,90.0,73.0,7.3,10.0,0.00541823,1,,,10.0,4.0,11.0,,,,4.0,,,1.0,1.0,3.0,1.0,1.0,0.0745,1.0,,,,,,,,,,,,,,,,,,,,
11396196,home,VfL Wolfsburg,Moritz Jenz,jenz-moritz,M. Jenz,D,15,190,340,M,920525,EUR,925430400,D,25,25,False,68.0,63.0,3.0,1.0,48.0,50.0,15.0,18.0,3.0,,,90.0,76.0,7.4,5.0,0.0116649,0,,,2.0,4.0,6.0,,1.0,1.0,1.0,1.0,3.0,,2.0,2.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
11396196,home,VfL Wolfsburg,Kevin Paredes,kevin-paredes,K. Paredes,M,40,175,775,M,1016810,EUR,1052265600,D,40,40,False,54.0,46.0,7.0,2.0,21.0,23.0,26.0,33.0,7.0,,,82.0,67.0,6.9,11.0,0.0579946,1,,2.0,1.0,2.0,5.0,1.0,1.0,,,,2.0,,,,1.0,2.0,0.0167,,,1.0,1.0,,,,,,,,,,,,,,,,,
11396196,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,56.0,51.0,7.0,6.0,29.0,32.0,24.0,26.0,5.0,,,90.0,63.0,7.9,5.0,0.264612,2,,2.0,,1.0,,,,,1.0,,,,1.0,,,,0.0614,4.0,,,2.0,True,2.0,2.0,0.1795,,,,,,,,,,,,,
11396196,home,VfL Wolfsburg,Yannick Gerhardt,yannick-gerhardt,Y. Gerhardt,M,31,184,166,M,169255,EUR,763516800,M,31,31,False,57.0,49.0,2.0,1.0,22.0,23.0,27.0,35.0,4.0,,,90.0,67.0,7.3,9.0,0.184896,2,,1.0,1.0,1.0,2.0,,,,3.0,,,,,1.0,,1.0,0.0424,2.0,,,,,,1.0,0.1845,1.0,,,,,,,,,,,,
11396196,home,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,M,20,20,False,28.0,20.0,,,5.0,10.0,15.0,21.0,5.0,,,65.0,45.0,7.0,16.0,0.0529144,2,,3.0,,2.0,3.0,,,,,,,5.0,,1.0,,3.0,0.0725,1.0,,,,,,1.0,0.4824,1.0,,,1.0,,,,,,,,,
11396196,home,VfL Wolfsburg,Lovro Majer,lovro-majer,L. Majer,M,10,179,4795,M,841947,EUR,884995200,M,19,19,False,47.0,42.0,2.0,1.0,16.0,16.0,27.0,38.0,6.0,,,89.0,72.0,8.0,16.0,0.33809,3,,7.0,1.0,5.0,7.0,2.0,4.0,3.0,,2.0,1.0,2.0,2.0,,1.0,2.0,0.1807,3.0,,1.0,1.0,,1.0,,,2.0,,,,lovromajer,1.0,,,,,,,
11396196,home,VfL Wolfsburg,Patrick Wimmer,patrick-wimmer,P. Wimmer,M,39,182,1034,M,987504,EUR,991180800,M,39,39,False,21.0,16.0,,,8.0,8.0,8.0,13.0,,,,65.0,32.0,7.0,8.0,0.0812108,3,,,2.0,7.0,5.0,1.0,2.0,,,,1.0,,2.0,1.0,1.0,2.0,0.7828,,,,,,,1.0,0.222,1.0,,,1.0,,,1.0,1.0,,,,,
11396196,home,VfL Wolfsburg,Jonas Wind,jonas-wind,J. Wind,F,23,190,2374,M,826069,EUR,918345600,F,23,23,False,22.0,16.0,,,4.0,5.0,12.0,17.0,1.0,,,82.0,43.0,7.3,15.0,0.257487,5,,,2.0,6.0,4.0,4.0,1.0,,,,,3.0,,1.0,2.0,2.0,0.4149,2.0,,,,,,1.0,0.2554,2.0,,,,,,1.0,1.0,,,,,
11396196,home,VfL Wolfsburg,Jakub Kamiński,jakub-kaminski,J. Kamiński,M,16,178,5205,M,801263,EUR,1023235200,M,16,16,True,8.0,6.0,,,1.0,1.0,6.0,9.0,1.0,,,25.0,18.0,6.9,7.0,0.148418,0,,2.0,1.0,4.0,1.0,2.0,1.0,,,,,1.0,1.0,,,,,2.0,,,1.0,,1.0,,,,,,,jakub.kaminskii,1.0,,,,,,,
