match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,captain,stat_aerialWon,stat_outfielderBlock,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_wasFouled,stat_accurateCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_bigChanceCreated,stat_bigChanceMissed,player_sofascoreId,stat_totalOffside,stat_goodHighClaim
12499430,home,FC Augsburg,Nediljko Labrović,nediljko-labrovic,N. Labrović,G,22,196,1320,M,947986,EUR,939513600,G,22,22,False,27.0,18.0,14.0,6.0,0.0,14.0,16.0,4.0,11.0,1.0,9.0,2.0,3.0,90.0,38.0,6.9,9.0,0.00298284,0,-1.1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499430,home,FC Augsburg,Mads Pedersen,mads-pedersen,M. Pedersen,D,3,179,157,M,809219,EUR,841536000,D,3,3,False,27.0,23.0,3.0,3.0,0.0,8.0,9.0,15.0,20.0,,3.0,,,90.0,51.0,6.5,12.0,0.03843,2,,2.0,5.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0674,,,,,,,,,,,,,,,,,,,
12499430,home,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,229,M,146853,EUR,679104000,D,6,6,False,50.0,45.0,8.0,5.0,0.0,29.0,30.0,16.0,20.0,4.0,4.0,,,90.0,62.0,7.1,6.0,0.0673891,0,,,,4.0,,2.0,2.0,,,2.0,1.0,,,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12499430,home,FC Augsburg,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189,405,M,891651,EUR,862185600,D,31,31,False,56.0,45.0,6.0,,0.0,37.0,40.0,8.0,16.0,5.0,3.0,,,90.0,69.0,6.6,11.0,0.00476684,0,,,4.0,4.0,,,,,,1.0,2.0,2.0,,,,1.0,1.0,,,4.0,1.0,,,,,,,,,,,,
12499430,home,FC Augsburg,Dimitrios Giannoulis,dimitrios-giannoulis,D. Giannoulis,M,13,178,1037,M,354878,EUR,813888000,D,13,13,False,23.0,15.0,4.0,,0.0,8.0,9.0,8.0,18.0,3.0,5.0,,,80.0,43.0,6.4,14.0,0.0589241,0,,4.0,3.0,4.0,,2.0,2.0,,,,1.0,,,,,,,2.0,,1.0,1.0,1.0,2.0,,,,,,,,,,
12499430,home,FC Augsburg,Elvis Rexhbeçaj,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,M,8,8,False,35.0,29.0,2.0,,0.0,11.0,11.0,18.0,29.0,2.0,4.0,,,90.0,54.0,7.5,12.0,0.0293137,1,,5.0,1.0,5.0,1.0,1.0,1.0,,,,,,,0.0235,,,,,,,4.0,,,1.0,1.0,0.5131,,,,,,,
12499430,home,FC Augsburg,Tim Breithaupt,tim-breithaupt,T. Breithaupt,M,6,192,115,M,1049177,EUR,1013040000,M,18,18,False,25.0,22.0,1.0,,1.0,11.0,12.0,12.0,14.0,,6.0,,,59.0,32.0,7.1,5.0,0.247018,1,,1.0,4.0,2.0,,1.0,1.0,1.0,,2.0,,,,0.0541,,1.0,,2.0,1.0,2.0,,1.0,2.0,,,,,,1.0,,,,
12499430,home,FC Augsburg,Arne Maier,arne-maier,A. Maier,M,10,183,359,M,836706,EUR,915753600,M,10,10,False,22.0,21.0,,,0.0,8.0,8.0,15.0,16.0,,1.0,,,59.0,27.0,7.0,1.0,0.223377,0,,2.0,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,1.0,,,,
12499430,home,FC Augsburg,Arne Engels,engels-arne,A. Engels,M,27,185,1608,M,1001867,EUR,1062979200,M,27,27,False,23.0,19.0,1.0,,0.0,5.0,5.0,14.0,22.0,,,,,80.0,33.0,6.4,9.0,0.0121083,3,,4.0,4.0,2.0,,1.0,,1.0,1.0,,,,3.0,0.3917,,1.0,1.0,,,,1.0,,,1.0,,0.2427,,,,1.0,,,
12499430,home,FC Augsburg,Phillip Tietz,tietz-phillip,P. Tietz,F,20,190,467,M,822340,EUR,868406400,F,21,21,False,21.0,14.0,,,1.0,4.0,4.0,10.0,17.0,,1.0,,,66.0,28.0,7.1,10.0,0.0303497,0,,,5.0,5.0,,2.0,1.0,,,,1.0,1.0,2.0,,,3.0,,2.0,3.0,2.0,,,,,,,,,,,,,
12499430,home,FC Augsburg,Samuel Essende,samuel-essende,S. Essende,F,9,192,6430,M,855808,EUR,885513600,F,9,9,False,14.0,11.0,,,0.0,4.0,4.0,7.0,10.0,,4.0,,,90.0,30.0,6.8,13.0,0.0140389,3,,,9.0,3.0,3.0,1.0,,2.0,,,,,5.0,0.4608,,2.0,,6.0,1.0,2.0,1.0,,,1.0,1.0,0.7006,,,,1.0,essende.s,1.0,
