match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_keyPass,stat_aerialLost,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_unsuccessfulTouch,captain,stat_wonContest,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_accurateCross,stat_shotOffTarget,stat_bigChanceMissed,stat_totalOffside,stat_dispossessed,stat_bigChanceCreated,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox,player_sofascoreId
11396328,home,VfL Bochum 1848,Manuel Riemann,manuel-riemann,M. Riemann,G,1,186,218,M,24937,EUR,589766400,G,1,1,False,50.0,32.0,37.0,19.0,13.0,13.0,19.0,37.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,90.0,58.0,7.3,19.0,0.0129614,0,-0.8063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396328,home,VfL Bochum 1848,Cristian Gamboa,cristian-gamboa,C. Gamboa,D,,175,274,M,117794,EUR,625190400,D,2,2,False,19.0,13.0,5.0,1.0,8.0,10.0,5.0,9.0,2.0,1.0,,,1.0,,,,,,80.0,32.0,6.7,8.0,0.0819024,0,,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11396328,home,VfL Bochum 1848,Erhan Mašović,erhan-masovic,E. Mašović,D,4,189,232,M,833213,EUR,911692800,D,4,4,False,18.0,16.0,2.0,1.0,13.0,15.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,,,,,90.0,30.0,7.2,3.0,0.0121521,0,,1.0,2.0,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11396328,home,VfL Bochum 1848,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189,405,M,891651,EUR,862185600,D,31,31,False,52.0,41.0,6.0,2.0,30.0,34.0,11.0,18.0,11.0,2.0,10.0,,6.0,3.0,,,,,90.0,68.0,7.5,11.0,0.00476573,1,,4.0,5.0,,,,1.0,,,5.0,1.0,1.0,0.0205,0.1294,,,,,,,,,,,,,,,,,
11396328,home,VfL Bochum 1848,Bernardo,bernardo,Bernardo,D,13,186,580,M,828571,EUR,800409600,D,5,5,False,49.0,33.0,5.0,,19.0,21.0,14.0,29.0,2.0,,7.0,,1.0,,,,,,90.0,77.0,6.2,23.0,0.01384,0,,1.0,13.0,3.0,2.0,,4.0,3.0,1.0,5.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
11396328,home,VfL Bochum 1848,Anthony Losilla,anthony-losilla,A. Losilla,M,,185,68,M,119179,EUR,510796800,M,8,8,False,39.0,26.0,3.0,,15.0,20.0,11.0,19.0,9.0,1.0,12.0,,3.0,2.0,,,,,90.0,48.0,6.8,13.0,0.00793664,0,,5.0,5.0,2.0,1.0,1.0,,2.0,,1.0,,,,,,,True,1.0,,,,,,,,,,,,,
11396328,home,VfL Bochum 1848,Patrick Osterhage,osterhage-patrick,P. Osterhage,M,6,183,261,M,914755,EUR,949363200,M,6,6,False,43.0,34.0,2.0,,18.0,20.0,16.0,23.0,3.0,,5.0,,2.0,,,,,,90.0,60.0,7.4,12.0,0.0292432,2,,1.0,3.0,1.0,,2.0,1.0,1.0,,1.0,1.0,,0.0355,0.6024,,3.0,,,1.0,1.0,,,,,,,,,,,
11396328,home,VfL Bochum 1848,Kevin Stöger,kevin-stoger,K. Stöger,M,7,175,715,M,95381,EUR,746409600,M,7,7,False,36.0,29.0,2.0,1.0,8.0,10.0,22.0,32.0,7.0,,5.0,,2.0,,,,,,80.0,58.0,7.6,15.0,0.0677243,1,,,2.0,,1.0,2.0,,1.0,4.0,,,5.0,0.0621,,6.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,
11396328,home,VfL Bochum 1848,Matúš Bero,matus-bero,M. Bero,M,19,181,413,M,187207,EUR,810345600,F,19,19,False,20.0,15.0,2.0,1.0,6.0,6.0,9.0,15.0,1.0,,5.0,,,,,,,,90.0,39.0,5.8,13.0,0.0101555,4,,,8.0,1.0,2.0,,,1.0,,4.0,1.0,1.0,0.3632,0.8653,1.0,4.0,,,,,,,3.0,2.0,1.0,,,,,,
11396328,home,VfL Bochum 1848,Gonçalo Paciência,goncalo-paciencia,G. Paciência,F,39,184,1129,M,138890,EUR,775699200,F,9,9,False,19.0,10.0,1.0,,2.0,5.0,8.0,14.0,6.0,,4.0,,,,,,,,66.0,30.0,6.8,14.0,0.00643534,1,,3.0,5.0,,1.0,,,1.0,,1.0,,2.0,0.0588,,,1.0,,1.0,,,,,1.0,,1.0,3.0,,,,,
