match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_challengeLost,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_accurateCross,stat_keyPass,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_errorLeadToAShot,player_sofascoreId,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_blockedScoringAttempt,stat_penaltyFaced,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyConceded
12436495,home,Leicester City,Mads Hermansen,mads-hermansen,M. Hermansen,G,1,187,1770,M,856640,EUR,963273600,G,30,30,False,31.0,17.0,18.0,4.0,0.0,16.0,19.0,1.0,12.0,7.0,1.0,4.0,4.0,1.0,1.0,90.0,42.0,7.1,15.0,0.00011964,0,0.3594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436495,home,Leicester City,James Justin,james-justin,J. Justin,D,24,183,1165,M,827681,EUR,888192000,D,2,2,False,32.0,24.0,5.0,3.0,0.0,16.0,19.0,8.0,14.0,1.0,,,,,,90.0,61.0,6.8,11.0,0.00448405,0,,,,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12436495,home,Leicester City,Wout Faes,wout-faes,W. Faes,D,25,185,1743,M,361696,EUR,891561600,D,3,3,False,34.0,23.0,6.0,,0.0,16.0,20.0,7.0,14.0,3.0,,,,,,90.0,51.0,6.1,12.0,0.00218254,0,,,,,,2.0,4.0,,,11.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12436495,home,Leicester City,Caleb Okoli,caleb-okoli,C. Okoli,D,5,191,938,M,967722,EUR,994982400,D,5,5,False,55.0,40.0,11.0,2.0,0.0,31.0,41.0,9.0,14.0,3.0,,,,,,90.0,68.0,6.6,16.0,0.00230177,0,,,,,1.0,2.0,4.0,,,3.0,1.0,1.0,1.0,1.0,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12436495,home,Leicester City,Victor Kristiansen,kristiansen-victor,V. Kristiansen,D,16,181,1305,M,1092409,EUR,1039996800,D,16,16,False,33.0,25.0,7.0,3.0,0.0,11.0,14.0,15.0,23.0,1.0,,,,,,90.0,50.0,6.6,13.0,0.0709457,0,,,,4.0,2.0,4.0,5.0,,,,,,5.0,2.0,,,2.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,
12436495,home,Leicester City,Kasey McAteer,kasey-mcateer,K. McAteer,M,20,177,513,M,1065134,EUR,1006387200,M,35,35,False,10.0,9.0,,,0.0,4.0,4.0,5.0,7.0,4.0,,,,,,71.0,22.0,6.7,7.0,0.00138942,1,,Kasey McAteer,,1.0,,3.0,3.0,,2.0,1.0,,,,,2.0,1.0,,,3.0,1.0,,,,1.0,1.0,0.0423,,,,,,,,,,,,,
12436495,home,Leicester City,Boubakary Soumaré,boubakary-soumare,B. Soumaré,M,34,188,1043,M,887581,EUR,920073600,M,24,24,False,49.0,45.0,4.0,1.0,0.0,30.0,31.0,15.0,18.0,7.0,,,,,,90.0,63.0,6.0,7.0,0.00651163,0,,,,,,3.0,4.0,1.0,2.0,1.0,,,2.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,
12436495,home,Leicester City,Harry Winks,harry-winks,H. Winks,M,8,178,1220,M,545780,EUR,823219200,M,8,8,False,2.0,1.0,,,0.0,1.0,1.0,,1.0,1.0,,,,,,11.0,7.0,6.4,4.0,5e-07,0,,,,,,2.0,,2.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12436495,home,Leicester City,Bilal El Khannouss,bilal-el-khannouss,B. E. Khannouss,M,11,180,25212,M,1126569,EUR,1084147200,M,11,11,False,30.0,20.0,5.0,2.0,0.0,14.0,16.0,6.0,15.0,2.0,,,,,,79.0,46.0,6.1,17.0,0.00734775,0,,Bilal,El Khannouss,1.0,1.0,10.0,6.0,1.0,6.0,,,,2.0,1.0,5.0,1.0,,,2.0,,,,,3.0,,,,bilalekns_34,,,,,,,,,,,
12436495,home,Leicester City,Wilfred Ndidi,wilfred-ndidi,W. Ndidi,M,4,186,9690,M,787885,EUR,850694400,F,6,6,False,17.0,13.0,1.0,,0.0,7.0,9.0,6.0,8.0,4.0,,,,,,71.0,22.0,6.5,4.0,0.00107654,1,,,,,2.0,7.0,2.0,,1.0,1.0,,,1.0,1.0,4.0,,1.0,,,,2.0,,,1.0,1.0,0.2301,,,,,,,,,,,,,
12436495,home,Leicester City,Jamie Vardy,jamie-vardy,J. Vardy,F,10,178,23077,M,173827,EUR,537321600,F,9,9,False,7.0,6.0,1.0,,0.0,4.0,4.0,2.0,3.0,,,,,,,79.0,13.0,6.5,3.0,0.00583605,0,,,,,1.0,2.0,,,,,1.0,,,,,,1.0,,2.0,,,,,,,,,Vardy7,True,,,,,,,,,,
12436495,home,Leicester City,Oliver Skipp,skipp-oliver,O. Skipp,M,22,175,1315,M,859901,EUR,969062400,M,22,22,True,32.0,24.0,3.0,1.0,0.0,14.0,15.0,10.0,17.0,4.0,,,,,,79.0,38.0,6.3,10.0,0.0156802,0,,,,,,4.0,2.0,1.0,,1.0,,,1.0,,1.0,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,
