match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_totalClearance,stat_unsuccessfulTouch,stat_aerialWon,stat_fouls,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_goals,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_totalOffside
14109706,home,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187.0,289,M,190179,EUR,806803200,G,1,1,False,16.0,14.0,2.0,0.0,14.0,14.0,2.0,7.0,1.0,1.0,90.0,22.0,7.1,2.0,6.201e-05,0.0977,0,0.0323,0.02,0.0,0.21,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109706,home,Samsunspor,Zeki Yavru,zeki-yavru,Z. Yavru,D,18,178.0,204,M,140735,EUR,684028800,D,18,18,False,59.0,50.0,6.0,0.0,19.0,19.0,40.0,3.0,,,90.0,104.0,7.6,23.0,0.608304,,1,,0.61,0.19,-0.03,,True,3.0,31.0,15.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0109,0.0488,2.0,0.01,,,,,,,,,,,,,,,,,
14109706,home,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185.0,293,M,187231,EUR,817862400,D,37,37,False,46.0,38.0,2.0,0.0,28.0,31.0,15.0,2.0,,,45.0,51.0,6.6,10.0,0.00522733,,0,,0.0,0.17,0.15,,,,10.0,,,3.0,3.0,1.0,,,,,,,1.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,
14109706,home,Samsunspor,Rick Van Drongelen,rick-van-drongelen,R. V. Drongelen,D,4,185.0,366,M,803023,EUR,914112000,D,4,4,False,80.0,71.0,15.0,0.0,25.0,27.0,53.0,6.0,,,90.0,92.0,7.3,10.0,0.0227052,,0,,0.35,0.24,0.2,,,8.0,46.0,,,1.0,4.0,4.0,,,1.0,1.0,,,,,,,,,,5.0,1.0,3.0,3.0,,,,,,,,,,,,,
14109706,home,Samsunspor,Logi Tomasson,logi-tomasson,L. Tómasson,D,17,182.0,205,M,858266,EUR,968803200,D,17,17,False,34.0,25.0,4.0,0.0,11.0,13.0,21.0,2.0,,,90.0,61.0,6.8,18.0,0.0668189,,3,,0.3,0.37,0.14,,,,14.0,6.0,2.0,,3.0,1.0,1.0,,3.0,1.0,2.0,1.0,,,,0.1556,0.3253,1.0,-0.53,1.0,,,,,,1.0,,,,,,,,,,
14109706,home,Samsunspor,Antoine Makoumbou,antoine-makoumbou,A. Makoumbou,M,29,186.0,539,M,920391,EUR,900720000,M,29,29,False,70.0,61.0,8.0,0.0,28.0,29.0,41.0,4.0,,,90.0,82.0,7.1,12.0,0.252017,,1,,0.31,-0.28,-0.05,,,4.0,33.0,,,2.0,5.0,5.0,1.0,,1.0,,,,,,4.0,0.1695,,1.0,-0.27,,2.0,1.0,1.0,,,1.0,,,,,,,,,,
14109706,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174.0,320,M,202032,EUR,777600000,M,11,11,False,22.0,17.0,,0.0,1.0,1.0,21.0,2.0,,,90.0,48.0,6.9,18.0,0.308681,,1,,0.28,0.14,-0.02,,,,16.0,7.0,1.0,,6.0,6.0,,2.0,4.0,1.0,,,3.0,1.0,2.0,0.0615,,3.0,-0.06,,1.0,,2.0,,,,1.0,1.0,,,,,,,,
14109706,home,Samsunspor,Carlo Holse,carlo-holse,C. Holse,M,21,177.0,633,M,837012,EUR,928281600,M,21,21,False,29.0,28.0,2.0,0.0,6.0,6.0,23.0,2.0,,,88.0,37.0,6.7,3.0,0.0594234,,2,,0.03,0.02,0.15,,,1.0,22.0,1.0,,,1.0,3.0,,,1.0,1.0,,,1.0,1.0,,0.0874,,1.0,-0.51,,1.0,1.0,3.0,,,1.0,,1.0,,,,,,,,
14109706,home,Samsunspor,Celil Yüksel,celil-yuksel,C. Yüksel,M,5,165.0,83,M,806972,EUR,883612800,M,5,5,False,12.0,10.0,,0.0,3.0,3.0,9.0,1.0,,,45.0,20.0,6.6,3.0,0.00761592,,1,,0.02,0.04,0.0,,,,7.0,,,,4.0,4.0,,1.0,,,,1.0,3.0,2.0,1.0,0.0113,,,-0.02,,,,3.0,,,1.0,,,,,,,,,,
14109706,home,Samsunspor,Anthony Musaba,anthony-musaba,A. Musaba,F,20,182.0,2507,M,979473,EUR,976060800,M,7,7,False,22.0,15.0,1.0,0.0,3.0,4.0,18.0,1.0,,,73.0,40.0,6.2,19.0,0.0626787,,0,,0.13,0.1,0.0,,,1.0,12.0,2.0,,,7.0,1.0,,1.0,5.0,,,,,,1.0,,,,,,4.0,,1.0,,,,,,,,,,,,,
