match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_outfielderBlock,stat_challengeLost,stat_dispossessed,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_totalOffside,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_goalsPrevented,stat_errorLeadToAShot,stat_penaltyConceded,stat_clearanceOffLine,stat_lastManTackle
12450955,home,Stade Brestois,Marco Bizot,marco-bizot,M. Bizot,G,40,194.0,898,M,100390,EUR,668563200,G,40,40,False,31.0,17.0,25.0,11.0,0.0,8.0,11.0,9.0,20.0,10.0,2.0,90.0,36.0,7.0,14.0,0.00213421,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450955,home,Stade Brestois,Kenny Lala,kenny-lala,K. Lala,D,77,178.0,604,M,141080,EUR,686448000,D,7,7,False,30.0,25.0,8.0,5.0,0.0,11.0,12.0,16.0,21.0,5.0,,90.0,46.0,8.2,7.0,0.113484,2,3.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,0.8804,0.8649,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12450955,home,Stade Brestois,Brendan Chardonnet,brendan-chardonnet,B. Chardonnet,D,5,181.0,234,M,328035,EUR,788054400,D,5,5,False,30.0,25.0,4.0,1.0,0.0,16.0,16.0,9.0,14.0,2.0,,90.0,38.0,7.1,5.0,0.00488578,2,,,6.0,6.0,,,2.0,1.0,1.0,1.0,3.0,0.0222,,,,,True,3.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12450955,home,Stade Brestois,Julien Le Cardinal,julien-le-cardinal,J. L. Cardinal,D,26,182.0,203,M,1129751,EUR,870566400,D,25,25,False,28.0,18.0,10.0,3.0,0.0,12.0,16.0,6.0,12.0,3.0,,74.0,42.0,7.5,11.0,0.0613978,2,,,2.0,5.0,2.0,,6.0,,,2.0,1.0,0.0846,0.0257,,,,,1.0,3.0,,,2.0,1.0,,,,,,,,,,,,,,,
12450955,home,Stade Brestois,Jordan Amavi,jordan-amavi,J. Amavi,D,,176.0,326,M,342915,EUR,763171200,D,23,23,False,28.0,23.0,5.0,3.0,0.0,12.0,14.0,11.0,15.0,2.0,,74.0,54.0,7.1,15.0,0.00762521,0,1.0,,6.0,7.0,,,3.0,4.0,3.0,2.0,2.0,,,1.0,,,,1.0,2.0,,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,
12450955,home,Stade Brestois,Mahdi Camara,camara-mahdi,M. Camara,M,45,178.0,964,M,916041,EUR,899164800,M,45,45,False,25.0,21.0,1.0,1.0,0.0,10.0,10.0,13.0,18.0,1.0,,90.0,45.0,7.7,9.0,0.584284,3,3.0,2.0,6.0,4.0,2.0,1.0,1.0,,,1.0,1.0,0.2891,0.7732,2.0,,,,1.0,2.0,1.0,,2.0,,,1.0,,4.0,1.0,1.0,,,,,,,,,
12450955,home,Stade Brestois,Hugo Magnetti,hugo-magnetti,H. Magnetti,M,8,173.0,194,M,861324,EUR,896486400,M,8,8,False,26.0,18.0,3.0,1.0,0.0,8.0,10.0,10.0,16.0,7.0,,90.0,38.0,6.8,11.0,0.00426876,0,,,3.0,6.0,,,,3.0,1.0,3.0,1.0,,,,,,,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,
12450955,home,Stade Brestois,Romain Faivre,romain-faivre,R. Faivre,M,28,180.0,1033,M,913942,EUR,900374400,M,21,21,False,18.0,15.0,,,0.0,5.0,7.0,13.0,14.0,3.0,,75.0,42.0,7.4,7.0,0.673574,3,3.0,3.0,3.0,10.0,,,,3.0,3.0,6.0,,0.0952,,2.0,,,,,,1.0,2.0,1.0,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,
12450955,home,Stade Brestois,Romain Del Castillo,romain-del-castillo,R. Del Castillo,M,10,172.0,689,M,825681,EUR,828057600,F,10,10,False,28.0,22.0,3.0,1.0,0.0,3.0,5.0,25.0,36.0,4.0,,86.0,53.0,7.7,19.0,0.284445,2,13.0,6.0,5.0,2.0,1.0,1.0,,1.0,,,1.0,0.8683,0.9446,5.0,,,,,,,1.0,,,1.0,,3.0,4.0,1.0,,,,,,,,,,
12450955,home,Stade Brestois,Ludovic Ajorque,ludovic-ajorque,L. Ajorque,F,19,196.0,1367,M,343971,EUR,762134400,F,19,19,False,30.0,19.0,1.0,,0.0,8.0,12.0,11.0,18.0,4.0,,90.0,41.0,8.2,14.0,0.116755,3,,,5.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.6351,0.9116,4.0,,,,4.0,9.0,2.0,,,,,,3.0,,,1.0,,,,,,,,,
12450955,home,Stade Brestois,Abdallah Sima,abdallah-sima,A.Sima,F,19,188.0,2455,M,1029018,EUR,992736000,F,17,17,False,14.0,9.0,1.0,1.0,0.0,4.0,5.0,5.0,9.0,4.0,,67.0,31.0,7.0,12.0,0.00651254,3,,,8.0,6.0,1.0,,,1.0,1.0,2.0,,0.1336,0.0879,,,,,4.0,3.0,1.0,1.0,,,,2.0,3.0,2.0,,,,,,,,,,,
12450955,home,Stade Brestois,Jonas Martin,jonas-martin,J. Martin,M,90,184.0,95,M,123264,EUR,639619200,M,28,28,True,13.0,12.0,1.0,1.0,0.0,5.0,5.0,7.0,8.0,,,23.0,18.0,6.9,1.0,0.00360236,1,,,,3.0,,,,2.0,1.0,1.0,,0.1155,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12450955,home,Stade Brestois,Luc Zogbé,luc-zogbe,L. Zogbé,D,12,178.0,643,M,1499870,EUR,1111622400,D,12,12,True,5.0,5.0,1.0,1.0,0.0,4.0,4.0,1.0,1.0,,,16.0,15.0,7.3,3.0,0.00093901,0,,,1.0,6.0,,,1.0,3.0,3.0,2.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
12450955,home,Stade Brestois,Soumaila Coulibaly,soumaila-coulibaly,S. Coulibaly,D,44,190.0,1100,M,1001858,EUR,1066089600,D,44,44,True,9.0,8.0,1.0,1.0,0.0,6.0,7.0,2.0,2.0,,,16.0,12.0,7.1,2.0,0.00069322,0,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,
12450955,home,Stade Brestois,Mathias Pereira Lage,mathias-pereira-lage,M. P. Lage,M,28,180.0,349,M,831400,EUR,849312000,M,26,26,True,5.0,3.0,,,0.0,2.0,2.0,2.0,4.0,2.0,,15.0,11.0,6.8,3.0,0.0518694,0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,
12450955,home,Stade Brestois,Axel Camblan,axel-camblan,A. Camblan,M,7,169.0,84,M,1135605,EUR,1055894400,M,11,11,True,2.0,,,,0.0,,,,2.0,,,11.0,3.0,6.5,2.0,,1,,,2.0,,,,,,,,,0.0482,,,Axel Camblan,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,
12450955,home,Stade Brestois,Grégoire Coudert,gregoire-coudert,G. Coudert,G,30,190.0,94,M,891508,EUR,923097600,G,30,30,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450955,home,Stade Brestois,Serigne Diop,serigne-diop,S. Diop,F,29,187.0,192,M,1922996,EUR,1115856000,F,33,33,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Serigne Diop,,,,,,,,,,,,,,,,,,,,,,,
12450955,home,Stade Brestois,Ibrahim Yayiya Kante,ibrahim-yayiya-kante,I. Y. Kante,F,21,,74,M,1606631,EUR,1174176000,F,32,32,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450955,away,Saint-Étienne,Gautier Larsonneur,gautier-larsonneur,G. Larsonneur,G,30,181.0,266,M,810526,EUR,856656000,G,30,30,False,30.0,24.0,11.0,5.0,0.0,20.0,20.0,4.0,10.0,9.0,1.0,90.0,40.0,6.9,6.0,0.00502533,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,4.0,-0.392,,,,
12450955,away,Saint-Étienne,Yvann Maçon,yvann-macon,Y. Maçon,D,27,177.0,147,M,1006486,EUR,907200000,D,27,27,False,26.0,19.0,3.0,1.0,0.0,15.0,16.0,4.0,12.0,3.0,,59.0,42.0,6.2,13.0,0.0115329,0,2.0,,6.0,2.0,,,3.0,1.0,1.0,,2.0,,,1.0,,,,4.0,1.0,,,,1.0,,,2.0,,,,,,,,,1.0,,,
12450955,away,Saint-Étienne,Dylan Batubinsika,dylan-batubinsika,D. Batubinsika,D,28,184.0,4399,M,352912,EUR,824342400,D,21,21,False,58.0,48.0,6.0,1.0,0.0,35.0,40.0,13.0,18.0,3.0,,90.0,68.0,6.1,10.0,0.00998323,0,,,6.0,7.0,,,6.0,2.0,1.0,,3.0,,,,,,,2.0,4.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,
12450955,away,Saint-Étienne,Yunis Abdelhamid,yunis-abdelhamid,Y. Abdelhamid,D,5,190.0,1888,M,178721,EUR,559785600,D,5,5,False,42.0,38.0,7.0,3.0,0.0,28.0,28.0,10.0,14.0,2.0,,90.0,54.0,6.1,9.0,0.0121883,0,,,7.0,1.0,,,4.0,,,,2.0,,,,,,True,4.0,1.0,,,,3.0,,1.0,3.0,1.0,,,,,,,,,,,
12450955,away,Saint-Étienne,Pierre Cornud,pierre-cornud,P. Cornud,D,27,177.0,101,M,900697,EUR,850348800,D,17,17,False,33.0,33.0,7.0,7.0,0.0,16.0,16.0,17.0,20.0,6.0,,84.0,56.0,6.1,7.0,0.0120453,0,3.0,,4.0,2.0,,,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,
12450955,away,Saint-Étienne,Lamine Fomba,lamine-fomba,L. Fomba,M,11,188.0,111,M,822878,EUR,885772800,M,26,26,False,33.0,26.0,8.0,5.0,0.0,17.0,18.0,9.0,15.0,3.0,,59.0,43.0,6.0,8.0,0.0103205,1,,,9.0,3.0,,,2.0,1.0,,,6.0,0.0227,,,,,,4.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,
12450955,away,Saint-Étienne,Mathis Amougou,mathis-amougou,M. Amougou,M,17,177.0,3772,M,1426224,EUR,1137542400,M,37,37,False,26.0,20.0,4.0,2.0,0.0,9.0,9.0,11.0,17.0,4.0,,84.0,32.0,6.4,8.0,0.0200516,0,,,4.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,3.0,,,,1.0,,,,1.0,,,,,,,,,,,,
12450955,away,Saint-Étienne,Ayman Aiki,ayman-aiki,A. Aiki,F,25,178.0,174,M,1195740,EUR,1119657600,M,39,39,False,8.0,5.0,2.0,1.0,0.0,3.0,4.0,2.0,5.0,3.0,,59.0,25.0,6.2,13.0,0.0159883,2,1.0,,7.0,4.0,,,,2.0,2.0,1.0,1.0,0.0607,,,Ayman Aiki,,,1.0,1.0,1.0,1.0,,,,3.0,3.0,2.0,,,,,,,,,,,
12450955,away,Saint-Étienne,Zuriko Davitashvili,zuriko-davitashvili,Z. Davitashvili,F,22,175.0,4336,M,921369,EUR,982195200,M,22,22,False,19.0,15.0,1.0,1.0,0.0,6.0,10.0,9.0,12.0,7.0,,90.0,43.0,6.3,16.0,0.0274034,0,3.0,,8.0,7.0,,,1.0,3.0,3.0,1.0,2.0,,,,,,,2.0,1.0,,,,,,1.0,3.0,6.0,2.0,,,,,,,,,,
12450955,away,Saint-Étienne,Mathieu Cafaro,mathieu-cafaro,M. Cafaro,M,13,175.0,264,M,816810,EUR,859248000,M,18,18,False,15.0,12.0,,,0.0,3.0,3.0,13.0,17.0,3.0,,90.0,30.0,7.0,8.0,0.219435,0,5.0,4.0,3.0,4.0,,,1.0,1.0,,3.0,1.0,,,2.0,,,,,,,,,1.0,,,1.0,2.0,,1.0,,,,,,,,1.0,
12450955,away,Saint-Étienne,Ibrahim Sissoko,ibrahim-sissoko,I. Sissoko,F,9,190.0,964,M,914738,EUR,817430400,F,9,9,False,19.0,12.0,1.0,,0.0,6.0,8.0,6.0,11.0,2.0,,90.0,39.0,7.1,13.0,0.0400256,2,,,10.0,12.0,,,3.0,3.0,2.0,4.0,6.0,0.0743,,1.0,,,,5.0,5.0,1.0,1.0,,,,,5.0,,,,,,,,,,,,
12450955,away,Saint-Étienne,Dennis Appiah,dennis-appiah,D. Appiah,D,8,179.0,168,M,123164,EUR,708048000,D,8,8,True,19.0,16.0,2.0,1.0,0.0,10.0,11.0,7.0,10.0,2.0,,31.0,34.0,6.6,8.0,0.191792,0,2.0,1.0,2.0,5.0,,,1.0,2.0,1.0,,,,,,,,,,1.0,,,1.0,,,2.0,1.0,2.0,2.0,,,,,,,,,,1.0
