match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_challengeLost,stat_totalContest,stat_wonTackle,stat_totalCross,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_totalOffside
11369906,home,KV Kortrijk,Tom Vandenberghe,,,tom-vandenberghe,T. Vandenberghe,G,23,190,77,M,1046454,EUR,714009600,G,1,1,False,23.0,17.0,12.0,6.0,14.0,14.0,3.0,9.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,90.0,30.0,6.6,6.0,0.00280443,0,-0.5435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369906,home,KV Kortrijk,Mark Mampasi,,,mark-mampasi,M. Mampasi,D,18,185,119,M,998740,EUR,1047427200,D,4,4,False,63.0,54.0,6.0,3.0,30.0,35.0,24.0,28.0,2.0,3.0,,,,,,76.0,72.0,6.7,9.0,0.0294917,0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11369906,home,KV Kortrijk,João Silva,,,joao-silva,J. Silva,D,6,187,281,M,1068519,EUR,916272000,D,44,44,False,66.0,56.0,7.0,2.0,44.0,47.0,12.0,19.0,3.0,7.0,,,,,,90.0,77.0,6.4,11.0,0.00336958,0,,3.0,5.0,5.0,1.0,2.0,2.0,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,
11369906,home,KV Kortrijk,Marco Kana,,,marco-kana,M. Kana,D,55,183,383,M,964759,EUR,1028764800,D,16,16,False,86.0,77.0,8.0,3.0,40.0,44.0,37.0,42.0,5.0,6.0,,,,,,90.0,104.0,6.3,12.0,0.03181,0,,3.0,8.0,5.0,,1.0,4.0,,,,1.0,,2.0,3.0,4.0,,,,,,,,,,,,,,,,,
11369906,home,KV Kortrijk,Ryan Alebiosu,,,ryan-alebiosu,R. Alebiousu,M,2,188,779,M,1014441,EUR,1008547200,M,2,2,False,17.0,12.0,1.0,,6.0,10.0,6.0,10.0,,1.0,,,,,,45.0,35.0,6.7,12.0,0.00347687,1,,,2.0,3.0,,,,2.0,1.0,1.0,1.0,,,1.0,,3.0,1.0,1.0,0.0253,,,,,,,,,,,,,
11369906,home,KV Kortrijk,Kristiyan Malinov,,,kristiyan-malinov,K. Malinov,M,33,170,108,M,136688,EUR,764985600,M,15,15,False,65.0,58.0,3.0,2.0,27.0,28.0,31.0,37.0,2.0,8.0,,,,,,90.0,84.0,6.7,9.0,0.0880179,2,,6.0,14.0,6.0,,1.0,2.0,,4.0,,3.0,,4.0,1.0,,,1.0,2.0,0.1105,1.0,1.0,0.1591,,,,,,,,,,
11369906,home,KV Kortrijk,Abdelkahar Kadri,,,abdelkahar-kadri,A. Kadri,M,37,170,2010,M,1007528,EUR,961804800,M,10,10,False,72.0,62.0,4.0,2.0,21.0,23.0,41.0,49.0,1.0,9.0,,,,,,90.0,88.0,6.9,17.0,0.121209,3,,1.0,9.0,4.0,,,,3.0,1.0,2.0,,4.0,2.0,2.0,,,2.0,2.0,0.1763,1.0,1.0,0.1861,True,,,,,,,,,
11369906,home,KV Kortrijk,Dion De Neve,,,dion-de-neve,D. D. Neve,M,14,180,102,M,923974,EUR,992304000,M,11,11,False,35.0,32.0,,,12.0,13.0,23.0,34.0,,6.0,,,,,,90.0,68.0,7.0,17.0,0.122854,0,,4.0,8.0,8.0,,,3.0,,,2.0,4.0,1.0,2.0,2.0,3.0,12.0,,2.0,,1.0,,,,3.0,,,,,,,,
11369906,home,KV Kortrijk,Sheyi Ojo,,,sheyi-ojo,S. Ojo,D,17,177,264,M,284449,EUR,866678400,F,54,54,False,53.0,46.0,3.0,3.0,12.0,14.0,36.0,42.0,,5.0,,,,,,90.0,86.0,7.4,17.0,0.168918,3,,1.0,7.0,12.0,,,3.0,3.0,2.0,,1.0,3.0,,6.0,3.0,3.0,1.0,3.0,0.0795,5.0,1.0,0.0121,,2.0,1.0,,,,,,,
11369906,home,KV Kortrijk,Massimo Bruno,,,massimo-bruno,M. Bruno,M,17,177,60,M,94298,EUR,748224000,F,70,70,False,38.0,33.0,4.0,3.0,10.0,12.0,23.0,33.0,,4.0,,,,,,76.0,58.0,7.0,18.0,0.0692633,1,,1.0,7.0,3.0,,,1.0,1.0,,1.0,1.0,3.0,2.0,1.0,1.0,7.0,1.0,2.0,0.0175,,,,,,,1.0,,,,,,
