match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,captain,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_outfielderBlock,stat_accurateCross,stat_onTargetScoringAttempt,stat_fouls,stat_totalOffside,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_goals,stat_wonContest,stat_errorLeadToAGoal,player_sofascoreId,stat_challengeLost,stat_bigChanceCreated,stat_bigChanceMissed,stat_ownGoals
14025163,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,1,1,False,34.0,23.0,15.0,4.0,0.0,20.0,22.0,3.0,12.0,2.0,3.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,90.0,46.0,7.0,11.0,0.00063495,0.2021,0,-0.1153,0.07,0.0,0.15,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025163,home,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180,1146,M,190877,EUR,813196800,D,2,2,False,58.0,51.0,3.0,,0.0,28.0,30.0,23.0,28.0,2.0,5.0,5.0,4.0,,,,,,90.0,84.0,6.7,13.0,0.0152331,,0,,0.17,0.05,-0.05,,1.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14025163,home,Fulham,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,362682,EUR,833500800,D,5,5,False,70.0,60.0,16.0,8.0,0.0,42.0,44.0,18.0,26.0,1.0,4.0,12.0,3.0,1.0,,,,,90.0,91.0,7.1,11.0,0.0123612,,1,,0.25,0.15,0.15,,,1.0,1.0,,,2.0,1.0,1.0,,True,1.0,1.0,0.2241,-0.54,,,,,,,,,,,,,,,,,,
14025163,home,Fulham,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8710,M,861972,EUR,946598400,D,3,3,False,56.0,54.0,4.0,4.0,0.0,41.0,43.0,13.0,13.0,1.0,3.0,5.0,4.0,1.0,,,,,90.0,74.0,7.4,6.0,0.00384909,,1,,0.11,0.13,0.43,,,,1.0,1.0,,1.0,1.0,2.0,,,,2.0,0.0098,0.0,,,1.0,2.0,,,,,,,,,,,,,,
14025163,home,Fulham,Ryan Sessegnon,ryan-sessegnon,R. Sessegnon,D,30,178,1731,M,836698,EUR,958608000,D,30,30,False,34.0,28.0,2.0,1.0,0.0,16.0,18.0,12.0,16.0,1.0,5.0,3.0,1.0,,,,,,90.0,56.0,6.6,12.0,0.0091955,,1,,-0.25,0.21,-0.04,,3.0,1.0,3.0,1.0,,4.0,2.0,2.0,,,,,0.0544,-0.15,,,,1.0,1.0,1.0,1.0,1.0,0.0235,,,,,,,,,
14025163,home,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,371222,EUR,839894400,M,20,20,False,46.0,38.0,,,0.0,14.0,16.0,24.0,30.0,2.0,5.0,1.0,2.0,2.0,,,,,86.0,60.0,6.7,10.0,0.25114,,3,,0.3,0.17,-0.14,,2.0,1.0,5.0,,1.0,1.0,,,2.0,,1.0,1.0,0.0859,-0.23,,,2.0,,1.0,,3.0,,,1.0,,,,,,,,
14025163,home,Fulham,Sander Berge,sander-berge,S. Berge,M,16,195,2096,M,793167,EUR,887414400,M,16,16,False,39.0,32.0,2.0,1.0,0.0,21.0,24.0,11.0,15.0,1.0,2.0,4.0,5.0,,,,,,90.0,50.0,6.6,10.0,0.00941835,,0,,-0.07,0.05,0.16,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14025163,home,Fulham,Harry Wilson,harry-wilson,H. Wilson,M,8,173,4932,M,355528,EUR,858988800,M,8,8,False,29.0,24.0,2.0,2.0,0.0,6.0,7.0,18.0,22.0,,4.0,1.0,3.0,1.0,,,,,86.0,44.0,8.1,10.0,0.0903366,,2,,0.3,0.11,0.13,,3.0,,2.0,,,3.0,1.0,1.0,3.0,,,,0.255,0.52,,,1.0,,1.0,1.0,2.0,,0.6565,,1.0,,,,,,,
14025163,home,Fulham,Joshua King,joshua-king,J. King,M,24,172,1804,M,1546231,EUR,1167782400,M,24,24,False,19.0,13.0,1.0,1.0,0.0,6.0,9.0,7.0,10.0,,6.0,,5.0,3.0,,,,,67.0,32.0,6.2,10.0,0.0185347,,2,,-0.01,0.31,-0.39,,1.0,2.0,3.0,1.0,2.0,1.0,,2.0,,,1.0,,0.0856,-0.42,Joshua King,,1.0,,,,1.0,,,,,2.0,1.0,,,,,
14025163,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,352770,EUR,831081600,M,17,17,False,43.0,38.0,2.0,,1.0,18.0,19.0,20.0,24.0,,2.0,,5.0,,,,,,80.0,54.0,8.5,8.0,0.196994,,2,,0.57,0.27,-0.09,,2.0,1.0,4.0,1.0,3.0,,,1.0,2.0,,,,0.1764,0.5,,,1.0,,2.0,1.0,,,0.166,,1.0,2.0,,alexanderiwobi,1.0,1.0,,
