match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,captain,stat_totalContest,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_penaltyConceded,stat_challengeLost,stat_wonContest,stat_accurateCross,stat_blockedScoringAttempt,stat_keyPass,stat_bigChanceCreated,stat_lastManTackle,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock,stat_bigChanceMissed
12437710,home,Mallorca,Cyle Larin,cyle-larin,C. Larin,F,9,187,1609,M,790179,EUR,798076800,F,17,17,False,13.0,6.0,,,0.0,2.0,5.0,4.0,8.0,2.0,2.0,1.0,1.0,,,79.0,24.0,7.3,12.0,0.00421958,3,,,,,8.0,2.0,,,,3.0,,1.0,5.0,,,1.0,,0.2198,,,,,,,,,2.0,1.0,1.3611,,,,,
12437710,home,Mallorca,Valery Fernández,valery-fernandez,V. Fernández,D,21,179,309,M,962378,EUR,943315200,D,16,16,True,5.0,5.0,,,0.0,5.0,5.0,,,,2.0,,1.0,,,20.0,8.0,6.8,,5.231e-05,0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12437710,home,Mallorca,Antonio Sánchez,antonio-sanchez,A. Sánchez,M,6,179,256,M,949722,EUR,861667200,M,18,18,True,8.0,7.0,,,0.0,5.0,5.0,2.0,3.0,,1.0,1.0,1.0,,,20.0,11.0,6.5,1.0,0.0009033,0,,,,,2.0,,,,,,,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,
12437710,home,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173,2206,M,788216,EUR,868665600,D,23,23,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,12.0,6.0,6.6,1.0,0.0008674,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437710,home,Mallorca,Abdón Prats,abdon-prats,A. Prats,F,9,181,325,M,146852,EUR,724550400,F,9,9,True,2.0,1.0,,,0.0,,,1.0,2.0,1.0,2.0,1.0,,,,11.0,5.0,7.5,1.0,0.00056129,1,,,,,1.0,,,,,,1.0,,1.0,,,,,0.3512,,,,,,,,,1.0,1.0,0.1402,,,,,
12437710,home,Mallorca,Omar Mascarell,omar-mascarell,O. Mascarell,M,5,181,553,M,255999,EUR,728611200,M,5,5,True,,,,,0.0,,,,,,,,,,,9.0,2.0,6.6,,,0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437710,home,Mallorca,Leo Román,leo-roman,L. Román,G,1,189,1557,M,1131909,EUR,962841600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437710,home,Mallorca,Pere García,pere-garcia,P. García,G,41,188,9,M,1002521,EUR,1009843200,G,31,31,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437710,home,Mallorca,Siebe Van Der Heyden,siebe-van-der-heyden,S. V. D. Heyden,D,44,185,273,M,842164,EUR,896486400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437710,home,Mallorca,Daniel Luna,daniel-luna,D. Luna,M,33,178,444,M,1018516,EUR,1052265600,M,33,33,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437710,home,Mallorca,Marc Domenech,marc-domenech,M. Domenech,M,30,182,265,M,1914318,EUR,1136073600,F,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,Marc Domenech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437710,home,Mallorca,Javi Llabrés,javi-llabres,J. Llabrés,M,19,174,115,M,1162309,EUR,1031702400,F,19,19,True,,,,,,,,,,,,,,,,,,,,,0,,Javi Llabrés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437710,home,Mallorca,Chiquinho,chiquinho,Chiquinho,M,10,179,454,M,1015826,EUR,949708800,F,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437710,away,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,930997,EUR,970185600,G,25,25,False,35.0,25.0,12.0,2.0,0.0,24.0,28.0,1.0,7.0,,,,9.0,,,90.0,42.0,6.3,10.0,0.00051242,0,-0.4986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mamardashvili,1.0,1.0,,
12437710,away,Valencia,Dimitri Foulquier,dimitri-foulquier,D. Foulquier,D,20,183,461,M,151138,EUR,732844800,D,20,20,False,33.0,25.0,1.0,1.0,0.0,16.0,19.0,9.0,15.0,,2.0,1.0,5.0,,,90.0,55.0,6.3,14.0,0.0158682,1,,,,1.0,6.0,2.0,1.0,2.0,2.0,,,1.0,2.0,,2.0,1.0,,0.0148,,,,,,1.0,,,,,,,,,,
12437710,away,Valencia,César Tárrega,cesar-tarrega,C. Tárrega,D,5,193,816,M,996928,EUR,1014681600,D,15,15,False,69.0,56.0,15.0,7.0,0.0,41.0,43.0,15.0,26.0,4.0,6.0,3.0,6.0,,,90.0,78.0,6.5,13.0,0.0103205,0,,,,,7.0,,,2.0,2.0,,,5.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,
12437710,away,Valencia,Cristhian Mosquera,cristhian-mosquera,C. Mosquera,D,3,191,15807,M,1144630,EUR,1088294400,D,3,3,False,50.0,49.0,2.0,2.0,0.0,41.0,41.0,8.0,9.0,,2.0,1.0,6.0,,,90.0,53.0,6.5,1.0,0.00198318,0,,Cristhian Mosquera,,,2.0,,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,
12437710,away,Valencia,Yarek Gasiorowski,gasiorowski-yarek,Y. Gasiorowski,D,3,190,1668,M,1184317,EUR,1105488000,D,24,24,False,55.0,44.0,8.0,3.0,0.0,33.0,36.0,11.0,19.0,3.0,7.0,4.0,4.0,,,84.0,67.0,7.2,12.0,0.00312834,0,,Yarek Gasiorowski,,,1.0,,1.0,4.0,4.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,
12437710,away,Valencia,José Luis Gayà,jose-luis-gaya,J. L. Gayà,D,14,172,1685,M,227922,EUR,801360000,D,14,14,False,39.0,32.0,7.0,5.0,0.0,14.0,15.0,20.0,30.0,,2.0,1.0,3.0,,,90.0,66.0,6.5,18.0,0.146987,0,,,,6.0,3.0,,,1.0,,2.0,1.0,,2.0,True,1.0,,,,,,,2.0,,2.0,1.0,,,,,,,,,
12437710,away,Valencia,Luis Rioja,luis-rioja,L. Rioja,M,11,173,860,M,900433,EUR,750729600,M,22,22,False,21.0,16.0,1.0,,0.0,7.0,9.0,9.0,15.0,,2.0,1.0,2.0,,,75.0,32.0,6.7,12.0,0.0083635,1,,,,3.0,4.0,1.0,,,,2.0,1.0,,,,2.0,,,0.7884,,2.0,1.0,,,,,,1.0,1.0,0.5992,,,,,
12437710,away,Valencia,Enzo Barrenechea,enzo-barrenechea,E. Barrenechea,M,5,186,6499,M,1087316,EUR,990489600,M,5,5,False,39.0,27.0,4.0,2.0,0.0,10.0,14.0,17.0,25.0,1.0,3.0,3.0,3.0,,,85.0,51.0,6.8,13.0,0.00619306,2,,,,,3.0,1.0,,2.0,2.0,,,1.0,1.0,,,2.0,,0.1245,,,,,,,,,,,,,,,1.0,
12437710,away,Valencia,Javier Guerra,javier-guerra,J. Guerra,M,8,187,1800,M,1122610,EUR,1052784000,M,8,8,False,42.0,32.0,8.0,4.0,0.0,16.0,17.0,19.0,31.0,,4.0,1.0,7.0,,,75.0,66.0,6.7,19.0,0.194747,0,,,,6.0,9.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,2.0,,,,,2.0,,3.0,,2.0,,,,,,,,,,
12437710,away,Valencia,Diego López,diego-lopez,D. López,M,16,172,1350,M,998950,EUR,1021248000,M,16,16,False,32.0,23.0,2.0,2.0,0.0,4.0,6.0,20.0,28.0,1.0,6.0,,,,,90.0,53.0,6.4,19.0,0.0338606,2,,,,2.0,13.0,3.0,,3.0,2.0,4.0,2.0,3.0,4.0,,2.0,2.0,,0.0411,,1.0,,1.0,,,,,,,,,,,,
12437710,away,Valencia,Hugo Duro,hugo-duro,H. Duro,F,9,180,2868,M,909119,EUR,942192000,F,9,9,False,14.0,9.0,1.0,1.0,0.0,1.0,1.0,8.0,14.0,1.0,2.0,,5.0,,,90.0,21.0,6.5,9.0,0.00725915,0,,,,1.0,5.0,1.0,,,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,
12437710,away,Valencia,Germán Valera,german-valera,G. Valera,M,11,170,823,M,962710,EUR,1016236800,F,30,30,True,4.0,3.0,,,0.0,1.0,1.0,2.0,4.0,,1.0,,1.0,,,15.0,9.0,6.4,4.0,0.00091608,0,,,,1.0,3.0,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
12437710,away,Valencia,Pepelu,pepelu,Pepelu,M,18,185,1838,M,826948,EUR,902793600,M,18,18,True,20.0,16.0,4.0,2.0,0.0,5.0,5.0,11.0,15.0,1.0,1.0,,1.0,,,15.0,21.0,6.5,4.0,0.00431667,0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12437710,away,Valencia,Dani Gómez,dani-gomez,D. Gómez,F,9,177,229,M,888930,EUR,901756800,F,17,17,True,2.0,1.0,,,0.0,,,1.0,2.0,,,,,,,10.0,6.0,6.0,3.0,0.00019422,1,,,,,2.0,1.0,,,,1.0,,,1.0,,,1.0,,0.3331,,,,,,,,,,,,,,,,1.0
12437710,away,Valencia,André Almeida,andre-almeida,A. Almeida,M,10,176,1200,M,845693,EUR,959644800,M,10,10,True,8.0,7.0,,,0.0,2.0,2.0,5.0,6.0,,,,,,,10.0,10.0,6.6,2.0,0.00504201,0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
12437710,away,Valencia,Stole Dimitrievski,stole-dimitrievski,S. Dimitrievski,G,1,188,843,M,97951,EUR,756777600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437710,away,Valencia,Jaume Doménech,jaume-domenech,J. Doménech,G,,186,177,M,235386,EUR,657763200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437710,away,Valencia,Jesús Vázquez,jesus-vazquez,J. Vázquez,D,21,182,419,M,996929,EUR,1041465600,D,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437710,away,Valencia,Iker Cordoba,iker-cordoba,I. Córdoba,D,24,190,86,M,1563953,EUR,1131667200,D,38,38,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437710,away,Valencia,Hugo Guillamón,hugo-guillamon,H. Guillamón,M,6,178,876,M,855830,EUR,949276800,D,6,6,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437710,away,Valencia,Fran Pérez,fran-perez,F. Pérez,M,21,176,466,M,966637,EUR,1031529600,M,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437710,away,Valencia,Sergi Canós,sergi-canos,S. Canós,M,7,173,366,M,790833,EUR,854841600,M,7,7,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
