match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_unsuccessfulTouch,stat_wasFouled,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_goalAssist,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_bigChanceCreated,stat_goals,stat_dispossessed,stat_wonContest,stat_bigChanceMissed,stat_totalOffside,captain,stat_hitWoodwork,stat_outfielderBlock
10825462,home,Charlton Athletic,Joseph Wollacott,joseph-wollacott,J. Wollacott,G,34,188.0,1184,M,829507,EUR,842140800.0,G,1,1,False,18.0,17.0,6.0,5.0,14.0,15.0,3.0,3.0,9.0,1.0,2.0,90.0,25.0,6.6,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10825462,home,Charlton Athletic,Sean Clare,sean-clare,S. Clare,M,28,190.0,37,M,833982,EUR,843004800.0,D,28,28,False,73.0,64.0,5.0,2.0,24.0,27.0,43.0,53.0,4.0,,,75.0,92.0,6.7,16.0,1.0,0,,,7.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10825462,home,Charlton Athletic,Samuel Lavelle,samuel-lavelle,S. Lavelle,D,6,188.0,25,M,892010,EUR,844300800.0,D,5,5,False,107.0,97.0,4.0,3.0,62.0,69.0,35.0,38.0,7.0,,,90.0,111.0,6.9,10.0,1.0,1,,,,,8.0,5.0,8.0,5.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10825462,home,Charlton Athletic,Terell Thomas,terell-thomas,T. Thomas,D,4,183.0,28,M,611764,EUR,876700800.0,D,3,3,False,7.0,6.0,,,4.0,4.0,2.0,3.0,1.0,,,18.0,11.0,6.6,1.0,,0,,,,,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,
10825462,home,Charlton Athletic,Steven Sessegnon,steven-sessegnon,S. Sessegnon,D,5,173.0,143,M,877997,EUR,958608000.0,D,2,2,False,92.0,83.0,7.0,5.0,41.0,45.0,42.0,47.0,14.0,,,90.0,107.0,8.2,12.0,4.0,3,,,,,,,1.0,4.0,1.0,2.0,1.0,1.0,,,,2.0,1.0,1.0,3.0,3.0,,,,,,,,,,
10825462,home,Charlton Athletic,Conor McGrandles,conor-mcgrandles,C. McGrandles,M,14,183.0,32,M,255015,EUR,811900800.0,M,12,12,False,53.0,44.0,7.0,4.0,15.0,17.0,29.0,37.0,2.0,,,74.0,62.0,6.6,12.0,,0,,,1.0,,,,4.0,3.0,,1.0,1.0,,1.0,1.0,1.0,,,,2.0,2.0,3.0,,,,,,,,,
10825462,home,Charlton Athletic,George Dobson,george-dobson,G. Dobson,M,15,180.0,141,M,788240,EUR,879552000.0,M,4,4,False,48.0,45.0,8.0,8.0,23.0,23.0,22.0,27.0,1.0,,,45.0,52.0,7.0,5.0,1.0,1,,,2.0,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
10825462,home,Charlton Athletic,Jack Payne,jack-payne,J. Payne,M,10,165.0,33,M,340173,EUR,783043200.0,M,19,19,False,52.0,46.0,,,6.0,6.0,44.0,55.0,3.0,,,90.0,70.0,9.5,13.0,4.0,4,Jack,Payne,9.0,4.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,,,,,,,
10825462,home,Charlton Athletic,Albie Morgan,albie-morgan,A. Morgan,M,8,180.0,47,M,944264,EUR,949449600.0,M,10,10,False,55.0,49.0,7.0,7.0,11.0,12.0,39.0,47.0,1.0,,,90.0,70.0,7.8,11.0,5.0,5,,,4.0,1.0,2.0,,3.0,,,2.0,,3.0,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,
10825462,home,Charlton Athletic,Tyreece Campbell,tyreece-campbell,T. Campbell,M,7,178.0,617,M,1186345,EUR,1063497600.0,M,43,43,False,45.0,41.0,,,13.0,13.0,29.0,34.0,8.0,,,90.0,67.0,7.4,11.0,4.0,5,,,2.0,1.0,,,7.0,7.0,7.0,2.0,,1.0,,,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,,1.0,5.0,1.0,3.0,,,
