match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,stat_fouls,stat_totalContest,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_keyPass,stat_aerialWon,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_aerialLost,captain,stat_goalAssist,player_sofascoreId,stat_errorLeadToAShot,stat_goals,stat_blockedScoringAttempt
11360043,home,1. FC Lokomotive Leipzig,Isa Dogan,isa-dogan,I. Dogan,G,1,190.0,21,M,895633,EUR,937958400,G,1,1,False,40.0,31.0,15.0,8.0,26.0,29.0,5.0,11.0,7.0,1.0,2.0,4.0,90.0,53.0,6.2,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360043,home,1. FC Lokomotive Leipzig,Jannis Held,jannis-held,J. Held,D,2,185.0,3,M,1893014,EUR,947548800,D,7,7,False,37.0,26.0,5.0,,22.0,25.0,4.0,12.0,5.0,,,,80.0,61.0,5.9,14.0,0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11360043,home,1. FC Lokomotive Leipzig,Luca Sirch,luca-sirch,L. Sirch,D,31,185.0,108,M,964603,EUR,929318400,D,24,24,False,51.0,43.0,13.0,7.0,35.0,40.0,8.0,11.0,6.0,,,,90.0,57.0,5.6,8.0,0,2.0,2.0,,,3.0,,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
11360043,home,1. FC Lokomotive Leipzig,Lukas Wilton,lukas-wilton,L. Wilton,D,5,186.0,3,M,311544,EUR,800323200,D,5,5,False,34.0,28.0,6.0,2.0,25.0,27.0,3.0,7.0,6.0,,,,90.0,46.0,5.5,7.0,0,2.0,2.0,,1.0,6.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
11360043,home,1. FC Lokomotive Leipzig,Abou Ballo,abou-ballo,A. Ballo,D,27,183.0,3,M,1394189,EUR,891907200,D,25,25,False,17.0,11.0,1.0,1.0,8.0,11.0,3.0,6.0,4.0,,,,90.0,36.0,5.3,11.0,0,5.0,5.0,1.0,1.0,,,2.0,2.0,3.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11360043,home,1. FC Lokomotive Leipzig,Farid Abderrahmane,farid-abderrahmane,F. Abderrahmane,M,8,180.0,8,M,311654,EUR,824515200,M,8,8,False,38.0,32.0,1.0,1.0,24.0,28.0,9.0,11.0,8.0,,,,90.0,62.0,7.1,11.0,1,4.0,7.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,,,,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11360043,home,1. FC Lokomotive Leipzig,Riccardo Grym,grym-riccardo,R. Grym,M,,182.0,25,M,859908,EUR,929232000,M,31,31,False,34.0,20.0,11.0,5.0,11.0,14.0,10.0,21.0,5.0,,,,61.0,41.0,6.4,16.0,0,5.0,4.0,2.0,1.0,,,3.0,1.0,,,,2.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,
11360043,home,1. FC Lokomotive Leipzig,Tobias Dombrowa,tobias-dombrowa,T. Dombrowa,D,34,180.0,5,M,891755,EUR,932774400,M,34,34,False,25.0,19.0,1.0,1.0,13.0,15.0,6.0,13.0,4.0,,,,78.0,39.0,5.7,16.0,1,6.0,4.0,1.0,1.0,,,1.0,1.0,,,,,6.0,2.0,3.0,,2.0,,,,,1.0,,1.0,1.0,,,,,,,
11360043,home,1. FC Lokomotive Leipzig,Zak Paulo Piplica,zak-paulo-piplica,Z. P. Piplica,M,6,179.0,15,M,1121899,EUR,997747200,M,6,6,False,20.0,16.0,,,12.0,14.0,4.0,7.0,7.0,,,,90.0,31.0,5.5,9.0,0,8.0,4.0,,2.0,1.0,,1.0,,1.0,,,3.0,2.0,,1.0,,,,,,,2.0,,,,1.0,,,,,,
11360043,home,1. FC Lokomotive Leipzig,Osman Atılgan,osman-atilgan,O. Atılgan,F,41,182.0,9,M,939855,EUR,933465600,M,99,99,False,3.0,3.0,,,1.0,1.0,2.0,2.0,2.0,,,,77.0,14.0,5.8,7.0,1,5.0,1.0,,2.0,,,,,,,,1.0,2.0,3.0,,,,,,,,1.0,,,1.0,,,,,,,
