match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_shotOffTarget,stat_outfielderBlock,stat_challengeLost,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_penaltyWon,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
10388489,home,Bayer 04 Leverkusen,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190,2547,M,15219,EUR,627868800,G,1,1,False,True,39.0,21.0,28.0,11.0,16.0,24.0,5.0,15.0,1.0,1.0,2.0,13.0,1.0,1.0,1.0,2.0,90.0,46.0,7.3,18.0,0.0,0.0,0.0015144,0,0.4035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388489,home,Bayer 04 Leverkusen,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,171,32709,M,970361,EUR,976406400,D,30,30,False,,30.0,24.0,,,11.0,15.0,13.0,18.0,,4.0,5.0,6.0,,,,,86.0,56.0,6.8,13.0,0.0,0.0,0.095491,0,,jeremie_frimpong,3.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10388489,home,Bayer 04 Leverkusen,Edmond Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,193,33838,M,883262,EUR,917913600,D,12,12,False,,38.0,31.0,6.0,4.0,25.0,28.0,6.0,10.0,3.0,5.0,5.0,,,,,,90.0,52.0,7.5,8.0,0.7884,0.982,0.00840186,1,,edmondtapsoba,,6.0,6.0,,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10388489,home,Bayer 04 Leverkusen,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,,47.0,43.0,1.0,1.0,36.0,39.0,7.0,8.0,2.0,3.0,12.0,8.0,,,,,90.0,66.0,7.5,5.0,0.0317,0.0,0.004254,1,,jonatah,,2.0,3.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10388489,home,Bayer 04 Leverkusen,Piero Hincapié,piero-hincapie,P. Hincapié,D,5,184,31047,M,1002837,EUR,1010534400,D,3,3,False,,58.0,45.0,8.0,5.0,29.0,38.0,16.0,21.0,1.0,5.0,4.0,14.0,,,,,90.0,85.0,7.3,19.0,0.0,0.0,0.0120031,0,,pierohincapie,1.0,3.0,5.0,,1.0,,1.0,1.0,3.0,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,
10388489,home,Bayer 04 Leverkusen,Robert Andrich,robert-andrich,R. Andrich,M,8,189,3316,M,168903,EUR,780192000,M,8,8,False,,40.0,28.0,4.0,1.0,18.0,22.0,10.0,18.0,3.0,7.0,4.0,6.0,,,,,90.0,55.0,7.1,12.0,0.0493,0.0,0.00735825,2,,,,1.0,4.0,,,,4.0,,,2.0,,,,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,
10388489,home,Bayer 04 Leverkusen,Nadiem Amiri,nadiem-amiri,N. Amiri,M,10,180,2793,M,327755,EUR,846374400,M,11,11,False,,46.0,42.0,6.0,4.0,24.0,27.0,18.0,19.0,,4.0,1.0,9.0,,,,,90.0,56.0,6.9,7.0,0.0172,0.0,0.0330012,1,,,,1.0,4.0,1.0,,,1.0,2.0,3.0,2.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,
10388489,home,Bayer 04 Leverkusen,Moussa Diaby,diaby-moussa,M. Diaby,M,19,170,7561,M,855817,EUR,931305600,M,19,19,False,,30.0,22.0,2.0,1.0,6.0,6.0,17.0,27.0,,1.0,,3.0,,,,,79.0,44.0,6.7,18.0,0.1568,0.0,0.144391,1,,moussadiaby,3.0,1.0,6.0,2.0,1.0,,,5.0,1.0,2.0,,,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,
10388489,home,Bayer 04 Leverkusen,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175,148971,M,1019322,EUR,1051920000,M,27,27,False,,28.0,25.0,,,9.0,10.0,17.0,19.0,,3.0,1.0,3.0,,,,,72.0,46.0,7.1,10.0,0.1783,0.083,0.181432,2,,FWirtz,1.0,2.0,7.0,3.0,3.0,2.0,,3.0,1.0,1.0,1.0,,,1.0,,,,2.0,,,1.0,,1.0,1.0,1.0,,,,,,
10388489,home,Bayer 04 Leverkusen,Callum Hudson-Odoi,callum-hudson-odoi,C. Hudson-Odoi,M,7,177,9217,M,867442,EUR,973555200,M,17,17,False,,11.0,7.0,2.0,2.0,3.0,7.0,4.0,4.0,,4.0,1.0,4.0,,,,,45.0,20.0,6.7,7.0,0.0,0.0,0.0141547,0,,Calteck10,,1.0,3.0,,2.0,,3.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
10388489,home,Bayer 04 Leverkusen,Adam Hložek,adam-hlozek,A. Hložek,F,23,186,3087,M,963801,EUR,1027555200,F,23,23,False,,27.0,16.0,1.0,1.0,8.0,14.0,8.0,13.0,5.0,7.0,2.0,3.0,,,,,86.0,45.0,7.4,15.0,0.1803,0.3654,0.168596,2,,ahlozek,,2.0,9.0,2.0,,,,2.0,2.0,5.0,1.0,1.0,,,,,,2.0,,,,,,,,1.0,,,,,
10388489,home,Bayer 04 Leverkusen,Amine Adli,amine-adli,A. Adli,F,21,174,17615,M,991478,EUR,957916800,F,21,21,True,,29.0,21.0,4.0,2.0,8.0,12.0,14.0,18.0,2.0,4.0,1.0,4.0,,,,,45.0,38.0,6.8,12.0,0.328,0.4789,0.171126,1,,amine_ad10,1.0,1.0,1.0,,2.0,2.0,,4.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,1.0,,,,
10388489,home,Bayer 04 Leverkusen,Sardar Azmoun,sardar-azmoun,S. Azmoun,F,20,186,7715,M,150998,EUR,788918400,F,9,9,True,,9.0,6.0,,,2.0,3.0,4.0,6.0,2.0,2.0,,1.0,,,,,18.0,15.0,6.8,7.0,0.0,0.0,0.00113565,0,,sardarazmoun,,1.0,3.0,1.0,,,,2.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,
10388489,home,Bayer 04 Leverkusen,Odilon Kossounou,odilon-kossounou,O. Kossounou,D,3,191,9920,M,973437,EUR,978566400,D,6,6,True,,5.0,3.0,1.0,,3.0,5.0,,,,,2.0,1.0,,,,,11.0,8.0,6.7,2.0,0.0,0.0,5.28e-05,0,,odilonkossounou,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
10388489,home,Bayer 04 Leverkusen,Exequiel Palacios,exequiel-palacios,E. Palacios,M,25,177,12684,M,822600,EUR,907545600,M,25,25,True,,5.0,5.0,,,3.0,3.0,2.0,2.0,,,,,,,,,10.0,7.0,6.5,,0.0,0.0,0.00037376,0,,exepalaciosok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388489,home,Bayer 04 Leverkusen,Karim Bellarabi,karim-bellarabi,K. Bellarabi,M,,183,153,,108574,EUR,639532800,F,38,38,True,,2.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,,,10.0,4.0,6.6,2.0,0.0,0.0,0.0,0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,
10388489,home,Bayer 04 Leverkusen,Niklas Lomb,niklas-lomb,N. Lomb,G,36,188,360,M,142471,EUR,743817600,G,36,36,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
