match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_ownGoals,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_totalOffside,captain,stat_hitWoodwork,stat_bigChanceMissed,stat_goodHighClaim,stat_accurateCross
11369304,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191,2805,M,791773,EUR,796003200,G,1,1,False,47.0,36.0,23.0,12.0,30.0,32.0,6.0,15.0,2.0,12.0,3.0,3.0,1.0,2.0,2.0,90.0,56.0,6.7,11.0,0.0,0.0,0.00311521,0,-1.6433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369304,home,Real Sociedad,Hamari Traoré,hamari-traore,H. Traoré,D,14,175,4235,M,362014,EUR,696470400,D,18,18,False,60.0,54.0,7.0,4.0,19.0,21.0,35.0,40.0,1.0,7.0,,,,,,90.0,87.0,7.2,11.0,0.0336,0.0,0.0422443,2,,,,hamarintos27,1.0,1.0,1.0,3.0,4.0,9.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,
11369304,home,Real Sociedad,Igor Zubeldia,igor-zubeldia,I. Zubeldia,D,5,180,881,M,838159,EUR,859680000,D,5,5,False,70.0,61.0,5.0,2.0,43.0,47.0,18.0,23.0,2.0,5.0,,,,,,90.0,80.0,6.3,11.0,0.0,0.0,0.00646608,0,,,,,,,5.0,1.0,6.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
11369304,home,Real Sociedad,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187,6479,M,787751,EUR,847670400,D,24,24,False,63.0,54.0,4.0,2.0,40.0,42.0,14.0,21.0,3.0,3.0,,,,,,90.0,75.0,6.1,10.0,0.0,0.0,0.00403362,0,,,,lenormand_r,,,1.0,3.0,3.0,5.0,2.0,,,,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,
11369304,home,Real Sociedad,Kieran Tierney,kieran-tierney,K. Tierney,D,63,178,4739,M,366592,EUR,865468800,D,17,17,False,40.0,32.0,4.0,1.0,13.0,15.0,19.0,26.0,,,,,,,,69.0,49.0,6.5,12.0,0.0,0.0,0.0211059,0,,,,kierantierney1,,1.0,1.0,1.0,2.0,2.0,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,
11369304,home,Real Sociedad,Brais Méndez,brais-mendez,B. Méndez,M,23,184,2013,M,845385,EUR,852595200,M,23,23,False,62.0,53.0,3.0,1.0,20.0,21.0,33.0,45.0,1.0,9.0,,,,,,90.0,84.0,8.1,18.0,0.0974,0.0,0.287134,2,,,,,2.0,4.0,,1.0,7.0,7.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,3.0,3.0,4.0,,,3.0,1.0,1.0,,,,,,,,,
11369304,home,Real Sociedad,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180,26245,M,966837,EUR,917913600,M,4,4,False,62.0,56.0,3.0,3.0,36.0,39.0,20.0,24.0,2.0,8.0,,,,,,90.0,80.0,7.5,9.0,0.089,0.3728,0.0864529,1,,,,martin_zubimendi,,1.0,,,6.0,5.0,2.0,,,,3.0,3.0,1.0,1.0,2.0,4.0,,,,,,,1.0,1.0,,,,,,,
11369304,home,Real Sociedad,Mikel Merino,mikel-merino,M. Merino,M,23,188,29240,M,592010,EUR,835401600,M,8,8,False,48.0,39.0,2.0,2.0,12.0,14.0,27.0,34.0,1.0,6.0,,,,,,83.0,67.0,6.7,13.0,0.0121,0.0,0.0256914,1,,,,mikelmerino,,,5.0,2.0,11.0,9.0,1.0,3.0,2.0,,,1.0,1.0,1.0,4.0,4.0,1.0,,,1.0,,1.0,,,1.0,,,,,,
11369304,home,Real Sociedad,Takefusa Kubo,kubo-takefusa,T. Kubo,M,14,174,23791,M,880218,EUR,991612800,F,14,14,False,34.0,29.0,2.0,1.0,6.0,7.0,23.0,30.0,,3.0,,,,,,79.0,46.0,8.8,12.0,0.4091,1.2838,0.110601,2,,,,KuboTake,,3.0,,,1.0,1.0,,1.0,,,,,,3.0,1.0,,1.0,,,,,,2.0,2.0,,3.0,,,,,
11369304,home,Real Sociedad,Mikel Oyarzabal,mikel-oyarzabal,M. Oyarzabal,F,10,181,11730,M,823622,EUR,861580800,F,10,10,False,9.0,9.0,,,3.0,3.0,6.0,7.0,1.0,2.0,,,,,,79.0,14.0,6.9,4.0,0.0,0.0,0.289982,0,,,,mikel10oyar,1.0,1.0,1.0,,1.0,,,,,,,,,3.0,,1.0,1.0,,,,1.0,,,,,1.0,True,,,,
