match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_outfielderBlock,captain,stat_aerialLost,stat_totalContest,stat_wonContest,stat_challengeLost,stat_dispossessed,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim
14109700,home,Galatasaray,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4886,M,754330,EUR,828662400,G,1,1,False,34.0,28.0,12.0,7.0,0.0,27.0,29.0,1.0,5.0,1.0,6.0,2.0,2.0,90.0,42.0,7.2,6.0,0.00013883,0.1555,0,0.6893,0.0,0.0,0.22,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109700,home,Galatasaray,Roland Sallai,roland-sallai,R. Sallai,F,7,182,8501,M,355088,EUR,864259200,D,7,7,False,37.0,31.0,2.0,1.0,0.0,14.0,19.0,17.0,18.0,5.0,1.0,,,90.0,64.0,7.4,12.0,0.0817773,,3,,0.28,0.24,0.18,,,,rolandsallai,8.0,2.0,3.0,3.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0.1654,2.0,-0.42,,,,,,,,,,,,,,
14109700,home,Galatasaray,Mario Lemina,mario-lemina,M. Lemina,M,99,184,8827,M,307284,EUR,746841600,D,99,99,False,48.0,45.0,7.0,5.0,0.0,35.0,36.0,10.0,12.0,5.0,6.0,,,90.0,64.0,7.7,3.0,0.00759522,,2,,0.14,0.05,0.34,,,,,,,1.0,,7.0,2.0,,1.0,5.0,2.0,1.0,,,0.1977,,-0.47,1.0,,,,,,,,,,,,,
14109700,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6104,M,178963,EUR,778896000,D,42,42,False,48.0,39.0,6.0,2.0,0.0,29.0,31.0,10.0,17.0,4.0,2.0,,,90.0,64.0,7.5,11.0,0.0129008,,1,,0.14,0.09,0.37,,,,abdulkerimbard1,1.0,,2.0,2.0,7.0,1.0,,,2.0,1.0,2.0,,,0.0175,1.0,-0.11,,True,2.0,1.0,1.0,,,,,,,,,
14109700,home,Galatasaray,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4102,M,981483,EUR,962928000,D,17,17,False,30.0,27.0,1.0,1.0,0.0,11.0,13.0,16.0,17.0,2.0,6.0,,,85.0,50.0,7.2,5.0,0.0652039,,0,,0.25,0.12,0.14,,,,,1.0,1.0,1.0,3.0,3.0,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,
14109700,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,754794,EUR,823996800,M,34,34,False,55.0,47.0,11.0,7.0,0.0,16.0,19.0,31.0,36.0,1.0,4.0,,,90.0,66.0,7.1,10.0,0.0266032,,2,,0.25,0.07,-0.09,,,,ltorreira34,,,,3.0,2.0,2.0,,,1.0,1.0,1.0,,1.0,0.0344,2.0,-0.16,,,,,,3.0,,1.0,,,,,,
14109700,home,Galatasaray,Gabriel Sara,gabriel-sara,G. Sara,M,8,178,11687,M,913593,EUR,930355200,M,8,8,False,29.0,26.0,4.0,3.0,0.0,8.0,8.0,18.0,21.0,2.0,3.0,,,74.0,50.0,7.2,12.0,0.199989,,1,,0.33,0.15,0.22,,,,gabrielsara,9.0,4.0,1.0,4.0,4.0,,1.0,,1.0,1.0,1.0,1.0,,0.0159,4.0,0.01,1.0,,,1.0,1.0,1.0,2.0,2.0,,,,,,
14109700,home,Galatasaray,Leroy Sané,leroy-sane,L. Sané,M,10,184,41260,M,293519,EUR,821318400,M,10,10,False,50.0,39.0,4.0,3.0,0.0,13.0,16.0,26.0,34.0,,8.0,,,90.0,73.0,7.2,21.0,0.466127,,2,,0.63,0.26,-0.02,,,,LeroySane,5.0,4.0,,6.0,2.0,1.0,,1.0,,,,3.0,1.0,0.0652,4.0,-0.24,,,,4.0,2.0,,1.0,4.0,1.0,1.0,0.0427,,,
14109700,home,Galatasaray,Yunus Akgün,yunus-akgun,Y. Akgün,M,11,173,9047,M,857738,EUR,962928000,M,11,11,False,19.0,17.0,1.0,1.0,0.0,4.0,4.0,13.0,15.0,,2.0,,,67.0,27.0,6.7,7.0,0.0442992,,1,,0.13,0.18,-0.06,,,,yunusakgun17,,,,2.0,1.0,1.0,,,,,,,,0.2477,1.0,-0.37,,,,2.0,1.0,1.0,,3.0,,,,1.0,,
14109700,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186,13210,M,904096,EUR,959040000,M,53,53,False,19.0,18.0,1.0,1.0,0.0,4.0,4.0,14.0,15.0,,1.0,,,74.0,39.0,6.5,14.0,0.0573533,,1,,0.07,0.28,-0.05,,,,barisalperyilmaz,4.0,,,10.0,5.0,,1.0,,,,2.0,1.0,,0.011,1.0,-0.03,,,2.0,5.0,3.0,1.0,4.0,3.0,,,,,,
14109700,home,Galatasaray,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186,229308,M,822471,EUR,914889600,F,45,45,False,11.0,9.0,,,0.0,2.0,3.0,7.0,8.0,,2.0,,,90.0,29.0,6.7,10.0,0.202076,,6,,0.0,0.78,0.14,,,,Osimhen9,1.0,,4.0,7.0,4.0,3.0,,,,,,2.0,3.0,0.4367,2.0,-0.62,,,3.0,1.0,,,1.0,3.0,2.0,3.0,0.2902,1.0,1.0,
14109700,home,Galatasaray,Kaan Ayhan,kaan-ayhan,K. Ayhan,D,23,185,4087,M,138152,EUR,784425600,D,23,23,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,,,,23.0,6.0,6.7,1.0,0.00130889,,1,,0.02,0.02,0.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,0.0414,,-0.23,,,,,,,,,,,,,,
