match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_duelLost,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_wonTackle,stat_interceptionWon,stat_accurateCross,stat_keyPass,stat_challengeLost,stat_wasFouled,player_sofascoreId,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10411464,home,Atalanta,Marco Sportiello,marco-sportiello,M. Sportiello,G,57,192,1322,M,176301,EUR,705456000,G,57,57,False,27.0,17.0,17.0,7.0,11.0,12.0,6.0,15.0,1.0,9.0,1.0,3.0,2.0,5.0,90.0,45.0,8.0,10.0,0.0,0.0,0.00063627,0,0.4569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411464,home,Atalanta,Rafael Tolói,rafael-toloi,R. Tolói,D,2,185,2015,M,82943,EUR,655516800,D,2,2,False,32.0,25.0,12.0,6.0,13.0,13.0,12.0,20.0,1.0,6.0,1.0,,,,75.0,41.0,6.8,11.0,0.0,0.0,0.00741974,0,,True,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10411464,home,Atalanta,Caleb Okoli,caleb-okoli,C. Okoli,D,5,191,938,M,967722,EUR,994982400,D,5,5,False,26.0,18.0,1.0,1.0,15.0,20.0,3.0,6.0,7.0,4.0,2.0,,,,90.0,40.0,7.3,9.0,0.0,0.0,0.00094836,0,,,,5.0,6.0,1.0,,,,5.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10411464,home,Atalanta,Giorgio Scalvini,giorgio-scalvini,G. Scalvini,D,42,194,3375,M,1012176,EUR,1071100800,D,42,42,False,32.0,25.0,9.0,4.0,9.0,11.0,16.0,21.0,4.0,6.0,3.0,,,,90.0,43.0,7.3,8.0,0.0,0.0,0.0100048,0,,,,1.0,3.0,1.0,1.0,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,
10411464,home,Atalanta,Hans Hateboer,hans-hateboer,H. Hateboer,D,33,185,622,M,356352,EUR,758073600,M,33,33,False,31.0,22.0,1.0,,7.0,8.0,16.0,24.0,4.0,3.0,1.0,,,,90.0,53.0,6.9,12.0,0.0,0.0,0.0296965,0,,,1.0,4.0,3.0,2.0,,,,4.0,3.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
10411464,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1856,M,100389,EUR,670204800,M,15,15,False,25.0,20.0,7.0,4.0,8.0,8.0,12.0,18.0,4.0,1.0,1.0,,,,90.0,35.0,6.7,7.0,0.0,0.0,0.0173107,0,,,1.0,2.0,2.0,1.0,,,,,1.0,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,
10411464,home,Atalanta,Teun Koopmeiners,teun-koopmeiners,T. Koopmeiners,M,8,183,6981,M,803033,EUR,888624000,M,7,7,False,36.0,26.0,7.0,3.0,7.0,7.0,20.0,32.0,6.0,3.0,4.0,,,,90.0,57.0,7.0,15.0,0.0562,0.3176,0.126625,2,,,3.0,4.0,3.0,,1.0,,,,,,2.0,,1.0,2.0,1.0,1.0,teunkoopmeiners,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
10411464,home,Atalanta,Brandon Soppy,brandon-soppy,B. Soppy,M,2,181,434,M,963211,EUR,1014249600,M,93,93,False,17.0,15.0,,,6.0,6.0,9.0,11.0,5.0,8.0,1.0,,,,56.0,40.0,6.7,10.0,0.0948,0.0772,0.0188756,1,,,,7.0,1.0,2.0,3.0,,,,1.0,,,,,1.0,1.0,2.0,,2.0,2.0,1.0,,,1.0,,,,,,,
10411464,home,Atalanta,Éderson,ederson,Éderson,M,13,183,7659,M,946888,EUR,931305600,F,13,13,False,13.0,8.0,2.0,,3.0,6.0,5.0,7.0,5.0,4.0,2.0,,,,56.0,28.0,6.6,9.0,0.1487,0.0,0.014368,2,,,,7.0,,1.0,1.0,,,3.0,,,,,,,,3.0,ederson99,1.0,2.0,,,1.0,,1.0,,,,,,
10411464,home,Atalanta,Ademola Lookman,ademola-lookman,A. Lookman,F,22,174,80703,M,824200,EUR,877305600,F,11,11,False,21.0,16.0,,,3.0,3.0,13.0,19.0,1.0,5.0,,,,,74.0,31.0,7.3,11.0,0.7604,0.6072,0.0364336,3,,,1.0,5.0,,2.0,2.0,,,,,,,,,1.0,,1.0,molalookman,1.0,2.0,,,,2.0,1.0,1.0,,,,,
