match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_fouls,captain,stat_outfielderBlock,stat_dispossessed,stat_challengeLost,stat_totalContest,stat_wonContest,stat_wonTackle,stat_unsuccessfulTouch,stat_totalCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wasFouled,stat_hitWoodwork,stat_goalAssist,stat_accurateCross,stat_bigChanceMissed,stat_keyPass,stat_totalOffside,stat_goals,stat_blockedScoringAttempt,stat_bigChanceCreated
10407282,home,KV Oostende,Guillaume Hubert,,,guillaume-hubert,G. Hubert,G,28,198,51,M,149794,EUR,758246400,G,28,28,False,21.0,12.0,13.0,4.0,11.0,15.0,1.0,6.0,2.0,2.0,1.0,14.0,2.0,2.0,3.0,1.0,90.0,37.0,6.4,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10407282,home,KV Oostende,Osaze Urhoghide,,,osaze-urhoghide,O. Urhoghide,D,3,188,129,M,915129,EUR,962668800,D,2,2,False,50.0,40.0,6.0,3.0,22.0,23.0,18.0,27.0,3.0,4.0,2.0,7.0,,,,,90.0,58.0,6.5,10.0,0,2.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10407282,home,KV Oostende,Anton Tanghe,,,tanghe-anton,A. Tanghe,D,3,194,71,M,1005175,EUR,917481600,D,33,33,False,54.0,48.0,16.0,10.0,33.0,33.0,15.0,21.0,2.0,2.0,7.0,8.0,,,,,90.0,64.0,6.8,6.0,0,,,1.0,,,True,1.0,,,,,,,,,,,,,,,,,,,
10407282,home,KV Oostende,Zech Medley,,,zech-medley,Z. Medley,D,3,195,94,M,960257,EUR,963100800,D,3,3,False,21.0,15.0,4.0,1.0,9.0,11.0,6.0,10.0,1.0,2.0,1.0,3.0,,,,,45.0,29.0,6.2,7.0,0,,3.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,
10407282,home,KV Oostende,Robbie D'Haese,Robbie,D'Haese,robbie-dhaese,R. D'Haese,M,,180,35,M,889388,EUR,919900800,M,29,29,False,18.0,11.0,,,4.0,5.0,7.0,13.0,,6.0,1.0,6.0,,,,,70.0,40.0,6.6,16.0,0,2.0,6.0,1.0,3.0,,,,2.0,1.0,4.0,3.0,1.0,4.0,,,,,,,,,,,,,
10407282,home,KV Oostende,Alfons Amade,,,alfons-amade,A. Amade,M,14,172,403,M,836701,EUR,942364800,M,23,23,False,39.0,30.0,4.0,2.0,9.0,12.0,21.0,27.0,,,,6.0,,,,,90.0,51.0,6.2,12.0,0,,6.0,3.0,,1.0,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
10407282,home,KV Oostende,Kenny Rocha Santos,,,kenny-rocha-santos,K. R. Santos,M,10,174,107,M,867520,EUR,946857600,M,10,10,False,36.0,25.0,2.0,1.0,14.0,16.0,11.0,22.0,,3.0,,5.0,,,,,70.0,49.0,6.2,19.0,2,1.0,6.0,,2.0,1.0,,,,2.0,2.0,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,
10407282,home,KV Oostende,Théo Ndicka Matam,,,theo-ndicka-matam,T. N. Matam,D,,169,57,M,963070,EUR,956188800,M,7,7,False,20.0,17.0,,,8.0,9.0,9.0,13.0,,3.0,,3.0,,,,,63.0,49.0,6.3,14.0,0,,4.0,1.0,1.0,1.0,,,1.0,,2.0,,1.0,3.0,2.0,,,2.0,1.0,,,,,,,,
10407282,home,KV Oostende,Nick Bätzner,,,nick-batzner,N. Bätzner,M,9,170,71,M,959635,EUR,953078400,F,34,34,False,25.0,17.0,1.0,,7.0,8.0,11.0,19.0,,2.0,,4.0,,,,,90.0,39.0,6.5,15.0,1,2.0,7.0,,1.0,1.0,,,3.0,,1.0,,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,
10407282,home,KV Oostende,Thierry Ambrose,,,thierry-ambrose,T. Ambrose,F,68,178,425,M,356024,EUR,859507200,F,68,68,False,29.0,22.0,1.0,,4.0,4.0,18.0,25.0,4.0,11.0,1.0,3.0,,,,,90.0,54.0,7.0,20.0,1,2.0,9.0,,1.0,1.0,,,3.0,,8.0,5.0,1.0,7.0,,1.0,,1.0,,,,,4.0,1.0,,,
