match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_totalContest,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_shotOffTarget,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_bigChanceCreated,stat_lastManTackle,stat_hitWoodwork,player_sofascoreId,stat_errorLeadToAShot
14062006,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,30.0,15.0,29.0,14.0,0.0,2.0,3.0,13.0,27.0,2.0,2.0,2.0,11.0,5.0,2.0,5.0,1.0,90.0,45.0,8.4,15.0,0.00752417,0.7052,0,0.9615,0.25,0.03,0.32,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062006,home,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,D,28,28,False,10.0,6.0,5.0,3.0,0.0,4.0,6.0,2.0,4.0,,2.0,3.0,2.0,,,,,84.0,37.0,7.1,15.0,0.0564107,,0,,-0.11,0.01,0.42,,True,7.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14062006,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,16.0,10.0,7.0,3.0,0.0,3.0,5.0,7.0,11.0,2.0,5.0,7.0,1.0,,,,,90.0,39.0,7.7,7.0,0.173219,,1,,0.4,0.13,0.72,,,,,6.0,2.0,2.0,2.0,1.0,,2.0,1.0,,,3.0,1.0,1.0,1.0,0.0376,0.01,,,,,,,,,,,,,,
14062006,home,1. FC Union Berlin,Leopold Querfeld,querfeld-leopold,L. Querfeld,D,14,190,1226,M,1086547,EUR,1071878400,D,14,14,False,7.0,6.0,1.0,1.0,0.0,4.0,4.0,2.0,3.0,2.0,3.0,10.0,1.0,,,,,90.0,22.0,6.7,1.0,0.00043451,,1,,0.01,0.0,0.14,,,,,2.0,1.0,,,,,,,,,1.0,,,1.0,0.023,-0.18,1.0,1.0,,,,,,,,,,,,
14062006,home,1. FC Union Berlin,Tom Rothe,rothe-tom,T. Rothe,M,15,192,809,M,1210666,EUR,1099008000,D,15,15,False,16.0,13.0,6.0,5.0,0.0,9.0,9.0,4.0,7.0,2.0,4.0,6.0,2.0,,,,,90.0,29.0,6.7,4.0,0.00304323,,1,,0.02,-0.01,-0.07,,,,,4.0,,,2.0,,,2.0,1.0,,,1.0,,,,0.0453,-0.18,,1.0,1.0,,,,,,,,,,,
14062006,home,1. FC Union Berlin,Robert Skov,robert-skov,R. Skov,M,24,183,755,M,327863,EUR,832550400,D,24,24,False,15.0,10.0,3.0,,0.0,3.0,5.0,7.0,10.0,1.0,5.0,3.0,3.0,,,,,67.0,33.0,6.9,9.0,0.0318576,,1,,0.13,0.05,0.14,,,2.0,1.0,4.0,,1.0,2.0,2.0,1.0,2.0,1.0,,,,1.0,,1.0,0.0197,-0.08,1.0,1.0,1.0,1.0,,,,,,,,,,
14062006,home,1. FC Union Berlin,András Schäfer,andras-schafer,A. Schäfer,M,13,179,2407,M,877302,EUR,923961600,M,13,13,False,19.0,9.0,4.0,,0.0,3.0,8.0,6.0,11.0,3.0,7.0,3.0,5.0,,,,,90.0,36.0,6.7,17.0,0.00549373,,0,,-0.12,0.22,0.2,,,,,4.0,,,2.0,2.0,6.0,3.0,,,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,
14062006,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,19.0,11.0,7.0,2.0,0.0,3.0,5.0,8.0,14.0,,3.0,5.0,4.0,,,,,90.0,35.0,6.9,10.0,0.00517258,,0,,0.04,0.07,0.26,,,1.0,,2.0,,3.0,3.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
14062006,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,False,12.0,9.0,,,0.0,3.0,4.0,6.0,8.0,,4.0,2.0,3.0,,,,,67.0,20.0,7.0,3.0,0.125671,,0,,0.27,-0.11,0.18,,,1.0,1.0,4.0,,,,,,1.0,,,,2.0,,,4.0,,,1.0,,,,,,,,,,,,,
14062006,home,1. FC Union Berlin,Ilyas Ansah,ansah-ilyas,I. Ansah,F,10,197,2076,M,1462742,EUR,1099872000,F,10,10,False,15.0,12.0,1.0,1.0,0.0,5.0,5.0,7.0,10.0,1.0,6.0,2.0,2.0,,,,,76.0,39.0,9.3,12.0,0.0101605,,2,,-0.05,0.5,0.19,,,1.0,,8.0,,,1.0,,3.0,1.0,,,,2.0,6.0,,1.0,0.0707,0.95,,,2.0,3.0,2.0,2.0,1.0,0.2531,,,,,,
