match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_goals,stat_goodHighClaim,stat_bigChanceMissed,player_sofascoreId,stat_hitWoodwork
11369880,home,KVC Westerlo,Sinan Bolat,,,sinan-bolat,S. Bolat,G,26,187,164,M,5920,EUR,589248000,G,1,1,False,True,39.0,33.0,15.0,10.0,0.0,31.0,32.0,2.0,7.0,1.0,1.0,9.0,1.0,3.0,4.0,90.0,52.0,6.8,7.0,0.00165409,0,-1.3275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369880,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185,426,M,862075,EUR,993686400,D,22,22,False,,45.0,30.0,8.0,2.0,0.0,14.0,20.0,16.0,26.0,,6.0,14.0,,,,90.0,79.0,6.4,27.0,0.0190579,0,,1.0,2.0,5.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,5.0,,,,,,,,,,,,,,,,,
11369880,home,KVC Westerlo,Emin Bayram,,,emin-bayram,E. Bayram,D,40,193,768,M,997153,EUR,1049241600,D,40,40,False,,49.0,42.0,7.0,5.0,0.0,30.0,33.0,12.0,16.0,5.0,9.0,6.0,1.0,,,90.0,68.0,6.5,9.0,0.00755039,0,,,1.0,8.0,,,,7.0,,3.0,1.0,2.0,6.0,5.0,1.0,,,,,,,,,,,,,,
11369880,home,KVC Westerlo,Pietro Perdichizzi,,,pietro-perdichizzi,P. Perdichizzi,D,2,182,26,M,105720,EUR,724464000,D,2,2,False,,60.0,50.0,9.0,5.0,0.0,41.0,48.0,9.0,12.0,5.0,8.0,9.0,2.0,,,90.0,77.0,7.0,11.0,0.00647812,0,,,1.0,1.0,,1.0,1.0,8.0,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,
11369880,home,KVC Westerlo,Tuur Rommens,,,rommens-tuur,T. Rommens,D,25,185,329,M,1130011,EUR,1048636800,D,25,25,False,,41.0,25.0,7.0,2.0,0.0,14.0,20.0,11.0,23.0,,3.0,3.0,,,,67.0,74.0,6.2,30.0,0.00813329,0,,2.0,1.0,7.0,2.0,1.0,,4.0,,3.0,1.0,1.0,,2.0,3.0,,,,,,,,,,,,,,
11369880,home,KVC Westerlo,Griffin Yow,,,griffin-yow,G. Yow,M,18,173,283,M,979808,EUR,1032912000,M,18,18,False,,23.0,19.0,3.0,2.0,1.0,5.0,6.0,14.0,20.0,,6.0,7.0,,,,90.0,51.0,7.6,17.0,0.139131,2,,3.0,,7.0,4.0,7.0,5.0,,,1.0,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.1007,0.1653,5.0,,,,,,,
11369880,home,KVC Westerlo,Nicolas Madsen,,,nicolas-madsen,N. Madsen,M,24,193,1189,M,938306,EUR,953251200,M,8,8,False,,48.0,40.0,7.0,5.0,0.0,17.0,19.0,24.0,31.0,,6.0,10.0,3.0,,,90.0,67.0,7.2,12.0,0.0865577,1,,2.0,1.0,6.0,2.0,1.0,,2.0,1.0,3.0,3.0,,1.0,,1.0,,,1.0,,0.026,0.0262,1.0,1.0,,,,,,
11369880,home,KVC Westerlo,Serhiy Sydorchuk,,,serhiy-sydorchuk,S. Sydorchuk,M,8,189,289,M,81202,EUR,673142400,M,15,15,False,,42.0,34.0,6.0,5.0,0.0,18.0,19.0,16.0,23.0,,5.0,9.0,1.0,,,90.0,56.0,7.1,10.0,0.0211233,0,,,1.0,5.0,1.0,2.0,2.0,,,2.0,1.0,,2.0,4.0,1.0,,,,,,,1.0,,,,,,,
11369880,home,KVC Westerlo,Jordan Bos,Jordan Bos,,jordan-bos,J. Bos,D,15,180,747,M,1144138,EUR,1035849600,M,5,5,False,,34.0,26.0,4.0,1.0,0.0,15.0,20.0,11.0,16.0,1.0,3.0,4.0,,,,90.0,54.0,6.3,16.0,0.011354,0,,2.0,4.0,8.0,1.0,1.0,,1.0,,2.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,
11369880,home,KVC Westerlo,Erdon Daci,,,erdon-daci,E. Daci,F,,183,74,M,889761,EUR,899510400,F,21,21,False,,18.0,9.0,1.0,,0.0,6.0,8.0,3.0,10.0,,1.0,4.0,1.0,,,76.0,31.0,6.9,14.0,0.00187272,3,,,3.0,8.0,3.0,1.0,,1.0,,,,1.0,,,1.0,,,2.0,1.0,0.3961,0.7678,,,1.0,1.0,,,,
11369880,home,KVC Westerlo,Lucas Stassin,,,lucas-stassin,L. Stassin,F,9,184,2195,M,1126521,EUR,1101686400,F,76,76,False,,7.0,4.0,,,0.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,,,67.0,14.0,6.8,6.0,0.0092293,2,,,,2.0,1.0,,,,,,,,,,2.0,,2.0,,,0.0589,,1.0,,,,,,,
11369880,home,KVC Westerlo,Matija Frigan,,,matija-frigan,M. Frigan,F,20,184,1391,M,1092081,EUR,1044921600,F,9,9,True,,6.0,3.0,,,0.0,1.0,2.0,2.0,4.0,1.0,1.0,,,,,23.0,11.0,6.6,5.0,0.00268594,1,,,,,,,,1.0,,,,2.0,,,,,1.0,,,0.0486,,,,,,,,,
11369880,home,KVC Westerlo,Kyan Vaesen,,,vaesen-kyan,K. Vaesen,F,17,190,139,M,997827,EUR,987120000,F,14,14,True,,7.0,4.0,,,0.0,2.0,2.0,2.0,5.0,,3.0,2.0,,,,23.0,16.0,6.7,8.0,0.00067529,1,,,1.0,5.0,,4.0,2.0,,,1.0,1.0,3.0,,,2.0,,,,,0.0224,,,,1.0,,,,,
11369880,home,KVC Westerlo,Nacer Chadli,,,nacer-chadli,N. Chadli,M,,187,414,M,32492,EUR,618019200,M,89,89,True,,16.0,11.0,2.0,1.0,0.0,2.0,5.0,9.0,11.0,,,,,,,14.0,18.0,6.5,6.0,0.0177646,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369880,home,KVC Westerlo,Nick Gillekens,,,nick-gillekens,N. Gillekens,G,1,185,45,M,794577,EUR,804902400,G,20,20,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369880,home,KVC Westerlo,Roman Neustädter,,,roman-neustadter,R. Neustädter,D,33,190,122,M,38471,EUR,572140800,M,33,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369880,home,KVC Westerlo,Lukas Van Eenoo,,,lukas-van-eenoo,L. V. Eenoo,M,8,175,44,M,45880,EUR,665798400,M,7,7,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369880,home,KVC Westerlo,Thomas Van den Keybus,,,thomas-van-den-keybus,T. V. d. Keybus,M,39,179,112,M,997164,EUR,988156800,M,39,39,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369880,away,Royale Union Saint-Gilloise,Anthony Moris,,,anthony-moris,A. Moris,G,49,184,297,M,39457,EUR,641347200,G,49,49,False,True,33.0,22.0,13.0,3.0,0.0,21.0,26.0,1.0,7.0,,,8.0,,,3.0,90.0,43.0,6.7,11.0,0.00052296,0,-0.0407,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
11369880,away,Royale Union Saint-Gilloise,Ross Sykes,,,ross-sykes,R. Sykes,D,26,196,234,M,845558,EUR,922406400,D,26,26,False,,61.0,46.0,12.0,5.0,0.0,29.0,34.0,18.0,28.0,2.0,2.0,12.0,,,,90.0,82.0,6.9,23.0,0.0646598,0,,1.0,2.0,2.0,,,,3.0,1.0,,,2.0,,2.0,1.0,,,,,,,,1.0,,,,,,
11369880,away,Royale Union Saint-Gilloise,Christian Burgess,,,christian-burgess,C. Burgess,D,16,196,311,M,303634,EUR,686793600,D,16,16,False,,45.0,38.0,3.0,3.0,0.0,31.0,34.0,7.0,11.0,2.0,5.0,6.0,,,,90.0,57.0,7.1,7.0,0.00312337,1,,,4.0,6.0,,,,5.0,,3.0,3.0,,1.0,1.0,1.0,,,1.0,,0.1048,0.0766,,,,,,,,
11369880,away,Royale Union Saint-Gilloise,Koki Machida,,,koki-machida,K. Machida,D,28,190,1344,M,790977,EUR,872467200,D,28,28,False,,51.0,41.0,4.0,1.0,0.0,20.0,23.0,21.0,28.0,1.0,5.0,10.0,1.0,,,90.0,73.0,7.0,12.0,0.0270797,1,,,1.0,6.0,1.0,1.0,1.0,4.0,,2.0,2.0,,3.0,4.0,1.0,,1.0,,,0.0144,,,,,,,,,
11369880,away,Royale Union Saint-Gilloise,Alessio Castro-Montes,,,alessio-castro-montes,A. Castro-Montes,M,21,175,290,M,839898,EUR,863827200,M,21,21,False,,45.0,34.0,3.0,1.0,0.0,14.0,15.0,20.0,32.0,3.0,9.0,8.0,1.0,,,72.0,66.0,7.8,16.0,0.0289774,0,,2.0,,1.0,,2.0,1.0,2.0,,4.0,1.0,1.0,,3.0,,,,,,,,1.0,,,,,,,
11369880,away,Royale Union Saint-Gilloise,Charles Vanhoutte,,,charles-vanhoutte,C. Vanhoutte,M,24,182,634,M,928033,EUR,905904000,M,24,24,False,,65.0,53.0,9.0,5.0,0.0,19.0,23.0,34.0,42.0,2.0,5.0,6.0,1.0,,,90.0,78.0,7.3,12.0,0.0427047,0,,,,2.0,,,,,,2.0,2.0,,2.0,5.0,,,,,,,,1.0,,,,,,,
11369880,away,Royale Union Saint-Gilloise,Noah Sadiki,,,noah-sadiki,N. Sadiki,M,27,173,15438,M,1171539,EUR,1103241600,M,27,27,False,,28.0,24.0,1.0,,0.0,10.0,11.0,14.0,18.0,,5.0,3.0,2.0,,,62.0,39.0,6.7,7.0,0.0267768,0,,1.0,1.0,5.0,,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,,
11369880,away,Royale Union Saint-Gilloise,Cameron Puertas,,,cameron-puertas,C. Puertas,M,18,178,1148,M,916176,EUR,903398400,M,23,23,False,,39.0,30.0,2.0,,0.0,4.0,5.0,29.0,44.0,1.0,9.0,5.0,3.0,,,90.0,78.0,7.7,27.0,0.621713,4,,10.0,1.0,13.0,5.0,5.0,3.0,,,2.0,2.0,3.0,2.0,3.0,3.0,,2.0,1.0,,0.1193,0.0584,5.0,3.0,1.0,,,,,
11369880,away,Royale Union Saint-Gilloise,Loïc Lapoussin,,,loic-lapoussin,L. Lapoussin,M,,181,702,M,902987,EUR,827884800,M,10,10,False,,53.0,40.0,7.0,5.0,0.0,14.0,17.0,26.0,39.0,,5.0,10.0,,,,90.0,77.0,8.1,20.0,0.174781,3,,3.0,,4.0,,4.0,2.0,,,3.0,2.0,2.0,1.0,,1.0,,,2.0,1.0,0.1011,0.1893,3.0,,1.0,1.0,,,,
11369880,away,Royale Union Saint-Gilloise,Mathias Rasmussen,,,mathias-rasmussen,M. Rasmussen,M,20,180,239,M,834244,EUR,880416000,F,4,4,False,,31.0,26.0,,,0.0,4.0,4.0,24.0,30.0,2.0,4.0,8.0,,,,72.0,47.0,7.1,11.0,0.41081,0,,3.0,,4.0,2.0,3.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,3.0,2.0,,,,,,
