match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_wasFouled,stat_clearanceOffLine,stat_totalContest,stat_wonContest,captain,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,player_sofascoreId,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
10433817,home,Adana Demirspor,Ertaç Özbir,ertac-ozbir,E. Özbir,G,186,92,M,126077,EUR,625276800,G,25,25,False,53.0,42.0,20.0,9.0,39.0,44.0,3.0,9.0,6.0,3.0,4.0,90.0,60.0,7.8,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433817,home,Adana Demirspor,Jonas Svensson,jonas-svensson,J. Svensson,D,170,1475,M,98199,EUR,731376000,D,22,22,False,29.0,22.0,1.0,,12.0,15.0,10.0,15.0,4.0,,,90.0,58.0,7.4,12.0,0,71,1.0,2.0,2.0,5.0,8.0,1.0,1.0,5.0,1.0,1.0,6.0,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10433817,home,Adana Demirspor,Samet Akaydın,samet-akaydin,S. Akaydın,D,190,969,M,863600,EUR,763516800,D,5,5,False,50.0,36.0,12.0,4.0,31.0,37.0,5.0,13.0,5.0,,,90.0,63.0,6.9,15.0,1,3,,,1.0,4.0,4.0,2.0,,4.0,,3.0,1.0,,1.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,
10433817,home,Adana Demirspor,Semih Güler,semih-guler,S. Güler,D,184,112,M,325155,EUR,786153600,D,4,4,False,46.0,40.0,5.0,3.0,32.0,33.0,8.0,13.0,4.0,,,90.0,71.0,8.7,8.0,0,6,,,,,3.0,,,6.0,6.0,5.0,3.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
10433817,home,Adana Demirspor,Kévin Rodrigues,kevin-rodrigues,K. Rodrigues,D,169,248,M,234232,EUR,762825600,D,77,77,False,23.0,15.0,4.0,1.0,11.0,15.0,4.0,11.0,6.0,,,90.0,51.0,7.1,16.0,1,77,3.0,,,3.0,6.0,1.0,,2.0,,2.0,1.0,,2.0,1.0,1.0,1.0,3.0,,3.0,2.0,,,,,,,,,,,,,,
10433817,home,Adana Demirspor,Benjamin Stambouli,benjamin-stambouli,B. Stambouli,M,180,161,M,105951,EUR,650505600,M,90,90,False,40.0,21.0,9.0,3.0,10.0,18.0,11.0,23.0,9.0,,,64.0,51.0,6.0,21.0,0,21,1.0,1.0,1.0,4.0,1.0,,1.0,,2.0,3.0,,,,2.0,,,,,,,True,,,,,,,,,,,,,
10433817,home,Adana Demirspor,Badou Ndiaye,badou-ndiaye,B. Ndiaye,M,180,427,M,228342,EUR,656985600,M,17,17,False,24.0,22.0,2.0,2.0,13.0,14.0,9.0,10.0,5.0,,,90.0,41.0,7.1,5.0,1,,,2.0,,9.0,7.0,2.0,,1.0,,4.0,4.0,2.0,1.0,3.0,,,2.0,,3.0,1.0,,1.0,,,,,,,,,,,,
10433817,home,Adana Demirspor,Yusuf Sarı,yusuf-sari,Y. Sarı,M,168,562,M,896364,EUR,911520000,M,26,26,False,20.0,18.0,1.0,1.0,7.0,7.0,11.0,13.0,5.0,,,69.0,31.0,6.6,6.0,0,7,,,,3.0,4.0,1.0,,,,,1.0,,2.0,,,,1.0,,4.0,2.0,,,,,,,,,,,,,,
10433817,home,Adana Demirspor,Emre Akbaba,emre-akbaba,E. Akbaba,M,180,414,M,343527,EUR,718156800,M,20,20,False,18.0,12.0,2.0,,5.0,8.0,7.0,10.0,1.0,,,60.0,28.0,6.1,13.0,1,8,,1.0,,5.0,,,,,,,,,3.0,1.0,,,,,3.0,,,1.0,,,,,,,,,,,,
10433817,home,Adana Demirspor,Henry Onyekuru,henry-onyekuru,H. Onyekuru,F,175,741,M,809220,EUR,865468800,M,7,7,False,9.0,8.0,2.0,1.0,,,8.0,9.0,5.0,,,69.0,27.0,6.6,8.0,2,7,,,,3.0,4.0,,2.0,,,2.0,,,4.0,,2.0,,4.0,,1.0,,,,,,1.0,2.0,2.0,,,,,,,
10433817,home,Adana Demirspor,Younès Belhanda,younes-belhanda,Y. Belhanda,M,177,1189,M,72999,EUR,635904000,F,10,10,False,25.0,18.0,1.0,,6.0,8.0,13.0,19.0,4.0,,,82.0,35.0,7.0,12.0,2,10,2.0,2.0,1.0,3.0,2.0,,,,,,1.0,1.0,4.0,1.0,1.0,1.0,,,,,,1.0,Younès,Belhanda,,,,1.0,1.0,,,,,
10433817,home,Adana Demirspor,Britt Assombalonga,britt-assombalonga,B. Assombalonga,F,177,240,M,151512,EUR,723600000,F,9,9,True,3.0,1.0,,,,,1.0,3.0,1.0,,,30.0,9.0,6.7,3.0,0,27,,,,,3.0,,,1.0,1.0,,,,,,,,2.0,,1.0,1.0,,,,,,,1.0,,,,,,,
10433817,home,Adana Demirspor,Babajide David Akintola,babajide-david-akintola,D. Babajide,M,178,297,M,798676,EUR,821491200,M,11,11,True,7.0,4.0,,,2.0,2.0,2.0,5.0,3.0,,,21.0,16.0,6.5,6.0,0,11,,2.0,,4.0,3.0,,,1.0,,,,,,,,,1.0,,4.0,2.0,,,,,,,,,,,,,,
10433817,home,Adana Demirspor,Gökhan Inler,gokhan-inler,G. Inler,M,183,108,M,4252,EUR,457142400,M,88,88,True,9.0,9.0,2.0,2.0,3.0,3.0,6.0,7.0,,,,21.0,15.0,6.6,3.0,0,,1.0,,,2.0,2.0,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,
