match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOwnHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalCross,stat_accurateCross,stat_keyPass,captain,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_clearanceOffLine,stat_errorLeadToAShot,stat_hitWoodwork
10407486,home,Cercle Brugge,Warleson,,,warleson,Warleson,G,1,191,144,M,861071,EUR,841449600,G,21,21,False,25.0,9.0,24.0,9.0,3.0,9.0,22.0,11.0,1.0,2.0,3.0,90.0,31.0,6.3,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407486,home,Cercle Brugge,Boris Popović,,,boris-popovic,B. Popović,D,5,189,111,M,902050,EUR,951523200,D,5,5,False,26.0,14.0,4.0,1.0,8.0,7.0,18.0,9.0,,,,90.0,43.0,6.5,15.0,0,7.0,4.0,4.0,9.0,7.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,
10407486,home,Cercle Brugge,Christiaan Ravych,,,ravych-christiaan,C. Ravych,D,66,187,206,M,1191212,EUR,1027987200,D,66,66,False,17.0,13.0,,,13.0,2.0,4.0,8.0,,,,90.0,29.0,6.9,4.0,0,11.0,3.0,1.0,3.0,7.0,,,1.0,1.0,4.0,3.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
10407486,home,Cercle Brugge,Jesper Daland,,,jesper-daland,J. Daland,D,2,188,224,M,958915,EUR,947116800,D,4,4,False,33.0,16.0,10.0,3.0,11.0,7.0,22.0,12.0,,,,90.0,40.0,6.6,17.0,1,9.0,3.0,3.0,6.0,4.0,,,1.0,2.0,,,,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10407486,home,Cercle Brugge,Hugo Siquet,,,hugo-siquet,H. Siquet,D,41,180,607,M,983041,EUR,1026172800,M,41,41,False,21.0,10.0,4.0,2.0,4.0,10.0,25.0,5.0,,,,74.0,45.0,7.4,23.0,0,3.0,2.0,2.0,2.0,4.0,,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,8.0,3.0,2.0,,,,,,,,,,,,,,
10407486,home,Cercle Brugge,Charles Vanhoutte,,,charles-vanhoutte,C. Vanhoutte,M,24,182,634,M,928033,EUR,905904000,M,14,14,False,48.0,36.0,4.0,3.0,13.0,28.0,36.0,11.0,,,,90.0,61.0,7.1,15.0,0,8.0,,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,1.0,,,1.0,,2.0,True,1.0,1.0,1.0,,,,,,,,,,
10407486,home,Cercle Brugge,Abu Francis,,,francis-abu,A. Francis,M,17,182,1501,M,988801,EUR,988329600,M,17,17,False,38.0,26.0,4.0,3.0,12.0,15.0,26.0,12.0,,,,90.0,55.0,7.1,16.0,2,11.0,,2.0,3.0,7.0,,,2.0,,5.0,3.0,4.0,,2.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,
10407486,home,Cercle Brugge,Olivier Deman,,,deman-olivier,O. Deman,D,2,181,445,M,960114,EUR,954979200,M,23,23,False,37.0,21.0,3.0,,5.0,17.0,36.0,8.0,,,,90.0,65.0,6.9,29.0,0,4.0,,3.0,2.0,8.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,,,,2.0,,,4.0,,,,,,,,,,,,,,,,
10407486,home,Cercle Brugge,Thibo Somers,,,somers-thibo,T. Somers,F,24,183,225,M,1002804,EUR,921542400,F,34,34,False,30.0,18.0,3.0,1.0,3.0,15.0,30.0,12.0,,,,90.0,51.0,7.4,19.0,0,3.0,2.0,6.0,6.0,8.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,2.0,,,3.0,,3.0,,1.0,1.0,1.0,,,,,,,,,,
10407486,home,Cercle Brugge,Ayase Ueda,,,ueda-ayase,A. Ueda,F,9,182,7469,M,985823,EUR,904262400,F,36,36,False,21.0,10.0,,,1.0,9.0,22.0,1.0,,,,89.0,32.0,6.9,16.0,4,1.0,7.0,4.0,11.0,4.0,,,,,,,1.0,,4.0,,1.0,2.0,1.0,2.0,,,,,1.0,,,bee18,1.0,2.0,,,,,,
