match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_penaltyConceded,stat_fouls,stat_possessionLostCtrl,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_wasFouled,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceMissed,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_wonTackle,captain,stat_goodHighClaim,stat_errorLeadToAShot,stat_hitWoodwork
11368644,home,Villarreal,Alexander Sørloth,alexander-sorloth,A. Sørloth,F,9,195,17312,M,asorloth,309078,EUR,818121600,F,11,11,False,18.0,16.0,1.0,,2.0,2.0,14.0,16.0,2.0,,,,90.0,25.0,8.9,0.553257,4,,,,,,1.0,1.0,4.0,,,,,,,1.0,4.0,3.0,3.0,,1.0,2.0,2.0,2.0,,0.5084,0.6841,,1.0,,1.0,,1.0,2.0,,,,,
11368644,home,Villarreal,Ramón Terrats,ramon-terrats,R. Terrats,M,14,179,517,M,,1088565,EUR,971827200,M,20,20,True,45.0,42.0,1.0,1.0,14.0,14.0,29.0,35.0,5.0,,,,45.0,55.0,7.7,0.486504,1,,Ramón Terrats,,4.0,1.0,,1.0,3.0,1.0,,,2.0,,,,6.0,3.0,1.0,,,,,,2.0,0.0585,,1.0,,,1.0,1.0,,1.0,2.0,,,,
11368644,home,Villarreal,Bertrand Traoré,bertrand-traore,B. Traoré,F,25,180,34194,M,bertrandtraore10,218160,EUR,810345600,F,25,25,True,9.0,8.0,1.0,,1.0,1.0,7.0,10.0,,,,,26.0,18.0,6.6,0.0115349,2,,,,2.0,,,3.0,2.0,,3.0,,,,,,6.0,,,,2.0,1.0,1.0,,,0.0498,0.0571,,,,,,,,,,,,
11368644,home,Villarreal,Étienne Capoue,etienne-capoue,É. Capoue,M,,187,342,M,,16701,EUR,584582400,M,6,6,True,6.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,,,,8.0,6.0,6.6,0.00082817,0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11368644,home,Villarreal,José Luis Morales,jose-luis-morales,J. L. Morales,F,11,180,1811,M,,344129,EUR,553996800,F,15,15,True,1.0,1.0,,,,,1.0,1.0,,,,,8.0,2.0,6.5,0.00300885,0,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,
11368644,home,Villarreal,Pepe Reina,pepe-reina,P. Reina,G,,188,1240,M,,26937,EUR,399600000,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368644,home,Villarreal,Raúl Albiol,raul-albiol,R. Albiol,D,39,190,1235,M,,3041,EUR,494640000,D,3,3,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368644,home,Villarreal,Aïssa Mandi,aissa-mandi,A. Mandi,D,23,186,10320,M,aissamandi23,122810,EUR,688089600,D,23,23,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368644,home,Villarreal,Manu Trigueros,manu-trigueros,M. Trigueros,M,14,178,191,M,,153966,EUR,687657600,M,14,14,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368644,away,Sevilla,Ørjan Nyland,orjan-nyland,Ø. Nyland,G,13,192,1050,M,,22209,EUR,652924800,G,13,13,False,35.0,13.0,28.0,6.0,7.0,10.0,6.0,25.0,7.0,3.0,,4.0,90.0,45.0,6.4,0.00185439,0,0.2762,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,1.0,,
11368644,away,Sevilla,Jesús Navas,jesus-navas,J. Navas,D,16,170,1580,M,,11869,EUR,501379200,D,16,16,False,25.0,19.0,5.0,3.0,11.0,12.0,12.0,22.0,1.0,,,,90.0,39.0,7.0,0.509122,0,,,,9.0,4.0,,,1.0,,,,2.0,,,,11.0,2.0,,,,,,,1.0,,,1.0,,,2.0,,,,1.0,True,,,
11368644,away,Sevilla,Tanguy Nianzou,tanguy-nianzou,T. Nianzou,D,5,192,1231,M,,1003007,EUR,1023408000,D,14,14,False,28.0,26.0,,,21.0,22.0,5.0,6.0,1.0,,,,90.0,33.0,6.0,0.00108581,0,,,,,,1.0,2.0,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,
11368644,away,Sevilla,Sergio Ramos,sergio-ramos,S. Ramos,D,93,184,68934,M,SergioRamos,10710,EUR,512524800,D,4,4,False,46.0,41.0,10.0,7.0,31.0,32.0,10.0,14.0,5.0,,,,90.0,64.0,7.1,0.0100239,0,,,,,,1.0,2.0,4.0,,,,13.0,1.0,,1.0,6.0,1.0,2.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,
11368644,away,Sevilla,Kike Salas,kike-salas,K. Salas,D,4,186,890,M,,1097719,EUR,1019433600,D,2,2,False,54.0,41.0,10.0,2.0,26.0,29.0,16.0,26.0,2.0,,,,90.0,73.0,7.1,0.107779,0,,,,1.0,1.0,3.0,5.0,3.0,,,,7.0,1.0,,1.0,15.0,1.0,2.0,4.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,
11368644,away,Sevilla,Marcos Acuña,marcos-acuna,M. Acuña,D,21,172,8244,M,marcos.acuna10,578560,EUR,688608000,D,19,19,False,28.0,19.0,3.0,2.0,15.0,20.0,5.0,10.0,4.0,,,,63.0,51.0,7.0,0.112937,0,,,,2.0,1.0,1.0,5.0,6.0,1.0,,,2.0,,,1.0,14.0,1.0,,1.0,1.0,,,,5.0,,,,,2.0,,,2.0,,2.0,,,,
11368644,away,Sevilla,Lucien Agoumé,lucien-agoume,L. Agoumé,M,18,185,2096,M,,960006,EUR,1013212800,M,42,42,False,29.0,23.0,5.0,3.0,14.0,14.0,9.0,15.0,5.0,,,,90.0,40.0,6.7,0.00915824,1,,,,,,,3.0,5.0,,,,2.0,1.0,,4.0,6.0,,2.0,,1.0,,,,2.0,0.0853,,,,,,1.0,,,2.0,,,,
11368644,away,Sevilla,Boubakary Soumaré,boubakary-soumare,B. Soumaré,M,34,188,1043,M,,887581,EUR,920073600,M,24,24,False,34.0,33.0,3.0,3.0,20.0,21.0,13.0,13.0,6.0,,,,90.0,52.0,7.2,0.00699144,0,,,,,,,,5.0,,2.0,2.0,2.0,4.0,,,2.0,,,,1.0,,,,2.0,,,,,,,,,,1.0,,,,
11368644,away,Sevilla,Suso,suso,Suso,M,11,176,1350,M,,96370,EUR,753667200,M,7,7,False,31.0,26.0,,,15.0,17.0,12.0,16.0,6.0,,,,75.0,44.0,6.6,0.0217186,0,,,,2.0,1.0,,5.0,4.0,3.0,,,,,,2.0,9.0,,1.0,,1.0,,,,2.0,,,,,1.0,,,2.0,,1.0,,,,
11368644,away,Sevilla,Lucas Ocampos,lucas-ocampos,L. Ocampos,M,29,187,3431,M,Locampos15,155702,EUR,773884800,F,5,5,False,16.0,13.0,,,5.0,6.0,8.0,11.0,4.0,,,,75.0,34.0,6.9,0.111602,1,,,,1.0,,,7.0,8.0,3.0,2.0,1.0,,,,1.0,9.0,1.0,1.0,,4.0,1.0,,,2.0,0.3034,,,1.0,2.0,,,2.0,,2.0,,,,
11368644,away,Sevilla,Youssef En-Nesyri,youssef-en-nesyri,Y. En-Nesyri,F,21,190,34177,M,ennesyri15,846470,EUR,865123200,F,15,15,False,12.0,7.0,,,5.0,8.0,2.0,4.0,2.0,,,,90.0,24.0,8.0,0.00117805,5,,,,,,3.0,6.0,5.0,2.0,2.0,1.0,3.0,1.0,,1.0,6.0,,3.0,,1.0,1.0,3.0,2.0,,1.3319,2.0697,,1.0,,,1.0,,1.0,,,,,1.0
11368644,away,Sevilla,Adrià Pedrosa,adria-pedrosa,A. Pedrosa,D,3,176,847,M,,928672,EUR,895017600,D,3,3,True,10.0,8.0,1.0,,3.0,4.0,6.0,7.0,1.0,,,,27.0,16.0,6.5,0.11499,0,,,,1.0,1.0,,2.0,2.0,,1.0,,,,,1.0,3.0,1.0,,,,,,,2.0,,,,,,1.0,,,,1.0,,,,
11368644,away,Sevilla,Joan Jordán,joan-jordan,J. Jordán,M,8,184,752,M,,591750,EUR,773452800,M,8,8,True,8.0,8.0,,,3.0,3.0,5.0,5.0,,,,,15.0,9.0,6.4,0.00450581,0,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,
11368644,away,Sevilla,Dodi Lukebakio,dodi-lukebakio,D. Lukebakio,M,11,187,4874,M,DLukebakio,823631,EUR,875059200,F,11,11,True,5.0,5.0,,,,,5.0,5.0,,,,,15.0,9.0,6.6,0.00215132,1,,,,,,1.0,2.0,,,,,,,,1.0,1.0,,,,,,1.0,,,0.0202,0.0901,,,,,,1.0,,,,,,
11368644,away,Sevilla,Marko Dmitrović,marko-dmitrovic,M. Dmitrović,G,13,194,1184,M,,94527,EUR,696211200,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368644,away,Sevilla,Alberto Flores,alberto-flores,A. Flores,G,31,187,119,M,,1108577,EUR,1068422400,G,31,31,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368644,away,Sevilla,Marcão,marcao,Marcão,D,23,185,1053,M,,840951,EUR,833932800,D,23,23,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368644,away,Sevilla,Hannibal Mejbri,hannibal-mejbri,H. Mejbri,M,28,182,23655,M,hannibal_mj,1009386,EUR,1043107200,M,46,46,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368644,away,Sevilla,Juanlu Sánchez,juanlu-sanchez,J. Sánchez,M,16,186,1123,M,,1010655,EUR,1060905600,M,26,26,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368644,away,Sevilla,Manu Bueno,bueno-manu,M. Bueno,M,28,178,222,M,,1142094,EUR,1090886400,M,28,28,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368644,away,Sevilla,Alejo Véliz,alejo-veliz,A. Véliz,F,9,187,3243,M,aleeveliz,1116987,EUR,1063929600,F,10,10,True,,,,,,,,,,,,,,,,,0,,Alejo Veliz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368644,away,Sevilla,Mariano Díaz,mariano-diaz,M. Díaz,F,9,180,3953,M,,175753,EUR,744163200,F,12,12,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
