match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,player_sofascoreId,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wasFouled,stat_totalOffside,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_lastManTackle,stat_goodHighClaim,stat_bigChanceCreated,stat_errorLeadToAShot,stat_bigChanceMissed,stat_goals
12436980,home,West Ham United,Alphonse Aréola,alphonse-areola,A. Aréola,G,23,195,3046,M,96531,EUR,730771200,G,23,23,False,29.0,27.0,6.0,4.0,0.0,26.0,27.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,90.0,36.0,6.7,2.0,0.00037951,0,-0.2651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436980,home,West Ham United,Konstantinos Mavropanos,konstantinos-mavropanos,K. Mavropanos,D,15,194,2680,M,829022,EUR,881798400,D,15,15,False,62.0,56.0,4.0,1.0,0.0,38.0,39.0,18.0,23.0,3.0,5.0,,,,,,90.0,77.0,6.9,7.0,0.00869089,2,,2.0,1.0,6.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,0.1225,,,,,,,,,,,,,,,,,,,,,,,
12436980,home,West Ham United,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10872,M,847151,EUR,877651200,D,19,19,False,45.0,42.0,2.0,1.0,0.0,20.0,20.0,22.0,25.0,,1.0,,,,,,54.0,49.0,6.4,4.0,0.0139385,1,,1.0,2.0,2.0,1.0,,,,1.0,1.0,2.0,0.0149,EdsonAlvarez19,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12436980,home,West Ham United,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,894474,EUR,864345600,D,26,26,False,71.0,66.0,6.0,4.0,0.0,38.0,39.0,28.0,32.0,2.0,9.0,,,,,,90.0,77.0,6.5,5.0,0.022338,0,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
12436980,home,West Ham United,Aaron Wan-Bissaka,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,863653,EUR,880502400,M,29,29,False,46.0,40.0,1.0,1.0,0.0,17.0,18.0,25.0,33.0,,10.0,,,,,,90.0,66.0,7.1,13.0,0.28705,0,,1.0,7.0,4.0,,,2.0,,3.0,1.0,1.0,,awbissaka,,2.0,,,5.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,
12436980,home,West Ham United,Guido Rodríguez,guido-rodriguez,G. Rodríguez,M,2,185,3908,M,609752,EUR,766108800,M,24,24,False,25.0,21.0,,,0.0,7.0,10.0,14.0,15.0,,3.0,,,,,,38.0,29.0,6.4,5.0,0.00741412,0,,,1.0,2.0,,,,,2.0,,,,guiido_rodriguez,,,,,,,,1.0,,,,,,,,,,,,,,
12436980,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,839981,EUR,872640000,M,10,10,False,42.0,32.0,5.0,2.0,0.0,10.0,12.0,22.0,34.0,,5.0,,,,,,72.0,59.0,6.5,20.0,0.0600899,2,,1.0,5.0,3.0,,2.0,,,,,1.0,0.0819,Paqueta,2.0,1.0,,,4.0,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,
12436980,home,West Ham United,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2398,M,155997,EUR,775872000,M,33,33,False,23.0,19.0,1.0,,0.0,7.0,7.0,14.0,19.0,,1.0,,,,,,73.0,37.0,6.7,7.0,0.157841,0,,1.0,4.0,3.0,,,,1.0,1.0,,2.0,,,1.0,1.0,,,3.0,2.0,,,1.0,,1.0,,1.0,,,,,,,,,
12436980,home,West Ham United,Mohammed Kudus,mohammed-kudus,M. Kudus,M,20,176,89524,M,905163,EUR,965174400,F,14,14,False,21.0,17.0,3.0,1.0,0.0,2.0,2.0,15.0,22.0,1.0,1.0,,,,,,90.0,44.0,7.0,14.0,0.0121066,3,,,10.0,7.0,,1.0,,,,,1.0,0.1889,Kudus,2.0,,,,3.0,,3.0,2.0,8.0,5.0,2.0,1.0,1.0,2.0,0.306,,,,,,,
12436980,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,552884,EUR,851040000,F,20,20,False,17.0,16.0,,,0.0,4.0,4.0,14.0,21.0,,3.0,,,,,,90.0,36.0,7.5,9.0,0.106952,2,,1.0,3.0,6.0,1.0,,,1.0,1.0,1.0,,0.1199,jarrodbowen,1.0,1.0,,,8.0,2.0,2.0,1.0,2.0,2.0,2.0,,,1.0,0.1544,True,,,,,,
