match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,captain,stat_totalOffside,stat_goalAssist,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_aerialLost,stat_challengeLost,stat_fouls,player_sofascoreId,stat_bigChanceMissed,stat_outfielderBlock,stat_punches
12006145,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186,589,M,253875,EUR,817948800,G,22,22,False,38.0,20.0,23.0,6.0,16.0,20.0,4.0,18.0,1.0,1.0,2.0,13.0,1.0,1.0,2.0,2.0,90.0,45.0,6.9,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12006145,home,Feyenoord,Lutsharel Geertruida,,,lutsharel-geertruida,L. Geertruida,D,6,185,2491,M,856739,EUR,963878400,D,4,4,False,33.0,31.0,1.0,1.0,23.0,23.0,8.0,11.0,,2.0,,7.0,,,,,90.0,55.0,7.7,9.0,3,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12006145,home,Feyenoord,Gernot Trauner,,,gernot-trauner,G. Trauner,D,18,183,610,M,121588,EUR,701481600,D,18,18,False,31.0,28.0,3.0,,22.0,24.0,6.0,7.0,,,,,,,,,31.0,31.0,6.5,3.0,0,,,,,,,,,,True,1.0,,,,,,,,,,,,,,,,
12006145,home,Feyenoord,Dávid Hancko,,,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,69.0,62.0,6.0,,49.0,51.0,13.0,18.0,,2.0,2.0,6.0,,,,,90.0,82.0,7.2,11.0,2,,2.0,2.0,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
12006145,home,Feyenoord,Quilindschy Hartman,,,quilindschy-hartman,Q. Hartman,D,3,183,1255,M,1392044,EUR,1005696000,D,5,5,False,47.0,40.0,3.0,1.0,23.0,25.0,18.0,25.0,,,4.0,2.0,,,,,90.0,65.0,7.1,11.0,0,3.0,1.0,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,
12006145,home,Feyenoord,Mats Wieffer,,,mats-wieffer,M. Wieffer,M,27,188,2173,M,959628,EUR,942710400,M,20,20,False,40.0,29.0,3.0,1.0,11.0,16.0,18.0,25.0,2.0,4.0,1.0,11.0,,,,,90.0,59.0,7.3,17.0,3,1.0,7.0,1.0,1.0,1.0,1.0,,2.0,2.0,,,,,,,2.0,1.0,,2.0,,3.0,1.0,2.0,,,,
12006145,home,Feyenoord,Quinten Timber,,,quinten-timber,Q. Timber,M,27,177,8638,M,959805,EUR,992736000,M,8,8,False,29.0,24.0,4.0,2.0,9.0,9.0,15.0,20.0,,11.0,1.0,9.0,,,,,89.0,52.0,8.0,8.0,3,,3.0,5.0,2.0,,1.0,,3.0,2.0,,,,,3.0,,,1.0,5.0,2.0,,,,1.0,,,,
12006145,home,Feyenoord,Bart Nieuwkoop,,,bart-nieuwkoop,B. Nieuwkoop,D,2,180,337,M,797279,EUR,826156800,M,2,2,False,24.0,15.0,,,3.0,4.0,13.0,23.0,4.0,7.0,,2.0,,,,,90.0,40.0,7.6,12.0,2,3.0,7.0,,1.0,1.0,,1.0,3.0,,,1.0,,,,,,1.0,,1.0,1.0,5.0,1.0,1.0,,,,
12006145,home,Feyenoord,Calvin Stengs,,,calvin-stengs,C. Stengs,M,23,187,1731,M,857480,EUR,913939200,M,10,10,False,33.0,26.0,1.0,,2.0,2.0,24.0,38.0,,2.0,,1.0,,,,,90.0,53.0,7.5,19.0,2,7.0,6.0,2.0,2.0,,,,,,,,1.0,2.0,1.0,1.0,,2.0,1.0,3.0,,,1.0,2.0,,,,
12006145,home,Feyenoord,Igor Paixão,,,igor-paixao,I. Paixão,F,14,168,12533,M,981815,EUR,962150400,M,14,14,False,22.0,18.0,3.0,2.0,5.0,6.0,14.0,20.0,1.0,9.0,1.0,6.0,,,,,90.0,45.0,7.6,13.0,2,4.0,6.0,5.0,1.0,1.0,,,2.0,2.0,,,,1.0,4.0,,,3.0,2.0,,1.0,2.0,,2.0,,,,
12006145,home,Feyenoord,Santiago Giménez,,,santiago-gimenez,S. Giménez,F,7,182,32463,M,892141,EUR,987552000,F,29,29,False,20.0,11.0,1.0,1.0,1.0,2.0,10.0,18.0,2.0,3.0,,3.0,,,,,78.0,30.0,6.4,12.0,1,,6.0,,,,1.0,,,,,3.0,,1.0,,,,2.0,1.0,1.0,,3.0,,2.0,sant.gimenez,1.0,,
12006145,home,Feyenoord,Thomas Beelen,,,thomas-beelen,T. Beelen,D,3,190,422,M,1127916,EUR,992217600,D,3,3,True,36.0,29.0,2.0,1.0,23.0,27.0,6.0,9.0,2.0,3.0,1.0,6.0,,,,,59.0,40.0,6.9,7.0,0,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,1.0,
