match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelWon,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_fouls,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_challengeLost,stat_blockedScoringAttempt,stat_dispossessed,player_firstName,player_lastName,stat_goals,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_goalsPrevented,stat_errorLeadToAShot,stat_penaltyConceded,stat_lastManTackle
10408366,home,Real Madrid,Andriy Lunin,andriy-lunin,A. Lunin,G,13,191,79229,M,ALunin,857574,EUR,918691200,G,13,13,False,33.0,31.0,3.0,1.0,31.0,32.0,1.0,6.0,90.0,34.0,6.9,2.0,0.0,0.0,7.611e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408366,home,Real Madrid,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,2,173,154229,M,DaniCarvajal,138572,EUR,695088000,D,2,2,False,55.0,52.0,2.0,1.0,18.0,19.0,38.0,4.0,68.0,63.0,7.3,4.0,0.0,0.0,0.0922503,0,1.0,35.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408366,home,Real Madrid,Éder Militão,eder-militao,É. Militão,D,3,186,138748,M,EMilitão,822519,EUR,885081600,D,3,3,False,83.0,74.0,13.0,8.0,50.0,51.0,32.0,9.0,90.0,101.0,7.7,10.0,0.0148,0.0,0.00947446,1,,24.0,,,9.0,2.0,,4.0,1.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10408366,home,Real Madrid,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180,15081,M,nachofdez90,69404,EUR,632620800,D,6,6,False,93.0,85.0,2.0,2.0,60.0,61.0,32.0,7.0,90.0,101.0,7.4,9.0,0.0,0.0,0.00906659,0,,25.0,,,5.0,1.0,,3.0,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10408366,home,Real Madrid,David Alaba,david-alaba,D. Alaba,D,4,180,93395,M,DAlaba,66492,EUR,709344000,D,4,4,False,53.0,47.0,3.0,1.0,18.0,20.0,35.0,5.0,90.0,75.0,7.7,8.0,0.0905,0.0981,0.106713,2,,31.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10408366,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,M,15,15,False,60.0,51.0,1.0,,16.0,18.0,44.0,3.0,68.0,73.0,7.0,13.0,0.0954,0.4963,0.0671161,2,,35.0,2.0,,4.0,1.0,,,,,1.0,,2.0,1.0,3.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10408366,home,Real Madrid,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,6,182,191301,M,Tacklevinga,973887,EUR,1036886400,M,12,12,False,92.0,83.0,5.0,5.0,40.0,43.0,49.0,6.0,90.0,110.0,7.5,15.0,0.0264,0.0,0.112053,1,,43.0,,,13.0,2.0,,6.0,1.0,1.0,2.0,1.0,4.0,1.0,7.0,,2.0,4.0,3.0,,,2.0,,1.0,,,,,,,,,,,,,,,
10408366,home,Real Madrid,Dani Ceballos,dani-ceballos,D. Ceballos,M,19,179,67396,M,Danifuli10,547838,EUR,839376000,M,19,19,False,100.0,94.0,6.0,6.0,37.0,38.0,63.0,4.0,68.0,116.0,7.3,13.0,0.0,0.0,0.255567,0,,58.0,1.0,1.0,5.0,1.0,3.0,,,,3.0,3.0,3.0,1.0,7.0,,,1.0,1.0,,,2.0,,4.0,,,,,,,,,,,,,,,
10408366,home,Real Madrid,Marco Asensio,marco-asensio,M. Asensio,F,21,182,31005,M,marcoasensio10,361004,EUR,822182400,F,11,11,False,45.0,40.0,,,9.0,9.0,38.0,3.0,81.0,62.0,7.8,10.0,0.3262,0.3535,0.136317,2,,32.0,2.0,1.0,4.0,,,,,,,,2.0,,2.0,,,4.0,4.0,2.0,,,,2.0,,,1.0,,,,,,,,,,,,
10408366,home,Real Madrid,Karim Benzema,karim-benzema,K. Benzema,F,90,184,194244,M,KBenz9,3306,EUR,566870400,F,9,9,False,52.0,48.0,,,4.0,4.0,48.0,,78.0,67.0,8.7,7.0,2.4593,2.2742,0.175039,10,,44.0,,,4.0,,3.0,3.0,3.0,,,,1.0,1.0,3.0,,,2.0,1.0,4.0,,,3.0,1.0,,,2.0,True,1.0,1.0,1.0,,,,,,,,
