match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_sofascoreId,stat_totalContest,stat_errorLeadToAShot,stat_fouls,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_expectedGoals,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,captain,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox
13607777,home,Villarreal,Luiz Júnior,Luiz Lúcio Reis Júnior,,luiz-junior,L. Júnior,G,1,192.0,2350,M,1066603,EUR,979430400,G,1,1,False,25.0,20.0,13.0,8.0,0.0,14.0,14.0,6.0,11.0,1.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,1.0,90.0,37.0,7.3,5.0,0.00074946,0,0.1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13607777,home,Villarreal,Kiko Femenía,,,kiko-femenia,K. Femenía,D,17,176.0,444,M,53739,EUR,665452800,D,17,17,False,43.0,38.0,3.0,1.0,0.0,23.0,25.0,15.0,19.0,,3.0,2.0,4.0,,,,,,90.0,63.0,6.9,8.0,0.0292902,0,,1.0,1.0,5.0,3.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
13607777,home,Villarreal,Juan Foyth,,,juan-foyth,J. Foyth,D,8,187.0,6465,M,873189,EUR,884563200,D,8,8,False,42.0,39.0,3.0,2.0,0.0,23.0,25.0,16.0,17.0,2.0,2.0,9.0,2.0,,,,,,90.0,54.0,6.9,4.0,0.0214747,0,,,3.0,7.0,,,1.0,,,,juanfoyth,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
13607777,home,Villarreal,Logan Costa,,,logan-costa,L. Costa,D,2,188.0,677,M,911853,EUR,986083200,D,2,2,False,44.0,40.0,4.0,1.0,0.0,28.0,29.0,12.0,16.0,1.0,2.0,4.0,4.0,,,,,,90.0,54.0,6.8,5.0,0.00819871,0,,1.0,3.0,6.0,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,
13607777,home,Villarreal,Sergi Cardona,,,sergi-cardona,S. Cardona,D,23,186.0,1119,M,986245,EUR,932256000,D,23,23,False,23.0,18.0,3.0,,0.0,6.0,8.0,14.0,18.0,,1.0,,1.0,,,,,,85.0,39.0,6.6,8.0,0.0446949,0,,3.0,2.0,9.0,3.0,,1.0,1.0,,2.0,,,,4.0,1.0,2.0,,,,,,,,,,,,,,
13607777,home,Villarreal,Nicolas Pépé,,,nicolas-pepe,N. Pépé,F,19,183.0,12582,M,593526,EUR,801705600,M,19,19,False,27.0,23.0,3.0,2.0,1.0,5.0,6.0,20.0,28.0,2.0,5.0,1.0,1.0,1.0,,,,,90.0,50.0,8.1,14.0,0.545196,1,,7.0,,2.0,1.0,,1.0,2.0,1.0,4.0,nicolas_pepe19,1.0,,,5.0,2.0,1.0,1.0,0.2026,,,,,,,,,,,
13607777,home,Villarreal,Santi Comesaña,,,santi-comesana,S. Comesaña,M,14,187.0,1066,M,843678,EUR,844473600,M,14,14,False,32.0,26.0,3.0,1.0,0.0,14.0,15.0,12.0,17.0,1.0,8.0,1.0,4.0,2.0,,,,,90.0,52.0,7.6,10.0,0.0361422,4,,,1.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,,1.0,,1.0,,,,1.0,0.2175,1.0,1.0,2.0,1.0,0.144,,,,,,
13607777,home,Villarreal,Dani Parejo,,,dani-parejo,D. Parejo,M,10,180.0,1999,M,39182,EUR,608688000,M,10,10,False,29.0,28.0,,,0.0,12.0,13.0,18.0,22.0,,1.0,,2.0,1.0,,,,,69.0,39.0,7.0,7.0,0.0472021,1,,6.0,,1.0,,,,,,1.0,,1.0,,,2.0,2.0,,,0.0685,,1.0,,,,True,,,,,
13607777,home,Villarreal,Yéremy Pino,,,yeremy-pino,Y. Pino,M,10,172.0,6120,M,984624,EUR,1035072000,M,21,21,False,18.0,13.0,,,0.0,3.0,4.0,10.0,14.0,,5.0,2.0,2.0,3.0,,,,,69.0,33.0,7.4,8.0,0.0194221,2,,,,6.0,,1.0,,1.0,1.0,1.0,,2.0,,5.0,,,,1.0,0.174,1.0,,1.0,,0.5891,,1.0,,,,
13607777,home,Villarreal,Ayoze Pérez,,,ayoze-perez,A. Pérez,F,22,180.0,3785,M,345195,EUR,743385600,F,22,22,False,23.0,15.0,,,0.0,2.0,2.0,13.0,21.0,,2.0,,2.0,,,,,,77.0,32.0,7.1,10.0,0.0375479,4,,,1.0,2.0,,,,,,1.0,,3.0,,,,,,1.0,0.285,2.0,2.0,1.0,,0.2966,,,,,,
13607777,home,Villarreal,Thierno Barry,,,thierno-barry,T. Barry,F,11,195.0,5887,M,1395746,EUR,1035158400,F,15,15,False,15.0,7.0,,,0.0,,1.0,7.0,14.0,7.0,8.0,2.0,1.0,1.0,,,,,90.0,24.0,7.1,12.0,0.177446,0,,,,3.0,,1.0,,,,3.0,t.barry29,,,2.0,2.0,,,,,,,,,,,,1.0,,,
13607777,home,Villarreal,Alfonso Pedraza,,,alfonso-pedraza,A. Pedraza,D,24,184.0,576,M,797290,EUR,829008000,D,24,24,True,5.0,3.0,,,0.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,,,,,,21.0,15.0,7.3,5.0,0.19821,1,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,0.2155,,,1.0,,0.6653,,,,,,
13607777,home,Villarreal,Pape Gueye,,,pape-gueye,P. Gueye,M,18,187.0,36528,M,879694,EUR,917136000,M,18,18,True,11.0,9.0,1.0,1.0,0.0,5.0,6.0,4.0,7.0,1.0,2.0,1.0,2.0,,,,,,21.0,16.0,6.7,4.0,0.0049702,0,,2.0,,,,,,1.0,,,p.gueye24,,,,,,,,,,,,,,,,,,,
13607777,home,Villarreal,Tajon Buchanan,,,tajon-buchanan,T. Buchanan,M,17,183.0,7471,M,973290,EUR,918432000,F,9,9,True,2.0,,,,0.0,,1.0,,1.0,,1.0,,,1.0,,,,,13.0,4.0,6.2,2.0,,1,,,,1.0,,,,,,,,,,1.0,,,,,0.3168,,1.0,,,,,,,1.0,,
13607777,home,Villarreal,Denis Suárez,,,denis-suarez,D. Suárez,M,4,176.0,1456,M,138383,EUR,757814400,M,6,6,True,2.0,2.0,,,0.0,,,2.0,3.0,,1.0,,,1.0,,,,,11.0,5.0,6.6,2.0,0.00141569,0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
13607777,home,Villarreal,Diego Conde,,,diego-conde,D. Conde,G,13,188.0,451,M,951008,EUR,909532800,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13607777,home,Villarreal,Willy Kambwala,Willy Kambwala,,kambwala-willy,W. Kambwala,D,5,192.0,2163,M,1136721,EUR,1093392000,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13607777,home,Villarreal,Pau Navarro,,,pau-navarro,P. Navarro,D,6,185.0,319,M,1525863,EUR,1114387200,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13607777,home,Villarreal,Etta Eyong,Etta Eyong,,etta-eyong,E. Eyong,F,21,181.0,18339,M,1393673,EUR,1066089600,F,36,36,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13607777,away,Espanyol,Joan García,,,joan-garcia,J. García,G,13,193.0,111965,M,930267,EUR,988934400,G,1,1,False,34.0,30.0,9.0,5.0,0.0,29.0,31.0,1.0,3.0,3.0,4.0,2.0,9.0,1.0,4.0,,,,90.0,50.0,7.9,4.0,0.00046704,0,0.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0
13607777,away,Espanyol,Omar El Hilali,,,omar-el-hilali,O. E. Hilali,D,23,183.0,6663,M,1064026,EUR,1063324800,D,23,23,False,45.0,42.0,2.0,1.0,0.0,33.0,35.0,9.0,10.0,,2.0,1.0,4.0,1.0,,,,,90.0,59.0,6.4,4.0,0.00370314,0,,,3.0,7.0,2.0,,1.0,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,
13607777,away,Espanyol,Marash Kumbulla,,,marash-kumbulla,M. Kumbulla,D,4,191.0,1585,M,893642,EUR,949968000,D,4,4,False,63.0,58.0,5.0,3.0,0.0,51.0,52.0,7.0,11.0,1.0,2.0,3.0,3.0,1.0,,,,,90.0,75.0,6.9,5.0,0.00264779,1,,,4.0,5.0,,,2.0,,,,,,,1.0,,,,,0.1856,,1.0,,1.0,,,,,1.0,,
13607777,away,Espanyol,Leandro Cabrera,,,leandro-cabrera,L. Cabrera,D,6,190.0,819,M,81992,EUR,677116800,D,6,6,False,63.0,58.0,6.0,3.0,0.0,44.0,45.0,14.0,18.0,2.0,2.0,7.0,4.0,,,,,,90.0,78.0,7.3,5.0,0.0860656,1,,,3.0,3.0,,,1.0,,,,,,,1.0,1.0,,,,0.0387,,1.0,,2.0,,,,,,,
13607777,away,Espanyol,Carlos Romero,Carlos Romero,,carlos-romero,C. Romero,D,22,174.0,1103,M,1396048,EUR,1004313600,D,22,22,False,31.0,26.0,,,0.0,11.0,15.0,15.0,17.0,,3.0,1.0,2.0,,,,,,82.0,46.0,6.7,8.0,0.0215287,1,,1.0,2.0,5.0,2.0,,,2.0,1.0,1.0,,2.0,,,1.0,,,,0.1038,1.0,1.0,,1.0,,,,,,,
13607777,away,Espanyol,Urko González,,,urko-gonzalez,U. González,M,4,189.0,462,M,1064009,EUR,985046400,M,19,19,False,34.0,30.0,,,0.0,19.0,19.0,11.0,15.0,,3.0,,2.0,1.0,,,,,82.0,45.0,6.8,8.0,0.0151618,0,,,,2.0,,,,2.0,2.0,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,
