match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_totalTackle,stat_wasFouled,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_goalAssist,stat_aerialLost,stat_outfielderBlock,stat_wonTackle,stat_bigChanceCreated,stat_penaltyWon,player_sofascoreId,stat_shotOffTarget,stat_goals,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside
10389796,home,RC Strasbourg,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,1,1,False,True,27.0,11.0,19.0,3.0,9.0,15.0,2.0,12.0,8.0,1.0,3.0,4.0,90.0,35.0,7.7,16.0,0.0,0.0,9.434e-05,0,1.0524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389796,home,RC Strasbourg,Lucas Perrin,lucas-perrin,L. Perrin,D,4,187,210,M,941077,EUR,911433600,D,5,5,False,,34.0,25.0,4.0,,18.0,21.0,8.0,14.0,3.0,,,,90.0,43.0,7.0,10.0,0.1382,0.0933,0.147441,1,,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10389796,home,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183,1100,M,1049517,EUR,1059004800,D,29,29,False,,39.0,36.0,3.0,2.0,32.0,33.0,4.0,6.0,5.0,,,,90.0,48.0,7.1,4.0,0.0,0.0,0.00204725,0,,,,2.0,2.0,4.0,,,1.0,3.0,,1.0,,Ismael Doukoure,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10389796,home,RC Strasbourg,Maxime Le Marchand,maxime-le-marchand,M. Le Marchand,D,23,184,46,,55052,EUR,624067200,D,23,23,False,,46.0,38.0,6.0,2.0,28.0,31.0,10.0,15.0,6.0,,,,90.0,51.0,6.5,8.0,0.0,0.0,0.0557915,0,,,,,3.0,,,,3.0,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,
10389796,home,RC Strasbourg,Colin Dagba,dagba-colin,C. Dagba,D,2,168,499,M,941300,EUR,905299200,M,2,2,False,,26.0,23.0,3.0,1.0,8.0,8.0,15.0,20.0,4.0,,,,71.0,44.0,6.7,7.0,0.163,0.0,0.0308967,2,,2.0,,,1.0,1.0,,,3.0,2.0,,,,,,,,,,2.0,1.0,2.0,,,,,,,,,,,,
10389796,home,RC Strasbourg,Ibrahima Sissoko,ibrahima-sissoko,I. Sissoko,M,28,193,1228,M,829093,EUR,877910400,M,27,27,False,,50.0,41.0,4.0,4.0,16.0,19.0,25.0,31.0,8.0,,,,89.0,65.0,7.9,11.0,0.0,0.0,0.259438,0,,,,,5.0,7.0,,,,1.0,1.0,3.0,2.0,,,1.0,5.0,,,2.0,2.0,,1.0,1.0,1.0,3.0,,,,,,,,
10389796,home,RC Strasbourg,Morgan Sanson,morgan-sanson,M. Sanson,M,8,182,499,M,250133,EUR,777168000,M,8,8,False,,35.0,30.0,3.0,1.0,17.0,17.0,13.0,20.0,4.0,,,,90.0,55.0,6.7,11.0,0.1879,0.0,0.0197914,1,,2.0,,,8.0,11.0,,,,,2.0,1.0,,,,1.0,8.0,3.0,6.0,,,1.0,,,,5.0,,,,,,,,
10389796,home,RC Strasbourg,Frédéric Guilbert,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,M,32,32,False,,23.0,17.0,1.0,,6.0,8.0,11.0,17.0,5.0,,,,90.0,57.0,6.9,18.0,0.0,0.0,0.02885,0,,2.0,,3.0,9.0,7.0,,,1.0,2.0,,4.0,,,,1.0,4.0,,1.0,2.0,,,,1.0,,,,,,,,,,
10389796,home,RC Strasbourg,Habib Diarra,habib-diarra,H. Diarra,M,19,179,12696,M,1128532,EUR,1073088000,F,19,19,False,,29.0,26.0,3.0,1.0,11.0,12.0,17.0,20.0,5.0,,,,90.0,43.0,6.9,11.0,0.0222,0.0,0.307711,1,,3.0,2.0,,6.0,1.0,,,1.0,,1.0,,3.0,Habib,Diarra,3.0,,1.0,,2.0,,1.0,,1.0,,,,,,,,,,
10389796,home,RC Strasbourg,Jean-Ricner Bellegarde,jean-ricner-bellegarde,J.-R. Bellegarde,M,27,170,28999,M,845273,EUR,898905600,F,17,17,False,,32.0,31.0,2.0,2.0,9.0,10.0,24.0,25.0,6.0,,,,89.0,68.0,7.7,15.0,0.0,0.0,0.26713,0,,3.0,2.0,,10.0,9.0,,,,,3.0,1.0,4.0,,,6.0,4.0,1.0,,7.0,4.0,,,,,3.0,1.0,1.0,,,,,,
10389796,home,RC Strasbourg,Habib Diallo,habib-diallo,H. Diallo,F,30,186,7542,M,802159,EUR,803433600,F,20,20,False,,16.0,13.0,1.0,,1.0,1.0,12.0,15.0,2.0,,,,84.0,37.0,8.2,12.0,1.5186,1.0803,0.176041,7,,,,5.0,8.0,7.0,,2.0,,,6.0,1.0,,,,2.0,,2.0,,1.0,,2.0,,5.0,,,,,habibdiallo28,3.0,2.0,,,
10389796,home,RC Strasbourg,Kévin Gameiro,kevin-gameiro,K. Gameiro,F,9,172,598,M,3504,EUR,547516800,F,9,9,True,,4.0,2.0,,,1.0,1.0,1.0,3.0,1.0,,,,19.0,7.0,6.2,5.0,0.0,0.0,6.949e-05,0,,,,,3.0,,,,,,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,
10389796,home,RC Strasbourg,Lebo Mothiba,lebo-mothiba,L. Mothiba,F,35,182,464,M,845084,EUR,822787200,F,12,12,True,,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,8.0,5.0,6.5,2.0,0.0,0.0,0.00018451,0,,,,,2.0,1.0,,,,,2.0,,,,,,,1.0,,,,,,2.0,,,,,,,,,,
10389796,home,RC Strasbourg,Dimitri Liénard,dimitri-lienard,D. Liénard,M,,184,77,M,365358,EUR,571708800,M,11,11,True,,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389796,home,RC Strasbourg,Jean-Eudes Aholou,jean-eudes-aholou,J. Aholou,M,6,187,438,M,156004,EUR,764121600,M,6,6,True,,2.0,1.0,,,,,1.0,2.0,,,,,1.0,2.0,,1.0,0.0,0.0,0.00033208,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389796,home,RC Strasbourg,Robin Risser,robin-risser,R. Risser,G,40,193,833,M,1387161,EUR,1101945600,G,40,40,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,Robin Risser,,,,,,,,,,,,,,,,,,,,
10389796,home,RC Strasbourg,Gerzino Nyamsi,gerzino-nyamsi,G. Nyamsi,D,5,193,756,M,901470,EUR,853891200,D,22,22,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389796,home,RC Strasbourg,Franci Bouebari,bouebari-franci,F. Bouebari,D,19,192,28,M,1444702,EUR,1063324800,D,35,35,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389796,home,RC Strasbourg,Sanjin Prcić,sanjin-prcic,S. Prcić,M,,182,171,M,94822,EUR,753753600,M,14,14,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389796,home,RC Strasbourg,Yuito Suzuki,yuito-suzuki,Y. Suzuki,F,14,175,2203,M,1020422,EUR,1003968000,M,18,18,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389796,away,Nice,Kasper Schmeichel,kasper-schmeichel,K. Schmeichel,G,1,189,3913,M,1076,EUR,531532800,G,1,1,False,,35.0,28.0,13.0,6.0,27.0,31.0,1.0,4.0,9.0,,1.0,1.0,90.0,41.0,6.2,7.0,0.0,0.0,0.00013201,0,-0.8264,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,
10389796,away,Nice,Jordan Lotomba,jordan-lotomba,J. Lotomba,D,30,177,509,M,796279,EUR,907027200,D,23,23,False,,22.0,19.0,,,15.0,16.0,5.0,7.0,3.0,,,,66.0,42.0,5.9,6.0,0.0254,0.0,0.0279425,1,,1.0,1.0,,6.0,4.0,,,3.0,,,1.0,,,,2.0,1.0,3.0,1.0,,,1.0,,2.0,1.0,1.0,,,,,,,1.0,
10389796,away,Nice,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,945217,EUR,946512000,D,25,25,False,,85.0,74.0,8.0,3.0,64.0,69.0,10.0,16.0,5.0,,,,90.0,102.0,7.1,13.0,0.0688,0.1547,0.00372156,1,,,,2.0,6.0,6.0,,1.0,5.0,2.0,,2.0,,,,,4.0,,,2.0,,,,2.0,2.0,2.0,,,,,,,,
10389796,away,Nice,Dante,dante,Dante,D,4,188,1257,M,3577,EUR,435283200,D,4,4,False,True,104.0,93.0,11.0,3.0,67.0,69.0,26.0,35.0,8.0,,,,90.0,115.0,7.0,12.0,0.048,0.4632,0.00655695,1,,,,6.0,2.0,9.0,,1.0,2.0,1.0,1.0,2.0,,,,,3.0,,,,,,,,,2.0,,,,,,,,
10389796,away,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,906075,EUR,973468800,D,26,26,False,,45.0,34.0,2.0,1.0,25.0,27.0,9.0,18.0,6.0,,,,66.0,60.0,6.5,13.0,0.0,0.0,0.00491807,0,,,,1.0,2.0,4.0,,,2.0,2.0,,,,,,,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,
