match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,stat_fouls,captain,stat_accurateCross,stat_shotOffTarget,stat_keyPass,player_sofascoreId,stat_onTargetScoringAttempt,stat_totalOffside,stat_blockedScoringAttempt,stat_goodHighClaim,stat_bigChanceMissed,stat_bigChanceCreated,stat_errorLeadToAShot
10388229,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,51.0,39.0,22.0,10.0,34.0,36.0,5.0,15.0,2.0,2.0,1.0,9.0,4.0,4.0,1.0,90.0,61.0,8.2,13.0,0.0,0.0,0.00339213,0,0.9453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388229,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,44.0,38.0,6.0,4.0,25.0,28.0,13.0,17.0,2.0,7.0,1.0,3.0,,,,90.0,57.0,7.4,9.0,0.0,0.0,0.015038,0,,,,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
10388229,home,1. FC Union Berlin,Robin Knoche,robin-knoche,R. Knoche,D,31,190,148,M,130433,EUR,706492800,D,31,31,False,87.0,78.0,11.0,6.0,63.0,67.0,15.0,20.0,4.0,4.0,6.0,15.0,,,,90.0,98.0,7.3,10.0,0.0,0.0,0.00862786,0,,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,
10388229,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,91.0,73.0,12.0,5.0,55.0,58.0,18.0,33.0,4.0,7.0,5.0,10.0,,,,90.0,107.0,7.1,22.0,0.0,0.0,0.0342724,0,,,,,,4.0,2.0,,,1.0,,1.0,,2.0,2.0,,2.0,,,,,,,,,,,,
10388229,home,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,M,28,28,False,41.0,35.0,7.0,4.0,17.0,17.0,21.0,39.0,1.0,4.0,2.0,5.0,,,,90.0,88.0,7.5,22.0,0.0539,0.0,0.190319,1,,,,15.0,3.0,4.0,1.0,1.0,1.0,,2.0,2.0,1.0,,,,,True,3.0,1.0,2.0,,,,,,,,
10388229,home,1. FC Union Berlin,Aissa Laïdouni,aissa-laidouni,A. Laïdouni,M,93,182,3217,M,828077,EUR,850435200,M,20,20,False,33.0,25.0,3.0,1.0,11.0,14.0,14.0,19.0,,3.0,,7.0,,,,81.0,44.0,6.4,12.0,0.0,0.0,0.179721,0,,,,,,5.0,1.0,3.0,2.0,,1.0,,,2.0,1.0,3.0,,,,,1.0,laids_93,,,,,,,
10388229,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,33.0,27.0,1.0,1.0,20.0,21.0,7.0,12.0,1.0,3.0,,5.0,,,,90.0,39.0,6.9,6.0,0.0,0.0,0.528363,0,,,,,3.0,3.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10388229,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,False,25.0,19.0,1.0,1.0,10.0,12.0,9.0,13.0,3.0,5.0,,8.0,,,,69.0,33.0,7.0,9.0,0.0266,0.0719,0.0226487,1,,,,,1.0,3.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,,1.0,,1.0,,,,,,
10388229,home,1. FC Union Berlin,Josip Juranović,josip-juranovic,J. Juranović,D,18,173,3077,M,791642,EUR,808531200,M,18,18,False,56.0,40.0,9.0,5.0,23.0,29.0,20.0,35.0,,2.0,,9.0,,,,90.0,80.0,7.1,26.0,0.0507,0.0,0.224016,1,,,,8.0,,1.0,,3.0,2.0,,,,,1.0,,,,,3.0,1.0,,,,1.0,,,,,
10388229,home,1. FC Union Berlin,Sheraldo Becker,sheraldo-becker,S. Becker,F,23,180,1505,M,352544,EUR,792288000,F,27,27,False,23.0,16.0,,,3.0,4.0,15.0,28.0,,7.0,1.0,1.0,,,,89.0,49.0,7.4,18.0,0.1664,0.0,0.156745,2,,,,9.0,3.0,7.0,1.0,6.0,5.0,,1.0,1.0,1.0,2.0,1.0,,2.0,,2.0,1.0,2.0,,,,1.0,,,,
10388229,home,1. FC Union Berlin,Kevin Behrens,kevin-behrens,K. Behrens,F,91,184,493,M,164171,EUR,665539200,F,17,17,False,14.0,12.0,,,1.0,1.0,11.0,13.0,6.0,7.0,,3.0,,,,69.0,20.0,6.8,4.0,0.1501,0.0867,0.020909,2,,,,,8.0,12.0,2.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,,
10388229,home,1. FC Union Berlin,Paul Seguin,paul-seguin,P. Seguin,M,30,186,138,M,253687,EUR,796435200,M,14,14,True,14.0,6.0,2.0,,1.0,2.0,5.0,13.0,2.0,3.0,,2.0,,,,21.0,20.0,6.5,10.0,0.0,0.0,0.0115333,0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10388229,home,1. FC Union Berlin,Jordan Siebatcheu,jordan-siebatcheu,J. Siebatcheu,F,29,190,661,M,788786,EUR,830476800,F,45,45,True,4.0,3.0,,,1.0,1.0,2.0,3.0,2.0,2.0,,,,,,21.0,6.0,6.5,1.0,0.0425,0.0,0.105424,1,,,,,2.0,7.0,,,,,,,,,,1.0,4.0,,,1.0,,,,,,,,,
10388229,home,1. FC Union Berlin,Morten Thorsby,morten-thorsby,M. Thorsby,M,2,189,709,M,280991,EUR,831254400,M,2,2,True,3.0,3.0,,,,,4.0,4.0,,2.0,,,,,,9.0,6.0,6.7,,0.0,0.0,0.0552072,0,,,,1.0,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,
10388229,home,1. FC Union Berlin,Sven Michel,sven-michel,S. Michel,F,11,178,166,M,246431,EUR,648000000,F,11,11,True,,,,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388229,home,1. FC Union Berlin,Lennart Grill,lennart-grill,L. Grill,G,22,191,99,M,836710,EUR,917222400,G,37,37,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
