match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,captain,stat_aerialLost,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_keyPass,stat_dispossessed,stat_totalOffside,stat_onTargetScoringAttempt,stat_goodHighClaim,stat_bigChanceCreated,stat_bigChanceMissed,stat_expectedGoalsOnTarget,stat_clearanceOffLine
14064473,home,Le Havre,Lionel M'Pasi,lionel-mpasi,L. M'Pasi,G,77,182.0,5824,M,mpasil16,599192,EUR,775699200,G,77,77,False,40.0,31.0,19.0,10.0,0.0,25.0,27.0,6.0,13.0,1.0,3.0,1.0,2.0,1.0,90.0,44.0,7.1,9.0,0.00144125,34.422554686158,4.0,29.82,11.13,0.0865,0,0.1906,0.08,0.01,0.14,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064473,home,Le Havre,Loic Négo,loic-nego,L. Négo,D,7,179.0,819,M,,54308,EUR,663897600,D,7,7,False,40.0,28.0,8.0,3.0,0.0,10.0,14.0,18.0,26.0,6.0,5.0,,,,90.0,63.0,7.1,18.0,0.0241583,102.79771323138,15.0,40.005,24.15,,1,,0.14,0.01,0.16,,,,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0243,24.947144846655,1.0,-0.25,,,,,,,,,,,,,,,,,,
14064473,home,Le Havre,Arouna Sangante,arouna-sangante,A. Sangante,D,93,189.0,741,M,,1035988,EUR,1018569600,D,93,93,False,35.0,25.0,10.0,4.0,0.0,16.0,19.0,9.0,16.0,10.0,2.0,,,,90.0,56.0,7.8,11.0,0.00282734,80.403386616349,11.0,34.02,9.45,,0,,0.08,0.08,0.63,,,,,,2.0,6.0,7.0,1.0,1.0,,3.0,1.0,1.0,,,,,True,2.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,
14064473,home,Le Havre,Ayumu Seko,ayumu-seko,A. Seko,D,15,186.0,730,M,,873221,EUR,960336000,D,15,15,False,26.0,24.0,4.0,3.0,0.0,17.0,18.0,7.0,8.0,5.0,1.0,,,,90.0,33.0,7.1,2.0,0.00203881,59.509297597669,7.0,22.26,13.23,,0,,0.07,0.01,0.23,,,,,,,1.0,2.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
14064473,home,Le Havre,Yanis Zouaoui,yanis-zouaoui,Y. Zouaoui,D,18,183.0,294,M,,1397882,EUR,893721600,D,18,18,False,30.0,22.0,8.0,5.0,0.0,11.0,12.0,11.0,18.0,,3.0,,,,66.0,48.0,7.0,14.0,0.0198882,113.60369998027,14.0,26.565,20.895,,0,,0.23,0.03,-0.19,,Yanis Zouaoui,,3.0,,,2.0,4.0,2.0,,,2.0,1.0,2.0,,20.910927310858,1.0,,,,,,,1.0,,1.0,,,,,,,,,,
14064473,home,Le Havre,Simon Ebonog,ebonog-simon,S. Ebonog,M,26,180.0,152,M,,1490783,EUR,1092614400,M,26,26,False,29.0,23.0,2.0,2.0,0.0,11.0,13.0,12.0,16.0,,4.0,,,,90.0,47.0,7.0,11.0,0.00797316,108.26474526117,15.0,30.66,9.45,,2,,-0.15,0.23,0.19,,,,1.0,,2.0,2.0,5.0,,,1.0,1.0,4.0,2.0,0.0459,,,-0.14,,2.0,,,,1.0,,,1.0,,,,,,,,,
14064473,home,Le Havre,Lucas Gourna-Douath,lucas-gourna-douath,L. Gourna-Douath,M,19,185.0,1200,M,,1012657,EUR,1060041600,M,19,19,False,30.0,25.0,3.0,3.0,0.0,14.0,17.0,11.0,13.0,2.0,6.0,,,,90.0,44.0,7.1,5.0,0.0237545,60.230419949489,9.0,31.185,11.97,,0,,0.15,0.13,0.2,,,,,,1.0,1.0,3.0,,,,1.0,,1.0,,13.205024649731,1.0,,,,,,3.0,,1.0,,,1.0,,,,,,,,
14064473,home,Le Havre,Rassoul Ndiaye,rassoul-ndiaye,R. Ndiaye,M,14,179.0,1884,M,,992026,EUR,1008028800,M,14,14,False,42.0,34.0,4.0,2.0,0.0,16.0,18.0,18.0,24.0,1.0,8.0,,,,89.0,62.0,7.3,17.0,0.200658,223.91623455957,20.0,33.18,23.415,,1,,0.33,0.11,0.26,,,,6.0,,,3.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0606,81.091505181784,4.0,-0.17,,,1.0,,1.0,1.0,,,,1.0,2.0,,,,,,,
14064473,home,Le Havre,Felix Mambimbi,felix-mambimbi,F. K. Mambimbi,F,10,170.0,315,M,,910076,EUR,979776000,M,10,10,False,17.0,11.0,1.0,,0.0,4.0,4.0,7.0,13.0,,5.0,,,,65.0,25.0,6.5,9.0,0.0155987,62.487781720925,8.0,41.895,16.695,,0,,-0.01,-0.01,0.17,,,,1.0,,1.0,6.0,4.0,,2.0,,1.0,,1.0,,,,,,3.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,
14064473,home,Le Havre,Mbwana Ally Samatta,mbwana-ally-samatta,M. Samatta,F,25,183.0,16107,M,samagoal77,825088,EUR,725068800,F,25,25,False,8.0,5.0,,,0.0,1.0,2.0,4.0,6.0,,,,,,45.0,19.0,6.7,7.0,0.00531477,64.906251176965,6.0,-43.785,-1.47,,1,,-0.02,-0.52,-0.01,,,,,,2.0,3.0,6.0,,1.0,1.0,,2.0,4.0,0.0323,,,-0.25,,1.0,,,1.0,,,,,,1.0,,,,,,,
