match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_totalCross,stat_totalContest,stat_shotOffTarget,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_goals,stat_penaltyWon
12512897,home,Casa Pia,Miguel Sousa,miguel-sousa,M. Sousa,M,20,176,28,M,936367,EUR,906163200,M,14,14,True,29.0,25.0,2.0,2.0,0.0,7.0,8.0,18.0,22.0,3.0,2.0,4.0,1.0,1.0,,1.0,,,,,,22.0,33.0,7.0,5.0,0.0447677,1,,,,,,,,1.0,,0.0997,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,
12512897,home,Casa Pia,Gaizka Larrazabal,gaizka-larrazabal,G. Larrazabal,M,72,179,117,M,849719,EUR,882316800,D,72,72,True,12.0,10.0,1.0,,0.0,5.0,6.0,6.0,7.0,,3.0,3.0,1.0,1.0,,1.0,,,,,,22.0,29.0,6.9,5.0,0.359147,2,,,,,,,,3.0,2.0,0.0304,,,,1.0,,1.0,1.0,1.0,2.0,2.0,,1.0,,1.0,,,1.0,,,,
12512897,home,Casa Pia,Tiago Dias,tiago-dias,T. Dias,M,77,175,51,M,825676,EUR,894240000,F,11,11,True,5.0,5.0,1.0,1.0,0.0,2.0,2.0,6.0,10.0,,,,,2.0,,,,,,,,10.0,14.0,7.2,6.0,0.342432,0,,,,,,,,,,,,,,2.0,,,7.0,,,2.0,,,,3.0,,,1.0,,,,
12512897,home,Casa Pia,Samuel Obeng,samuel-obeng,S. Obeng,F,20,183,624,M,950142,EUR,863654400,F,77,77,True,,,,,0.0,,,,,,1.0,,,,,1.0,,,,,,10.0,2.0,6.1,1.0,,1,,,,1.0,1.0,,,,,0.2181,0.9156,,,1.0,,1.0,,,,,,,,,,,,,,,
12512897,home,Casa Pia,Max Svensson,max-svensson,M. Svensson,F,9,182,45,M,1085569,EUR,1005177600,F,9,9,True,1.0,1.0,1.0,1.0,0.0,,,1.0,1.0,,,1.0,,,,,,,,,,1.0,2.0,,,0.00207327,0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12512897,home,Casa Pia,Daniel Azevedo,azevedo-daniel,D. Azevedo,G,22,195,26,M,878493,EUR,887241600,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512897,home,Casa Pia,Duplexe Tchamba,duplexe-tchamba,D. Tchamba,D,2,191,133,M,891792,EUR,900028800,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512897,home,Casa Pia,Andrian Kraev,andrian-kraev,A. Kraev,M,6,191,280,M,857374,EUR,918950400,M,89,89,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512897,home,Casa Pia,Henrique Pereira,henrique-pereira,H. Pereira,F,18,181,177,M,1100647,EUR,1013731200,F,52,52,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512897,away,Boavista,João Gonçalves,joao-goncalves,J. Gonçalves,G,,188,61,M,987596,EUR,974246400,G,99,99,False,32.0,15.0,29.0,12.0,0.0,5.0,6.0,10.0,26.0,,,,,10.0,,,,3.0,,,,90.0,40.0,7.5,17.0,0.00310405,0,1.6001,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,
12512897,away,Boavista,Pedro Gomes,pedro-gomes,P. Gomes,D,,185,91,M,1393993,EUR,1054684800,D,15,15,False,20.0,12.0,5.0,,0.0,7.0,11.0,5.0,10.0,1.0,5.0,6.0,5.0,3.0,,,,,,,,90.0,45.0,6.9,11.0,0.00285212,0,,Pedro Gomes,,,,,,4.0,3.0,,,,,,1.0,1.0,1.0,1.0,,,2.0,1.0,,,,1.0,,,,,
12512897,away,Boavista,Rodrigo Abascal,rodrigo-abascal,R. Abascal,D,26,190,156,M,846416,EUR,758505600,D,26,26,False,20.0,14.0,5.0,,0.0,10.0,10.0,4.0,10.0,1.0,1.0,1.0,4.0,,,,,,,,,90.0,32.0,6.9,7.0,0.0009239,0,,,,,,,4.0,,,,,True,,1.0,,1.0,,,,,,,,,,,,,,,
12512897,away,Boavista,Bruno Onyemaechi,bruno-onyemaechi,B. Onyemaechi,D,70,182,5807,M,1134441,EUR,923097600,D,70,70,False,25.0,18.0,9.0,3.0,0.0,14.0,14.0,4.0,12.0,3.0,4.0,4.0,7.0,3.0,,1.0,,,,,,90.0,38.0,7.0,10.0,0.00135358,0,,,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,
12512897,away,Boavista,Filipe Ferreira,filipe-ferreira,F. Ferreira,D,20,178,34,M,143584,EUR,654393600,D,20,20,False,28.0,18.0,7.0,2.0,0.0,11.0,13.0,8.0,20.0,,3.0,1.0,3.0,4.0,,,,,,,,90.0,51.0,6.9,17.0,0.0564576,0,,Filipe,Ferreira,,,,,1.0,1.0,,,,,,,2.0,5.0,1.0,,2.0,,,,1.0,,,,,,,
12512897,away,Boavista,Ibrahima Camará,ibrahima-camara,I. Camará,M,2,190,520,M,976145,EUR,917222400,M,2,2,False,46.0,36.0,15.0,8.0,0.0,14.0,16.0,22.0,30.0,1.0,2.0,2.0,5.0,6.0,,,,,,,,90.0,55.0,6.9,11.0,0.12054,1,,,,,1.0,,,,,0.0167,0.0338,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,
12512897,away,Boavista,Miguel Reisinho,miguel-reisinho,M. Reisinho,M,7,184,1041,M,892309,EUR,923616000,M,10,10,False,27.0,21.0,4.0,1.0,0.0,10.0,11.0,12.0,18.0,3.0,5.0,7.0,2.0,5.0,,2.0,,,,,,90.0,46.0,7.5,10.0,0.0317211,2,,,,,1.0,,3.0,1.0,,0.812,0.7382,,,1.0,2.0,2.0,2.0,2.0,1.0,,,,1.0,1.0,,,,,,1.0,
12512897,away,Boavista,Joel Silva,joel-silva,J. Silva,M,26,185,56,M,1393991,EUR,1044921600,M,16,16,False,27.0,19.0,2.0,,0.0,6.0,8.0,13.0,19.0,,6.0,2.0,,7.0,,2.0,,,,,,90.0,33.0,6.9,10.0,0.0071479,0,,Joel Silva,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,1.0,,,3.0,,,,,,,,,,1.0
12512897,away,Boavista,Ilija Vukotić,ilija-vukotic,I. Vukotić,M,8,191,158,M,891881,EUR,915667200,M,18,18,False,17.0,13.0,,,0.0,4.0,4.0,9.0,14.0,,3.0,5.0,,2.0,,,,,,,,83.0,32.0,7.2,8.0,0.0224448,0,,Ilija,Vukotić,,,,3.0,4.0,3.0,,,,,1.0,1.0,,1.0,,,1.0,1.0,2.0,,,,,,,,,
12512897,away,Boavista,Salvador Agra,salvador-agra,S. Agra,M,11,166,97,M,587416,EUR,689817600,M,7,7,False,23.0,16.0,1.0,,0.0,10.0,12.0,7.0,12.0,1.0,3.0,4.0,,1.0,,,,,,,,89.0,33.0,6.6,10.0,0.156027,1,,,,,,,,1.0,1.0,0.0092,,,,1.0,2.0,,1.0,2.0,,1.0,1.0,,,1.0,1.0,,,,,,
12512897,away,Boavista,Róbert Boženík,robert-bozenik,R. Boženík,F,11,188,1028,M,912033,EUR,942883200,F,9,9,False,13.0,9.0,,,0.0,3.0,3.0,6.0,10.0,3.0,6.0,6.0,3.0,2.0,,1.0,,,,,,90.0,36.0,6.5,13.0,0.00729356,3,,,,1.0,,,,1.0,1.0,0.3132,,,,6.0,2.0,2.0,,1.0,3.0,,,2.0,,,,,,,,,
12512897,away,Boavista,Sebastián Pérez,sebastian-perez,S. Pérez,M,42,176,396,M,158597,EUR,733363200,M,24,24,True,1.0,,,,0.0,,1.0,,,,,,1.0,,,,,,,,,16.0,2.0,6.5,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512897,away,Boavista,João Barros,joao-barros,J. Barros,F,77,184,46,M,1896795,EUR,1136851200,F,71,71,True,1.0,,,,0.0,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,0,,João Barros,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12512897,away,Boavista,Tomé Sousa,sousa-tome,T. Sousa,G,1,190,105,M,1521209,EUR,1166227200,G,76,76,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Tomé Sousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512897,away,Boavista,Alexandre Marques,alexandre-marques,A. Marques,D,73,186,30,M,1896794,EUR,1130025600,D,73,73,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Alexandre Marques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512897,away,Boavista,Tomás Silva,tomas-silva,T. Silva,D,75,175,24,M,1906695,EUR,1148515200,D,75,75,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Tomás Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512897,away,Boavista,Augusto Dabo,dabo-augusto,A. Dabo,D,27,186,77,M,1394721,EUR,1079136000,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512897,away,Boavista,Marco Ribeiro,marco-ribeiro,M. Ribeiro,M,88,188,22,M,1517734,EUR,1118707200,M,88,88,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Marco Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512897,away,Boavista,Manuel Namora,manuel-namora,M. Namora,F,,180,28,M,892423,EUR,887241600,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512897,away,Boavista,Tiago Machado,machado-tiago,T. Machado,F,23,185,33,M,1494437,EUR,1080864000,F,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Tiago,Machado,,,,,,,,,,,,,,,,,,,,,,,,,,,,
