match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_aerialWon,stat_totalClearance,stat_wonTackle,stat_shotOffTarget,stat_keyPass,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_bigChanceCreated
11369297,home,Real Betis,Youssouf Sabaly,,,youssouf-sabaly,Y. Sabaly,D,17,174,5678,M,111803,EUR,731289600,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,youssouf_sabaly23,,,,,,,,,,,,,,,,,,,,,,,,,,
11369297,home,Real Betis,Chadi Riad,,,chadi-riad,C. Riad,D,34,186,10944,M,1064218,EUR,1047859200,D,28,28,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,chadiriad17,,,,,,,,,,,,,,,,,,,,,,,,,,
11369297,home,Real Betis,Marc Bartra,,,marc-bartra,M. Bartra,D,5,183,1917,M,99519,EUR,663897600,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369297,home,Real Betis,Dani Pérez,,,dani-perez,D. Pérez,M,37,173,113,M,1171626,EUR,1122336000,M,37,37,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369297,away,Rayo Vallecano,Stole Dimitrievski,,,stole-dimitrievski,S. Dimitrievski,G,1,188,843,M,97951,EUR,756777600,G,1,1,False,22.0,13.0,11.0,3.0,10.0,12.0,3.0,10.0,,5.0,,,4.0,5.0,,,90.0,32.0,7.2,10.0,0.0,0.0,0.00043787,0,0.4387,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369297,away,Rayo Vallecano,Iván Balliu,,,ivan-balliu,I. Balliu,D,20,175,688,M,152446,EUR,694224000,D,20,20,False,34.0,25.0,3.0,1.0,11.0,13.0,15.0,23.0,4.0,3.0,1.0,,,,,,90.0,61.0,6.6,14.0,0.0,0.0,0.164834,0,,,2.0,,5.0,1.0,1.0,2.0,,1.0,3.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,2.0,,
11369297,away,Rayo Vallecano,Aridane Hernández,,,aridane-hernandez,A. Hernández,D,15,186,254,M,41013,EUR,606614400,D,5,5,False,45.0,36.0,9.0,5.0,29.0,34.0,7.0,11.0,5.0,7.0,2.0,,,,,,90.0,57.0,7.1,10.0,0.0,0.0,0.0249975,0,,,,1.0,1.0,,,,1.0,,1.0,,,,2.0,6.0,1.0,,1.0,,,,,,,,,
11369297,away,Rayo Vallecano,Florian Lejeune,,,florian-lejeune,F. Lejeune,D,24,190,1047,M,88528,EUR,674697600,D,24,24,False,48.0,38.0,15.0,8.0,30.0,33.0,8.0,15.0,2.0,6.0,,,,,,,90.0,58.0,7.2,10.0,0.2294,0.0893,0.00254456,3,,,,,1.0,,,,,,1.0,,1.0,,1.0,3.0,1.0,1.0,,,,2.0,,,,,,
11369297,away,Rayo Vallecano,Alfonso Espino,,,alfonso-espino,A. Espino,D,22,172,656,M,542634,EUR,694569600,D,12,12,False,23.0,16.0,4.0,,11.0,14.0,5.0,9.0,6.0,6.0,1.0,,,,,,78.0,41.0,6.7,7.0,0.0,0.0,0.00874751,0,,,,,1.0,,,1.0,,1.0,4.0,,2.0,,,,2.0,,,,1.0,,,,,,,
11369297,away,Rayo Vallecano,Isi Palazón,,,isi-palazon,I. Palazón,M,7,169,2151,M,899982,EUR,788486400,M,7,7,False,29.0,24.0,4.0,4.0,8.0,9.0,17.0,24.0,4.0,7.0,3.0,,,,,,64.0,51.0,7.0,14.0,0.0577,0.0215,0.0783071,2,,,4.0,,3.0,,3.0,,,,1.0,2.0,,,,2.0,,,1.0,1.0,,1.0,,1.0,,,,
11369297,away,Rayo Vallecano,Pathé Ismaël Ciss,,,ismaila-ciss,P. I. Ciss,M,6,183,4735,M,913679,EUR,763776000,M,21,21,False,27.0,26.0,4.0,4.0,18.0,18.0,8.0,9.0,5.0,6.0,3.0,,,,,,64.0,36.0,6.9,2.0,0.1104,0.0,0.00860668,1,,,,,2.0,1.0,,,,,2.0,,1.0,,,,1.0,,1.0,,,,,1.0,,,,
11369297,away,Rayo Vallecano,Óscar Valentín,,,oscar-valentin,Ó. Valentín,M,23,177,443,M,900008,EUR,777340800,M,23,23,False,35.0,26.0,3.0,,11.0,13.0,15.0,22.0,6.0,4.0,1.0,,,,,,90.0,45.0,7.0,10.0,0.0,0.0,0.0290166,0,,,,,5.0,,1.0,,1.0,1.0,4.0,,5.0,True,1.0,,3.0,,1.0,,,,,,,,,
11369297,away,Rayo Vallecano,Álvaro García,,,alvaro-garcia,Á. García,M,18,168,1132,M,345111,EUR,720144000,M,18,18,False,23.0,17.0,,,5.0,5.0,13.0,19.0,8.0,1.0,3.0,,,,,,90.0,41.0,6.8,10.0,0.3944,0.0,0.0838698,2,,,1.0,,5.0,1.0,3.0,1.0,,,2.0,1.0,1.0,,2.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,1.0,1.0,
11369297,away,Rayo Vallecano,Raúl de Tomás,,,raul-de-tomas,R. de Tomás,F,9,181,959,M,138387,EUR,782352000,F,22,22,False,15.0,11.0,,,5.0,5.0,6.0,12.0,5.0,2.0,1.0,,,,,,58.0,26.0,6.5,11.0,0.0,0.0,0.029897,0,,,2.0,2.0,8.0,,2.0,3.0,,,1.0,,3.0,,2.0,,1.0,,1.0,,1.0,,,,,1.0,,
11369297,away,Rayo Vallecano,Randy Nteka,,,randy-nteka,R. Nteka,F,11,190,949,M,932764,EUR,881366400,F,11,11,False,23.0,12.0,,,3.0,8.0,9.0,15.0,6.0,4.0,3.0,,,,,,78.0,41.0,6.5,18.0,0.0516,0.0,0.0077183,2,,,,1.0,8.0,,4.0,3.0,,,1.0,2.0,2.0,,,,,,,,2.0,,,2.0,,,,
11369297,away,Rayo Vallecano,Sergio Camello,,,sergio-camello,S. Camello,F,10,177,1019,M,910024,EUR,981763200,F,34,34,True,13.0,12.0,2.0,2.0,4.0,4.0,8.0,9.0,,2.0,,,,,,,32.0,20.0,6.9,5.0,0.0942,0.0304,0.0791812,2,,,,,3.0,,3.0,,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,
11369297,away,Rayo Vallecano,Jorge de Frutos,,,jorge-de-frutos,J. de Frutos,M,19,173,1878,M,900003,EUR,849312000,F,19,19,True,11.0,8.0,,,2.0,2.0,8.0,13.0,,1.0,,,,,,,26.0,18.0,6.8,7.0,0.0,0.0,0.158502,0,,,4.0,,3.0,1.0,1.0,,,,,1.0,1.0,,,,,,2.0,2.0,,,,,,,,1.0
11369297,away,Rayo Vallecano,Kike Pérez,,,kike-perez,K. Pérez,M,71,184,312,M,857178,EUR,855878400,M,14,14,True,20.0,17.0,3.0,1.0,8.0,8.0,9.0,12.0,5.0,2.0,2.0,,,,,,26.0,27.0,6.7,5.0,0.0,0.0,0.00994495,0,,,,,2.0,,,1.0,,,2.0,,1.0,,2.0,,1.0,,,,,,,,,,,
11369297,away,Rayo Vallecano,Bebé,,,bebe,Bebé,M,15,190,368,M,124950,EUR,647740800,F,10,10,True,2.0,2.0,,,,,2.0,2.0,2.0,1.0,1.0,,,,,,12.0,6.0,6.9,1.0,0.0161,0.0631,0.00032974,1,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,
11369297,away,Rayo Vallecano,Radamel Falcao,,,radamel-falcao,R. Falcao,F,9,177,11646,M,25682,EUR,508377600,F,9,9,True,3.0,3.0,,,3.0,3.0,,,2.0,3.0,,,,,,,12.0,8.0,6.2,2.0,0.5811,0.4794,1.733e-05,2,,Falcao,,2.0,5.0,,,2.0,,,,1.0,2.0,,1.0,,,,,,1.0,1.0,,1.0,,,1.0,
11369297,away,Rayo Vallecano,Dani Cárdenas,,,dani-cardenas,D. Cárdenas,G,1,185,197,M,965832,EUR,859507200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369297,away,Rayo Vallecano,Martín Pascual,,,martin-pascual,M. Pascual,D,4,190,39,M,947201,EUR,933724800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369297,away,Rayo Vallecano,Andrei Rațiu,,,andrei-ratiu,A. Rațiu,D,2,183,8158,M,965031,EUR,898300800,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Sonic,,,,,,,,,,,,,,,,,,,,,,,,,,
11369297,away,Rayo Vallecano,Josep Chavarría,,,josep-chavarria,J. Chavarría,D,3,174,630,M,1010421,EUR,892166400,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369297,away,Rayo Vallecano,Abdul Mumin,,,abdul-mumin,A. Mumin,D,16,188,1245,M,846147,EUR,897091200,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369297,away,Rayo Vallecano,Diego Mendez,Diego Méndez,,mendez-diego,D. Méndez,M,29,182,84,M,1392573,EUR,1062115200,M,29,29,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369297,away,Rayo Vallecano,Unai López,,,unai-lopez,U. López,M,17,169,518,M,588566,EUR,815011200,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
