match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_keyPass,stat_wonTackle,stat_goalAssist,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_accurateCross,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_penaltyFaced,stat_errorLeadToAShot,stat_hitWoodwork,stat_penaltyConceded
10665999,home,Al Wehda,Munir El Kajoui,munir-mohamedi,M. El Kajoui,G,1,190.0,3804,M,Munir,141967,EUR,610761600,G,1,1,False,27.0,14.0,20.0,7.0,11.0,14.0,3.0,13.0,1.0,1.0,1.0,5.0,1.0,4.0,5.0,90.0,38.0,7.3,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665999,home,Al Wehda,Hamad Al-Jayzani,hamad-al-jayzani,H. Al-Jayzani,D,28,176.0,11,M,,802975,EUR,731203200,D,28,28,False,31.0,23.0,3.0,2.0,8.0,12.0,15.0,22.0,,1.0,,11.0,,,,90.0,61.0,6.4,18.0,1,,,3.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,
10665999,home,Al Wehda,Abdullah Al-Hafith,abdullah-al-hafith,A. Al-Hafith,D,17,188.0,29,M,,160901,EUR,725241600,D,17,17,False,29.0,24.0,4.0,,17.0,19.0,7.0,10.0,,,6.0,4.0,,,,90.0,44.0,7.0,5.0,2,,,,,,,,1.0,1.0,3.0,,,,2.0,1.0,,,,,,,,,,,,,,,,
10665999,home,Al Wehda,Óscar Duarte,oscar-duarte,Ó. Duarte,D,6,184.0,231,M,,156401,EUR,612835200,D,6,6,False,29.0,22.0,9.0,6.0,13.0,15.0,9.0,14.0,,,6.0,5.0,,,,90.0,38.0,6.8,8.0,1,,,,2.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
10665999,home,Al Wehda,Islam Ahmed Hawsawi,islam-ahmed-hawsawi,I. A. Hawsawi,D,27,170.0,30,M,,1106232,EUR,1009411200,D,27,27,False,30.0,17.0,5.0,1.0,4.0,8.0,13.0,24.0,1.0,4.0,,5.0,2.0,,,90.0,44.0,6.4,17.0,1,Hawsawi Islam Ahmed,,2.0,,1.0,,,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,
10665999,home,Al Wehda,Anselmo,anselmo,Anselmo,M,87,182.0,171,M,,256671,EUR,603936000,M,87,87,False,39.0,29.0,4.0,1.0,9.0,11.0,20.0,29.0,2.0,7.0,2.0,7.0,2.0,,,90.0,61.0,6.8,18.0,2,,,1.0,2.0,9.0,2.0,1.0,1.0,,1.0,2.0,3.0,1.0,,,2.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,
10665999,home,Al Wehda,Waleed Bakshween,waleed-bakshween,W. Bakshween,M,,176.0,23,M,,911303,EUR,626832000,M,4,4,False,39.0,31.0,5.0,2.0,13.0,17.0,18.0,22.0,1.0,7.0,,5.0,1.0,,,90.0,51.0,7.1,9.0,0,,,,,2.0,,,,,1.0,5.0,,1.0,,,1.0,3.0,,1.0,,,,True,,,,,,,,
10665999,home,Al Wehda,Fayçal Fajr,faycal-fajr,F. Fajr,M,76,178.0,1037,M,,143786,EUR,586396800,M,76,76,False,53.0,45.0,7.0,4.0,17.0,18.0,31.0,43.0,1.0,8.0,1.0,5.0,2.0,,,90.0,84.0,8.0,18.0,2,,,8.0,1.0,3.0,1.0,,,,,3.0,2.0,,,1.0,3.0,2.0,,3.0,2.0,1.0,1.0,,3.0,1.0,,,,,,
10665999,home,Al Wehda,Ala'a Al-Hejji,alaa-al-hejji,A. Al-Hejji,M,18,173.0,32,M,,826242,EUR,817948800,M,88,88,False,27.0,21.0,3.0,2.0,5.0,6.0,16.0,22.0,1.0,7.0,1.0,3.0,3.0,,,77.0,42.0,7.3,11.0,1,,,1.0,,2.0,,1.0,,,,2.0,2.0,,,,3.0,2.0,,2.0,1.0,1.0,1.0,,,,1.0,,,,,
10665999,home,Al Wehda,Hazzaa Al-Ghamdi,hazzaa-al-ghamdi,H. Al-Ghamdi,F,90,174.0,33,M,,1095802,EUR,979171200,M,90,90,False,15.0,12.0,3.0,3.0,4.0,4.0,8.0,12.0,1.0,5.0,,4.0,1.0,,,77.0,26.0,7.5,4.0,2,Hazzaa Ahmed Al-Ghamdi,,1.0,1.0,2.0,,,1.0,,,1.0,,1.0,,1.0,,,,2.0,2.0,,,,,1.0,,,,,,
