match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_dispossessed,stat_totalOffside,stat_shotOffTarget,stat_wasFouled,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_penaltyMiss,captain,stat_totalCross,stat_accurateCross,stat_challengeLost,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_blockedScoringAttempt,stat_goalAssist,stat_goals,stat_penaltyConceded
10407386,home,KVC Westerlo,Sinan Bolat,,,sinan-bolat,S. Bolat,G,26,187,168,M,5920,EUR,589248000,G,1,1,False,45.0,31.0,20.0,6.0,28.0,34.0,3.0,11.0,1.0,1.0,8.0,1.0,90.0,50.0,6.4,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407386,home,KVC Westerlo,Edisson Jordanov,,,edisson-jordanov,E. Jordanov,D,24,172,64,M,129922,EUR,739497600,D,32,32,False,31.0,21.0,5.0,2.0,13.0,14.0,8.0,17.0,1.0,7.0,2.0,,90.0,62.0,7.2,16.0,0,1.0,4.0,1.0,1.0,2.0,1.0,5.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
10407386,home,KVC Westerlo,Rubin Seigers,,,rubin-seigers,R. Seigers,D,4,187,36,M,794983,EUR,884476800,D,23,23,False,72.0,62.0,13.0,6.0,53.0,56.0,9.0,16.0,1.0,3.0,6.0,,90.0,88.0,7.6,11.0,0,,1.0,,,3.0,2.0,2.0,2.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,
10407386,home,KVC Westerlo,Pietro Perdichizzi,,,pietro-perdichizzi,P. Perdichizzi,D,2,182,25,M,105720,EUR,724464000,D,2,2,False,52.0,42.0,8.0,5.0,24.0,29.0,18.0,23.0,3.0,5.0,1.0,,90.0,64.0,7.2,11.0,0,1.0,4.0,,,3.0,1.0,2.0,2.0,,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10407386,home,KVC Westerlo,Maxim De Cuyper,,,maxim-de-cuyper,M. De Cuyper,D,29,183,4482,M,997152,EUR,977443200,D,11,11,False,37.0,27.0,9.0,7.0,15.0,16.0,12.0,21.0,,7.0,7.0,,90.0,71.0,7.5,14.0,1,,1.0,,,3.0,2.0,4.0,2.0,2.0,1.0,,1.0,,,1.0,3.0,,,,,,,,,,,,,,,
10407386,home,KVC Westerlo,Tuur Dierckx,,,tuur-dierckx,T. Dierckx,F,,171,133,M,190409,EUR,799977600,M,55,55,False,25.0,10.0,3.0,1.0,5.0,9.0,5.0,16.0,2.0,5.0,3.0,,90.0,41.0,6.2,24.0,2,2.0,6.0,1.0,,2.0,,,,5.0,1.0,,,2.0,,,3.0,1.0,2.0,1.0,,,,,,,,,,,,
10407386,home,KVC Westerlo,Nicolas Madsen,,,nicolas-madsen,N. Madsen,M,24,193,1196,M,938306,EUR,953251200,M,8,8,False,46.0,42.0,5.0,5.0,29.0,29.0,13.0,17.0,,4.0,8.0,,90.0,60.0,7.0,6.0,0,,1.0,1.0,,3.0,,1.0,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,
10407386,home,KVC Westerlo,Lukas Van Eenoo,,,lukas-van-eenoo,L. V. Eenoo,M,8,175,45,M,45880,EUR,665798400,M,7,7,False,37.0,27.0,4.0,4.0,20.0,24.0,8.0,17.0,1.0,4.0,4.0,,67.0,52.0,6.9,17.0,0,1.0,4.0,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,True,4.0,1.0,2.0,,,,,,,,
10407386,home,KVC Westerlo,Jan Bernát,,,jan-bernat,J. Bernát,M,,180,84,M,978184,EUR,979084800,M,10,10,False,7.0,6.0,,,5.0,5.0,1.0,3.0,,2.0,2.0,,29.0,13.0,6.3,4.0,0,2.0,4.0,1.0,,,,,,,,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,
10407386,home,KVC Westerlo,Lyle Foster,,,foster-lyle,L. Foster,F,9,180,7126,M,901907,EUR,967939200,F,9,9,False,22.0,13.0,,,4.0,7.0,9.0,15.0,,,,,68.0,35.0,6.1,19.0,2,2.0,10.0,4.0,,,,,,3.0,,,,3.0,,,,,2.0,,,,,1.0,,,,,,,,
10407386,home,KVC Westerlo,Igor Vetokele,,,igor-vetokele,I. Vetokele,F,,173,40,M,106236,EUR,701308800,F,25,25,False,5.0,3.0,,,2.0,2.0,1.0,3.0,,,1.0,,62.0,12.0,6.5,6.0,0,1.0,1.0,,,1.0,,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,
10407386,home,KVC Westerlo,Thomas Van den Keybus,,,thomas-van-den-keybus,T. V. d. Keybus,M,39,179,112,M,997164,EUR,988156800,M,39,39,True,24.0,18.0,3.0,3.0,8.0,10.0,11.0,16.0,,4.0,4.0,,61.0,35.0,6.9,8.0,0,1.0,3.0,1.0,1.0,,,2.0,2.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
10407386,home,KVC Westerlo,Dorgeles Nene,Nene Dorgeles,,nene-dorgeles,D. Nene,F,45,174,10332,M,1102788,EUR,1040601600,M,45,45,True,8.0,5.0,1.0,1.0,,,5.0,8.0,,,,,28.0,9.0,6.6,3.0,1,,,,,,,,,,,,,,,,,,1.0,,,,,,d.nene10,,,,,,,
10407386,home,KVC Westerlo,Roman Neustädter,,,roman-neustadter,R. Neustädter,D,33,190,123,M,38471,EUR,572140800,D,33,33,True,11.0,10.0,2.0,1.0,4.0,4.0,6.0,7.0,,,1.0,,23.0,12.0,6.4,1.0,0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
10407386,home,KVC Westerlo,Halil Akbunar,,,halil-akbunar,H. Akbunar,M,77,170,143,M,217782,EUR,752803200,M,35,35,True,5.0,4.0,,,2.0,2.0,3.0,4.0,1.0,3.0,1.0,,22.0,12.0,6.5,2.0,1,,2.0,1.0,,,,2.0,,,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,
10407386,home,KVC Westerlo,Nick Gillekens,,,nick-gillekens,N. Gillekens,G,1,185,45,M,794577,EUR,804902400,G,20,20,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407386,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185,425,M,862075,EUR,993686400,D,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407386,home,KVC Westerlo,Ravil Tagir,,,tagir-ravil,R. Tagir,D,28,185,250,M,992551,EUR,1052179200,D,24,24,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407386,away,KAS Eupen,Lennart Moser,,,lennart-moser,L. Moser,G,99,196,55,M,886064,EUR,944438400,G,1,1,False,37.0,25.0,16.0,4.0,24.0,29.0,1.0,8.0,,,10.0,5.0,90.0,51.0,8.7,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,,,,
10407386,away,KAS Eupen,Yentl Van Genechten,,,yentl-van-genechten,Y. V. Genechten,D,2,191,44,M,921951,EUR,966556800,D,2,2,False,25.0,16.0,3.0,3.0,9.0,9.0,7.0,16.0,2.0,6.0,1.0,,90.0,43.0,7.2,13.0,1,,4.0,2.0,,1.0,1.0,3.0,,,2.0,,,,,,1.0,,,,,,,,,,,,1.0,,,
10407386,away,KAS Eupen,Rune Paeshuyse,,,rune-paeshuyse,R. Paeshuyse,D,28,187,34,M,1020435,EUR,1017273600,D,28,28,False,59.0,53.0,10.0,6.0,44.0,46.0,9.0,13.0,1.0,3.0,6.0,,90.0,69.0,7.3,6.0,0,,,,,2.0,2.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
10407386,away,KAS Eupen,Boris Lambert,,,lambert-boris,B. Lambert,M,35,187,94,M,936240,EUR,955324800,D,35,35,False,72.0,58.0,13.0,6.0,44.0,51.0,14.0,21.0,1.0,6.0,9.0,,90.0,85.0,7.7,14.0,0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,
10407386,away,KAS Eupen,Jason Davidson,,,jason-davidson,J. Davidson,D,2,180,75,M,105350,EUR,678153600,D,3,3,False,48.0,42.0,3.0,3.0,17.0,20.0,26.0,30.0,2.0,3.0,6.0,,90.0,74.0,7.1,9.0,1,2.0,6.0,1.0,,1.0,2.0,1.0,,1.0,4.0,1.0,,,,,,,,,,2.0,1.0,,,,,,1.0,,,
10407386,away,KAS Eupen,James Jeggo,,,james-jeggo,J. Jeggo,M,,179,44,M,184791,EUR,697852800,M,4,4,False,49.0,45.0,7.0,4.0,26.0,27.0,19.0,22.0,,,7.0,,90.0,60.0,7.1,5.0,1,,1.0,,,,3.0,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,
10407386,away,KAS Eupen,Stef Peeters,,,stef-peeters,S. Peeters,M,8,188,81,M,201988,EUR,697593600,M,8,8,False,65.0,47.0,11.0,5.0,18.0,22.0,30.0,51.0,1.0,5.0,9.0,,90.0,86.0,7.2,27.0,3,,4.0,2.0,2.0,,,2.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,,,,True,8.0,1.0,1.0,,,,,2.0,1.0,,
10407386,away,KAS Eupen,Isaac Christie-Davies,,,isaac-christie-davies,I. Christie-Davies,M,15,188,42,M,838613,EUR,877132800,M,23,23,False,40.0,29.0,1.0,1.0,6.0,9.0,23.0,33.0,1.0,4.0,7.0,,90.0,54.0,7.0,16.0,2,,3.0,,,,,2.0,2.0,3.0,3.0,2.0,,,,,1.0,,1.0,,,2.0,,,,,,,1.0,,,
10407386,away,KAS Eupen,Konan N'Dri,,,ndri-konan,K. N'Dri,F,11,174,429,M,978327,EUR,972604800,F,11,11,False,21.0,19.0,1.0,1.0,4.0,5.0,15.0,16.0,1.0,5.0,2.0,,69.0,39.0,6.5,14.0,0,3.0,9.0,4.0,1.0,,,1.0,1.0,7.0,1.0,1.0,,2.0,,,2.0,,,,,,,,,,,,,,,
10407386,away,KAS Eupen,Isaac Nuhu,,,isaac-nuhu,I. Nuhu,M,7,171,191,M,1047318,EUR,1001808000,F,7,7,False,34.0,23.0,1.0,1.0,3.0,8.0,20.0,32.0,1.0,4.0,3.0,,86.0,57.0,7.2,26.0,2,3.0,9.0,5.0,,,1.0,1.0,,2.0,,2.0,,1.0,,1.0,2.0,,1.0,,,6.0,,,,,,,,,1.0,
10407386,away,KAS Eupen,Regan Charles-Cook,,,regan-charles-cook,R. Charles-Cook,F,77,175,62,M,803116,EUR,857174400,F,10,10,False,27.0,24.0,,,5.0,6.0,19.0,22.0,1.0,6.0,5.0,,90.0,44.0,7.0,7.0,3,1.0,6.0,1.0,,1.0,,3.0,2.0,,1.0,1.0,,2.0,1.0,1.0,2.0,,,,,1.0,,1.0,,,,,2.0,,,
10407386,away,KAS Eupen,Sambou Soumano,,,soumano-sambou,S. Soumano,F,28,182,888,M,1103141,EUR,979344000,F,22,22,True,6.0,5.0,1.0,1.0,3.0,4.0,2.0,2.0,,,2.0,,21.0,10.0,6.5,4.0,1,,2.0,,,,,,,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
10407386,away,KAS Eupen,Gary Magnee,,,magnee-gary,G. Magnee,M,15,173,145,M,990265,EUR,939686400,M,15,15,True,,,,,,,,,,,,,10.0,1.0,5.4,,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0
10407386,away,KAS Eupen,Abdul Manaf Nurudeen,,,abdul-manaf-nurudeen,A. M. Nurudeen,G,33,190,508,M,886219,EUR,918432000,G,33,33,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407386,away,KAS Eupen,Jan Gorenc,,,jan-gorenc,J. Gorenc,D,30,192,63,M,862198,EUR,932947200,D,30,30,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407386,away,KAS Eupen,Jerome Deom,,,deom-jerome,J. Deom,M,24,175,45,M,839883,EUR,924480000,M,14,14,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407386,away,KAS Eupen,Nathan Bitumazala,,,nathan-bitumazala,N. Bitumazala,M,10,178,85,M,1010227,EUR,1039478400,M,17,17,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407386,away,KAS Eupen,Tyreek Magee,,,magee-tyreek,T. Magee,M,29,173,286,M,986051,EUR,935798400,M,20,20,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
