match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalTackle,stat_wasFouled,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_shotOffTarget,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_shotValueNormalized,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_dispossessed,stat_totalOffside,stat_bigChanceCreated,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_goodHighClaim,stat_hitWoodwork,stat_blockedScoringAttempt,stat_goals
14024006,home,Brentford,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,188.0,9884,M,caoimhinkelleher98,827362,EUR,911779200,G,1,1,False,35.0,19.0,22.0,6.0,0.0,13.0,17.0,6.0,18.0,1.0,1.0,1.0,1.0,8.0,3.0,5.0,1.0,1.0,90.0,46.0,6.1,17.0,0.00233333,41.419677307573,6.0,17.446534293385,0.0,0.2568,0,-0.5964,0.01,0.02,-0.14,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14024006,home,Brentford,Aaron Hickey,,,hickey-aaron,A. Hickey,D,2,185.0,845,M,,966869,EUR,1023667200,D,2,2,False,13.0,12.0,1.0,1.0,0.0,6.0,7.0,6.0,6.0,5.0,,,3.0,2.0,,,,,44.0,25.0,6.8,2.0,0.00222679,35.492662588041,7.0,2.1491348530084,0.0,,0,,0.02,0.0,-0.11,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14024006,home,Brentford,Kristoffer Ajer,,,kristoffer-ajer,K. Ajer,D,20,196.0,1149,M,,576384,EUR,892771200,D,20,20,False,35.0,26.0,4.0,2.0,0.0,19.0,21.0,7.0,14.0,4.0,,,1.0,1.0,,,,,81.0,45.0,6.2,10.0,0.00204476,64.023351733013,8.0,31.102689643772,1.0,,1,,0.0,0.06,-0.35,,1.0,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0205,18.236768518626,21.752555803859,-0.12,,,,,,,,,,,,,,,,,,,
14024006,home,Brentford,Sepp van den Berg,,,sepp-van-den-berg,S. van den Berg,D,4,192.0,2105,M,,924378,EUR,1008806400,D,4,4,False,49.0,40.0,5.0,1.0,0.0,38.0,42.0,2.0,7.0,6.0,,,5.0,2.0,,,,,90.0,66.0,6.3,11.0,0.0008268,150.06234829967,16.0,25.146338558453,0.0,,2,,-0.08,0.03,-0.27,,,,,3.0,6.0,4.0,2.0,,,0.3958,,,-0.38,1.0,1.0,6.0,2.0,,,,,,,,,,,,,,,
14024006,home,Brentford,Rico Henry,,,rico-henry,R. Henry,D,3,175.0,723,M,,599128,EUR,868320000,D,3,3,False,50.0,41.0,7.0,3.0,0.0,21.0,26.0,20.0,24.0,5.0,3.0,1.0,5.0,5.0,,,,,90.0,80.0,6.0,18.0,0.0165776,195.66514237253,21.0,30.206936927636,1.0,,0,,0.07,0.08,-0.31,,,2.0,,3.0,2.0,9.0,,,1.0,,19.064777995869,29.704803921252,,,,,,3.0,1.0,,,,,,,,,,,,,
14024006,home,Brentford,Jordan Henderson,,,jordan-henderson,J. Henderson,M,6,183.0,6336,M,jordanhenderson,42694,EUR,645580800,M,6,6,False,33.0,22.0,7.0,2.0,0.0,10.0,14.0,12.0,19.0,1.0,,,1.0,4.0,,,,,67.0,38.0,6.5,14.0,0.0293203,112.86238336532,11.0,52.779877491027,1.0,,0,,0.28,0.04,-0.12,,,,1.0,2.0,1.0,2.0,,,,,33.503907200577,44.298049178265,,,,,2.0,,,1.0,2.0,,,,,,,,,,,
14024006,home,Brentford,Vitaly Janelt,,,vitaly-janelt,V. Janelt,M,27,184.0,1209,M,,814873,EUR,894758400,M,27,27,False,15.0,12.0,3.0,1.0,0.0,9.0,9.0,3.0,6.0,1.0,1.0,,,2.0,,,,,45.0,24.0,6.2,6.0,0.0212416,27.631345545655,5.0,-6.5039846049673,0.0,,2,,-0.07,0.04,-0.12,,,1.0,3.0,,,2.0,2.0,,1.0,0.0751,,,-0.26,,,,,,,,,1.0,,,,,,,,,,
14024006,home,Brentford,Keane Lewis-Potter,,,keane-lewis-potter,K. Lewis-Potter,D,23,170.0,1114,M,,972421,EUR,982800000,M,23,23,False,7.0,6.0,1.0,,0.0,3.0,3.0,3.0,4.0,1.0,,,,2.0,,,,,45.0,9.0,6.4,1.0,0.00254886,25.331393729816,3.0,5.7149252728167,0.0,,1,,0.01,0.02,-0.11,,,1.0,,,,,,,,0.0351,,,0.01,,,,,,,,,,1.0,0.0196,,,,,,,,
14024006,home,Brentford,Mathias Jensen,,,mathias-jensen,M. Jensen,M,8,180.0,1068,M,,799251,EUR,820454400,M,8,8,False,30.0,27.0,1.0,1.0,0.0,13.0,15.0,14.0,15.0,,,,,1.0,,,,,90.0,47.0,6.9,11.0,0.254249,48.434649638441,6.0,7.5222137069727,0.0,,2,,0.43,0.02,-0.17,,,,6.0,1.0,,2.0,1.0,,,0.0684,,,-0.16,1.0,,,1.0,,,,1.0,2.0,1.0,0.0621,True,,,,,,,
14024006,home,Brentford,Dango Ouattara,Dango Ouattara,,dango-ouattara,D. Ouattara,F,19,177.0,34231,M,d.ouattara15,1106451,EUR,1013385600,M,19,19,False,21.0,15.0,2.0,1.0,0.0,7.0,9.0,8.0,12.0,7.0,1.0,1.0,2.0,1.0,,,,,90.0,40.0,6.5,12.0,0.335343,122.72206212439,11.0,21.602205416189,0.0,,1,,0.3,0.11,-0.08,,1.0,2.0,4.0,5.0,3.0,7.0,1.0,1.0,,0.451,,,-0.69,,,1.0,2.0,2.0,,1.0,2.0,2.0,,,,1.0,,,,,,
