match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,captain,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_keyPass,stat_totalCross,stat_unsuccessfulTouch,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_goals,stat_outfielderBlock,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_errorLeadToAGoal
14109671,home,Galatasaray,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4886,M,754330,EUR,828662400,G,1,1,False,49.0,40.0,19.0,10.0,0.0,31.0,32.0,9.0,17.0,1.0,1.0,3.0,5.0,4.0,4.0,2.0,2.0,90.0,58.0,7.2,9.0,0.00599751,0.1405,0,1.082,0.18,0.03,-0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109671,home,Galatasaray,Wilfried Singo,wilfried-singo,W. Singo,D,90,190,12176,M,978285,EUR,977702400,D,90,90,False,7.0,3.0,2.0,1.0,0.0,,2.0,3.0,5.0,2.0,3.0,,1.0,,,,,26.0,12.0,6.4,5.0,0.00237698,,0,,-0.01,0.01,-0.16,,,,stephane_singo,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14109671,home,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187,12299,M,566102,EUR,834537600,D,6,6,False,38.0,33.0,5.0,2.0,0.0,18.0,19.0,15.0,19.0,1.0,2.0,,1.0,,,,,34.0,42.0,5.2,5.0,0.0065858,,1,,0.15,0.08,-0.2,,,,DAVINSON,2.0,3.0,,,1.0,1.0,1.0,1.0,0.2243,-0.17,,,,,,,,,,,,,,,,,,,
14109671,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6104,M,178963,EUR,778896000,D,42,42,False,61.0,50.0,5.0,,0.0,33.0,36.0,17.0,25.0,5.0,7.0,2.0,7.0,,,,,90.0,72.0,6.6,11.0,0.00959972,,2,,0.05,0.11,-0.18,,,,abdulkerimbard1,2.0,2.0,,,,,2.0,1.0,0.0786,-0.14,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
14109671,home,Galatasaray,Ismail Jakobs,ismail-jakobs,I. Jakobs,D,4,184,7106,M,897291,EUR,934848000,D,4,4,False,28.0,24.0,2.0,2.0,0.0,17.0,18.0,7.0,10.0,,3.0,3.0,1.0,,,,,90.0,58.0,6.6,14.0,0.019979,,0,,-0.06,0.04,-0.22,,,,ismaijakobs,,2.0,1.0,,,,,1.0,,,,3.0,1.0,,3.0,1.0,4.0,2.0,,,,,,,,,,,
14109671,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,754794,EUR,823996800,M,34,34,False,51.0,48.0,2.0,2.0,1.0,24.0,25.0,24.0,26.0,,3.0,,6.0,,,,,90.0,59.0,7.1,4.0,0.0635782,,2,,0.32,0.08,-0.08,,,,ltorreira34,,2.0,1.0,1.0,1.0,,1.0,2.0,0.0304,-0.08,,,,1.0,2.0,2.0,,1.0,1.0,1.0,0.0332,,,,,,,,
14109671,home,Galatasaray,Mario Lemina,mario-lemina,M. Lemina,M,99,184,8827,M,307284,EUR,746841600,M,99,99,False,54.0,49.0,4.0,2.0,0.0,41.0,42.0,8.0,12.0,,4.0,6.0,4.0,,,,,90.0,67.0,7.3,5.0,0.148135,,2,,0.19,0.09,0.26,,,,,,,2.0,2.0,,,2.0,1.0,0.0497,-0.16,,1.0,1.0,,,2.0,1.0,,,,,1.0,,,,,,,
14109671,home,Galatasaray,Yunus Akgün,yunus-akgun,Y. Akgün,M,11,173,9047,M,857738,EUR,962928000,M,11,11,False,13.0,12.0,1.0,1.0,0.0,7.0,7.0,5.0,6.0,,3.0,,2.0,,,,,77.0,26.0,6.9,5.0,0.12605,,0,,0.3,0.11,-0.09,,,,yunusakgun17,,4.0,,,1.0,,,3.0,,,,2.0,,,1.0,2.0,2.0,,1.0,,,1.0,1.0,,,,,,
14109671,home,Galatasaray,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,50691,M,45853,EUR,656726400,M,20,20,False,33.0,32.0,2.0,2.0,0.0,16.0,17.0,16.0,16.0,,1.0,1.0,1.0,,,,,77.0,47.0,8.0,6.0,0.096111,,1,,0.21,0.38,-0.02,,,,IGunny,,2.0,,,1.0,,,,0.3575,0.51,,1.0,1.0,,,3.0,5.0,1.0,1.0,1.0,0.7508,2.0,,1.0,2.0,,,,
14109671,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186,13210,M,904096,EUR,959040000,M,53,53,False,16.0,12.0,2.0,,0.0,4.0,5.0,8.0,11.0,1.0,6.0,,4.0,,,,,86.0,39.0,6.5,15.0,0.0284069,,4,,-0.05,0.28,-0.08,,,,barisalperyilmaz,3.0,7.0,1.0,1.0,,,3.0,2.0,0.1955,-0.55,,5.0,2.0,,,1.0,2.0,4.0,1.0,,,,,,,1.0,,,
