match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalCross,stat_blockedScoringAttempt,stat_dispossessed,stat_lastManTackle,stat_unsuccessfulTouch,stat_outfielderBlock,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,stat_totalOffside,stat_bigChanceCreated,stat_hitWoodwork,stat_bigChanceMissed
12709448,home,West Ham United,Łukasz Fabiański,lukasz-fabianski,Ł. Fabiański,G,22,190,3755,M,lukasz.fabianski,15479,EUR,482630400,G,1,1,False,39.0,22.0,25.0,8.0,0.0,16.0,18.0,6.0,21.0,1.0,2.0,3.0,12.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,90.0,52.0,8.2,17.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12709448,home,West Ham United,Vladimír Coufal,vladimir-coufal,V. Coufal,D,34,179,1731,M,,138024,EUR,714441600,D,5,5,False,29.0,24.0,4.0,3.0,0.0,18.0,20.0,6.0,9.0,2.0,6.0,4.0,4.0,,,,,,,,90.0,54.0,7.0,10.0,,0,,,2.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
12709448,home,West Ham United,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2596,M,,945217,EUR,946512000,D,25,25,False,43.0,38.0,4.0,3.0,0.0,30.0,31.0,8.0,13.0,,1.0,,,,,,,,,,45.0,46.0,6.4,6.0,,1,,,,3.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,
12709448,home,West Ham United,Max Kilman,max-kilman,M. Kilman,D,3,192,1256,M,,894474,EUR,864345600,D,26,26,False,45.0,40.0,6.0,2.0,0.0,31.0,32.0,9.0,13.0,3.0,4.0,4.0,4.0,1.0,,,,,,,90.0,53.0,7.2,5.0,,0,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,
12709448,home,West Ham United,Aaron Wan-Bissaka,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18232,M,awbissaka,863653,EUR,880502400,D,29,29,False,34.0,28.0,2.0,,0.0,13.0,15.0,15.0,20.0,2.0,6.0,5.0,4.0,,,,,,,,90.0,63.0,7.5,13.0,2.0,0,,,2.0,4.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,
12709448,home,West Ham United,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10871,M,EdsonAlvarez19,847151,EUR,877651200,M,19,19,False,35.0,34.0,1.0,1.0,0.0,27.0,27.0,7.0,8.0,,10.0,,6.0,1.0,,,,,,,60.0,51.0,7.4,3.0,1.0,0,,,,3.0,,,,,9.0,5.0,1.0,,,2.0,,,1.0,,,,,,,,,
12709448,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9084,M,jarrodbowen,552884,EUR,851040000,M,20,20,False,13.0,11.0,,,0.0,3.0,3.0,8.0,12.0,1.0,7.0,,1.0,4.0,,,,,,,90.0,37.0,7.5,12.0,1.0,5,,,5.0,10.0,1.0,2.0,,,2.0,,,2.0,1.0,2.0,,4.0,,True,1.0,3.0,1.0,,,,,
12709448,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3292,M,,799041,EUR,793843200,M,28,28,False,31.0,24.0,4.0,2.0,0.0,19.0,22.0,5.0,10.0,4.0,8.0,,2.0,2.0,,,,,,,90.0,42.0,7.1,8.0,,3,,,1.0,5.0,1.0,,,,2.0,1.0,3.0,1.0,2.0,,,,,,1.0,,,,,,,
12709448,home,West Ham United,James Ward-Prowse,james-ward-prowse,J. Ward-Prowse,M,20,177,4247,M,prowsey16,161717,EUR,783648000,M,8,8,False,39.0,35.0,3.0,1.0,0.0,23.0,23.0,15.0,20.0,,2.0,2.0,4.0,,,,,,,,60.0,47.0,7.4,5.0,3.0,0,,,,,,,,,2.0,2.0,,4.0,,,,,,,,,,3.0,,,,
12709448,home,West Ham United,Crysencio Summerville,crysencio-summerville,C. Summerville,M,7,174,5996,M,csummerville7,917005,EUR,1004400000,M,7,7,False,18.0,15.0,,,0.0,5.0,6.0,10.0,12.0,,,,,,,,,,,,74.0,28.0,6.5,7.0,,2,,,,5.0,,2.0,,1.0,,,1.0,,,2.0,,,,,2.0,,,,,,,
