match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_wonTackle,stat_wasFouled,stat_goalAssist,stat_accurateCross,stat_unsuccessfulTouch,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_punches
10583826,home,Al-Nassr,David Ospina,,,david-ospina,D. Ospina,G,1,183.0,5027,M,D_Ospina1,33596,EUR,588988800.0,G,25,25,False,33.0,22.0,14.0,3.0,21.0,21.0,1.0,12.0,1.0,1.0,1.0,1.0,15.0,5.0,2.0,2.0,3.0,3.0,90.0,49.0,6.8,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10583826,home,Al-Nassr,Abdulelah Al-Amri,,,abdulelah-al-amri,A. Al-Amri,D,5,185.0,1135,M,,881831,EUR,853286400.0,D,5,5,False,42.0,31.0,7.0,1.0,14.0,16.0,17.0,28.0,6.0,,,,7.0,,,,,,90.0,54.0,6.6,14.0,1,True,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
10583826,home,Al-Nassr,Álvaro González,,,alvaro-gonzalez,Á. González,D,,183.0,313,M,,150212,EUR,631756800.0,D,21,21,False,55.0,40.0,18.0,8.0,27.0,36.0,13.0,19.0,5.0,,,7.0,6.0,,,,,,90.0,68.0,7.0,16.0,0,,,1.0,4.0,3.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10583826,home,Al-Nassr,Abdullah Madu,,,abdullah-madu,A. Madu,D,3,186.0,189,M,,794347,EUR,742694400.0,D,3,3,False,48.0,40.0,4.0,1.0,20.0,26.0,20.0,22.0,5.0,,,1.0,8.0,,,,,,90.0,58.0,7.2,8.0,0,,,1.0,3.0,1.0,,,3.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,
10583826,home,Al-Nassr,Ghislain Konan,Ghislain,Konan,ghislain-konan,G. Konan,D,3,176.0,2811,M,,831781,EUR,820022400.0,D,13,13,False,38.0,36.0,3.0,2.0,17.0,17.0,22.0,29.0,12.0,,,,7.0,,,,,,90.0,75.0,8.7,13.0,0,,8.0,,3.0,1.0,,,4.0,6.0,1.0,4.0,,4.0,3.0,2.0,3.0,5.0,,,,,,,,
10583826,home,Al-Nassr,Sami Al-Najei,,,sami-al-najei,S. Al-Najei,M,14,181.0,886,M,,832312,EUR,855273600.0,M,14,14,False,26.0,18.0,,,5.0,6.0,13.0,22.0,4.0,1.0,1.0,,5.0,,,,,,74.0,41.0,7.2,12.0,1,,2.0,,,5.0,2.0,,,2.0,2.0,,,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,,
10583826,home,Al-Nassr,Ali Al-Hassan,,,ali-al-hassan,A. Al-Hassan,M,19,183.0,1000,M,,925947,EUR,857433600.0,M,19,19,False,44.0,34.0,3.0,2.0,9.0,9.0,25.0,36.0,2.0,,,,3.0,,,,,,62.0,49.0,7.1,11.0,0,,1.0,1.0,,2.0,,,1.0,2.0,1.0,2.0,,1.0,,,,,,,,,,,,
10583826,home,Al-Nassr,Luiz Gustavo,,,luiz-gustavo,L. Gustavo,M,14,187.0,2128,M,,29735,EUR,553996800.0,M,18,18,False,51.0,44.0,3.0,2.0,18.0,18.0,26.0,34.0,5.0,1.0,1.0,,4.0,,,,,,90.0,57.0,7.0,8.0,0,,1.0,1.0,1.0,3.0,,,,3.0,2.0,,,1.0,,,,,,,,,,,,
10583826,home,Al-Nassr,Abdulrahman Ghareeb,,,abdulrahman-ghareeb,A. Ghareeb,F,29,164.0,2201,M,,1014447,EUR,859766400.0,M,29,29,False,26.0,22.0,,,9.0,9.0,14.0,20.0,,1.0,,,6.0,,,,,,90.0,35.0,6.7,8.0,1,,3.0,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,
10583826,home,Al-Nassr,Anderson Talisca,,,anderson-talisca,A. Talisca,M,94,191.0,20484,M,AndersonTalisca,329245,EUR,760060800.0,F,94,94,False,28.0,23.0,5.0,4.0,5.0,6.0,18.0,22.0,7.0,,,,3.0,,,,,,90.0,43.0,8.0,9.0,6,,,4.0,3.0,9.0,3.0,4.0,,2.0,,2.0,,1.0,2.0,,,2.0,2.0,2.0,1.0,1.0,,,,
10583826,home,Al-Nassr,Vincent Aboubakar,,,vincent-aboubakar,V. Aboubakar,F,45,184.0,11201,M,aboubakarvincent,116869,EUR,696038400.0,F,9,9,False,24.0,17.0,2.0,,5.0,6.0,12.0,18.0,4.0,3.0,2.0,,1.0,,,,,,86.0,34.0,6.4,10.0,3,,,1.0,,3.0,,1.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,2.0,
10583826,home,Al-Nassr,Abdullah Al-Khaibari,,,abdullah-alkhaibari,A. Al-Khaibari,M,17,178.0,1250,M,,867179,EUR,840153600.0,M,17,17,True,11.0,10.0,,,8.0,8.0,2.0,3.0,1.0,,,,2.0,,,,,,28.0,15.0,6.6,1.0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
10583826,home,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173.0,1607,M,,830126,EUR,768182400.0,D,2,2,True,2.0,2.0,,,2.0,2.0,,,1.0,,,,,,,,,,16.0,8.0,6.4,2.0,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
10583826,home,Al-Nassr,Abdulmajeed Al-Sulaiheem,,,abdulmajeed-al-sulaiheem,A. Al-Sulaiheem,M,8,165.0,600,M,,538320,EUR,768960000.0,M,8,8,True,1.0,,,,,,,1.0,,,,,,,,,,,11.0,4.0,6.1,3.0,0,,,1.0,,3.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,
10583826,home,Al-Nassr,Waleed Abdullah,,,waleed-abdullah,W. Abdullah,G,33,196.0,188,M,,118139,EUR,514252800.0,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10583826,home,Al-Nassr,Mohammed Al-Fatil,,,mohammed-al-fatil,M. Al-Fatil,D,33,181.0,549,M,,328829,EUR,694483200.0,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10583826,home,Al-Nassr,Mansour Al Shammari,,,mansour-al-shammari,M. A. Shammari,D,12,173.0,169,M,,1019342,EUR,966816000.0,D,24,24,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10583826,home,Al-Nassr,Abdulfattah Asiri,,,abdulfattah-asiri,A. Asiri,M,,167.0,63,M,,374524,EUR,762220800.0,M,45,45,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10583826,home,Al-Nassr,Khalid Al-Ghannam,,,khalid-al-ghannam,K. Al-Ghannam,M,17,171.0,713,M,,976538,EUR,973641600.0,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10583826,home,Al-Nassr,Ayman Yahya,,,ayman-ahmed,A. Yahya,M,23,168.0,1412,M,,1130539,EUR,989798400.0,M,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10583826,away,Damac FC,Moustapha Zeghba,,,moustapha-zeghba,M. Zeghba,G,1,190.0,852,M,,888378,EUR,659145600.0,G,30,30,False,30.0,18.0,16.0,4.0,16.0,17.0,2.0,13.0,,,,1.0,10.0,,1.0,2.0,,,90.0,41.0,6.3,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0
10583826,away,Damac FC,Abdullah Al-Hawsawi,Abdullah Al-Hawsawi,,abdullah-al-hawsawi,A. Al-Hawsawi,D,24,176.0,23,M,,1127819,EUR,823132800.0,D,19,19,False,25.0,17.0,2.0,,8.0,11.0,9.0,16.0,3.0,2.0,,,4.0,,,,,,72.0,51.0,6.0,14.0,0,,2.0,1.0,,7.0,,,1.0,1.0,3.0,,,1.0,2.0,,,1.0,1.0,,,,,,,
