match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_sofascoreId,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_fouls,stat_aerialLost,stat_shotOffTarget,captain,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_penaltyConceded,stat_punches,stat_clearanceOffLine,stat_errorLeadToAGoal
10411618,home,Fiorentina,Pietro Terracciano,pietro-terracciano,P. Terracciano,G,1,193,1591,M,136856,EUR,636854400,G,1,1,False,40.0,30.0,22.0,13.0,22.0,27.0,8.0,13.0,8.0,2.0,1.0,3.0,90.0,46.0,6.9,10.0,0.0,0.0,0.00376947,0,0.4346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411618,home,Fiorentina,Lorenzo Venuti,lorenzo-venuti,L. Venuti,D,18,176,101,M,357756,EUR,797644800,D,23,23,False,12.0,11.0,2.0,2.0,8.0,8.0,5.0,7.0,6.0,,,,54.0,24.0,7.1,2.0,0.0,0.0,0.0120832,0,,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10411618,home,Fiorentina,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195,5064,M,836168,EUR,876614400,D,4,4,False,58.0,49.0,5.0,3.0,32.0,35.0,17.0,23.0,4.0,,,,90.0,65.0,6.6,10.0,0.0596,0.0,0.0282798,1,,,,2.0,,,1.0,1.0,1.0,,milenkovicn_4,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
10411618,home,Fiorentina,Igor Júlio,igor-julio,I. Júlio,D,3,185,1338,M,842513,EUR,886809600,D,98,98,False,69.0,53.0,17.0,7.0,32.0,34.0,21.0,35.0,4.0,,,,90.0,79.0,7.1,16.0,0.21,0.0,0.0117656,1,,,,3.0,,,1.0,1.0,1.0,,,2.0,1.0,,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,
10411618,home,Fiorentina,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184,1338,M,122848,EUR,715305600,D,3,3,False,22.0,17.0,2.0,1.0,8.0,9.0,12.0,20.0,3.0,,,,76.0,42.0,6.8,11.0,0.0824,0.0,0.361339,1,,7.0,3.0,2.0,,,1.0,,,,,2.0,3.0,2.0,,,,,1.0,1.0,True,1.0,3.0,,,,,,,,,,,,
10411618,home,Fiorentina,Alessandro Bianco,bianco-alessandro,A. Bianco,M,22,173,528,M,1101992,EUR,1033430400,M,42,42,False,10.0,8.0,1.0,1.0,6.0,7.0,2.0,3.0,1.0,,,,45.0,16.0,6.4,5.0,0.029,0.0,0.00047135,1,,,,3.0,,,,1.0,,1.0,,1.0,5.0,,,,,1.0,1.0,1.0,,,,,,3.0,,,,,,,,,
10411618,home,Fiorentina,Alfred Duncan,alfred-duncan,A. Duncan,M,32,178,572,M,232224,EUR,731721600,M,32,32,False,35.0,24.0,5.0,,11.0,14.0,13.0,21.0,7.0,,,,72.0,44.0,6.1,14.0,0.0,0.0,0.0400826,0,,,,2.0,2.0,1.0,,1.0,1.0,,,,5.0,,,1.0,,2.0,,,,,,,,2.0,,,,,,,,,
10411618,home,Fiorentina,Jonathan Ikoné,jonathan-ikone,J. Ikoné,M,93,180,1415,M,802142,EUR,894067200,M,11,11,False,21.0,19.0,2.0,2.0,9.0,9.0,10.0,12.0,6.0,,,,90.0,36.0,6.1,9.0,0.0256,0.0,0.0354186,1,,,,2.0,3.0,,,,,2.0,,,6.0,,,,,,,1.0,,1.0,1.0,,,3.0,,,,,,,,,
10411618,home,Fiorentina,Giacomo Bonaventura,giacomo-bonaventura,G. Bonaventura,M,,180,1099,M,36784,EUR,619747200,M,5,5,False,39.0,30.0,,,14.0,15.0,16.0,26.0,9.0,,,,90.0,51.0,7.2,12.0,0.0,0.0,0.274784,0,,2.0,,7.0,3.0,3.0,,1.0,1.0,3.0,,,3.0,,,,,2.0,,,,,2.0,,,1.0,1.0,,,,,,,,
10411618,home,Fiorentina,Christian Kouamé,christian-kouame,C. Kouamé,F,31,185,2375,M,812946,EUR,881366400,M,99,99,False,38.0,22.0,2.0,,5.0,8.0,17.0,32.0,7.0,,,,90.0,60.0,6.7,23.0,0.5501,0.1441,0.0370226,2,,2.0,,10.0,2.0,1.0,,3.0,2.0,1.0,christianmichael.11,5.0,7.0,,,1.0,2.0,1.0,2.0,1.0,,1.0,,,,3.0,,1.0,1.0,,,,,,
