match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_keyPass,stat_wonTackle,stat_errorLeadToAGoal,stat_penaltyConceded,stat_interceptionWon,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wasFouled,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock,stat_clearanceOffLine,stat_errorLeadToAShot,stat_penaltyWon
12624873,home,Al-Kholood,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188.0,626,M,39427,EUR,537494400.0,G,34,34,False,True,21.0,18.0,8.0,6.0,0.0,17.0,19.0,1.0,2.0,5.0,2.0,90.0,26.0,6.2,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624873,home,Al-Kholood,Abdullah Al-Hawsawi,abdullah-al-hawsawi,A. Al-Hawsawi,D,24,176.0,23,M,1127819,EUR,823132800.0,D,24,24,False,,39.0,34.0,1.0,1.0,0.0,12.0,13.0,22.0,28.0,5.0,,90.0,62.0,6.5,8.0,1,Abdullah Al-Hawsawi,,2.0,5.0,5.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
12624873,home,Al-Kholood,William Troost-Ekong,william-troost-ekong,W. Troost-Ekong,D,5,191.0,2266,M,338991,EUR,746841600.0,D,5,5,False,,35.0,28.0,7.0,3.0,0.0,22.0,26.0,6.0,9.0,3.0,,90.0,46.0,6.2,9.0,0,,,,3.0,2.0,1.0,,,,5.0,,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12624873,home,Al-Kholood,Norbert Gyömbér,norbert-gyomber,N. Gyömbér,D,23,189.0,303,M,224456,EUR,710121600.0,D,23,23,False,,31.0,27.0,3.0,1.0,0.0,17.0,19.0,10.0,12.0,5.0,,90.0,38.0,5.2,5.0,0,,,,4.0,1.0,,1.0,,,3.0,1.0,,3.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12624873,home,Al-Kholood,Hamdan Al-Shamrani,hamdan-al-shamrani,H. Al-Shamrani,D,27,176.0,29,M,882132,EUR,850521600.0,D,27,27,False,,45.0,35.0,7.0,3.0,0.0,14.0,15.0,21.0,32.0,4.0,,90.0,65.0,5.7,16.0,0,,,2.0,6.0,1.0,2.0,1.0,,,2.0,1.0,2.0,2.0,,,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,
12624873,home,Al-Kholood,Alex Collado,alex-collado,A. Collado,M,8,177.0,1606,M,859767,EUR,924739200.0,M,10,10,False,,59.0,48.0,3.0,3.0,0.0,8.0,9.0,41.0,54.0,8.0,,90.0,95.0,7.9,24.0,6,Alex,Collado,4.0,7.0,8.0,3.0,5.0,2.0,2.0,,3.0,6.0,,,,1.0,4.0,2.0,,,2.0,1.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,
12624873,home,Al-Kholood,Kévin N'Doram,kevin-ndoram,K. N'Doram,M,96,184.0,92,M,823476,EUR,822268800.0,M,96,96,False,,48.0,42.0,5.0,1.0,0.0,18.0,19.0,24.0,29.0,3.0,,90.0,57.0,6.6,8.0,0,,,,2.0,5.0,,2.0,1.0,,,2.0,,,,,1.0,,2.0,,,2.0,,,,,2.0,,,,,,,,,,,,
12624873,home,Al-Kholood,Aliou Dieng,aliou-dieng,A. Dieng,M,23,184.0,13659,M,933780,EUR,876960000.0,M,15,15,False,,62.0,52.0,5.0,4.0,0.0,16.0,18.0,37.0,46.0,5.0,,90.0,81.0,7.5,15.0,0,,,2.0,6.0,5.0,1.0,2.0,1.0,,1.0,3.0,3.0,3.0,1.0,1.0,,5.0,3.0,,,3.0,1.0,,,,,alioudieng_18,,,,,,,,,,,
12624873,home,Al-Kholood,Muhammad Sawan,muhammad-sawan,M. Sawan,M,70,170.0,23,M,1549247,EUR,965779200.0,F,11,11,False,,17.0,13.0,2.0,,1.0,2.0,3.0,11.0,15.0,2.0,,75.0,44.0,6.8,16.0,3,Muhammad Sawan,,1.0,8.0,8.0,1.0,8.0,3.0,3.0,1.0,3.0,4.0,,,,2.0,1.0,3.0,,,,,1.0,,,2.0,,2.0,1.0,,,,,,,,,
12624873,home,Al-Kholood,Jackson Muleka,jackson-muleka,J. Muleka,F,40,180.0,3687,M,927649,EUR,938995200.0,F,18,18,False,,23.0,18.0,2.0,2.0,0.0,8.0,9.0,10.0,15.0,3.0,,90.0,45.0,7.6,9.0,6,,,1.0,2.0,6.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,1.0,1.0,1.0,,,,,1.0,4.0,1.0,3.0,,1.0,2.0,1.0,,,,,,,,
