match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_wonTackle,stat_errorLeadToAShot,stat_expectedGoals,player_firstName,player_lastName,stat_challengeLost,stat_interceptionWon,stat_penaltyWon,stat_dispossessed,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_goalAssist,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_goals,captain,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_penaltyConceded
11352340,home,Chelsea,Đorđe Petrović,dorde-petrovic,Đ. Petrović,G,1,194,8562,M,dj.petrovic12,882604,EUR,939340800,G,28,28,False,30.0,26.0,6.0,2.0,26.0,28.0,2.0,9.0,2.0,90.0,41.0,6.3,4.0,6.937e-05,0,-0.9186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352340,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179,19313,M,malogst,996958,EUR,1053302400,D,27,27,False,37.0,33.0,1.0,,14.0,15.0,23.0,3.0,,75.0,52.0,6.8,6.0,0.0489342,0,,19.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352340,home,Chelsea,Axel Disasi,axel-disasi,A. Disasi,D,4,190,9725,M,axel_disasi,827243,EUR,889574400,D,2,2,False,54.0,43.0,6.0,1.0,30.0,36.0,18.0,6.0,,75.0,64.0,6.6,11.0,0.0212018,3,,13.0,,1.0,6.0,,,1.0,2.0,,,,,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,0.1677,,,,,,,,,,,,,,,,,,,,,
11352340,home,Chelsea,Benoît Badiashile,benoit-badiashile,B. Badiashile,D,5,194,10555,M,badiashile,904827,EUR,985564800,D,5,5,False,67.0,61.0,7.0,4.0,48.0,50.0,17.0,5.0,,90.0,74.0,6.7,7.0,0.00608654,1,,13.0,,,2.0,,,2.0,,1.0,,,,,,2.0,,1.0,2.0,,,0.0468,,,,,,,,,,,,,,,,,,,,,
11352340,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,D,3,3,False,45.0,35.0,5.0,1.0,14.0,17.0,29.0,7.0,,90.0,63.0,6.8,13.0,0.0189613,1,,21.0,1.0,6.0,5.0,1.0,,1.0,2.0,1.0,3.0,1.0,,1.0,,,,1.0,2.0,1.0,,0.0514,,,4.0,1.0,1.0,,,,,,,,,,,,,,,,
11352340,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,48.0,43.0,3.0,3.0,24.0,26.0,22.0,4.0,,71.0,63.0,6.1,9.0,0.0408182,1,,19.0,,4.0,1.0,1.0,,2.0,1.0,2.0,,,,1.0,2.0,,,,1.0,,,0.047,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
11352340,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,121227,M,Enzo8,974505,EUR,979689600,M,8,8,False,82.0,71.0,9.0,7.0,35.0,39.0,43.0,9.0,,90.0,90.0,7.3,14.0,0.0646588,2,,36.0,,2.0,1.0,,,,,1.0,,1.0,1.0,3.0,,1.0,,,,,,0.1798,,,1.0,,,,1.0,,1.0,1.0,0.1746,,,,,,,,,,
11352340,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185,363781,M,ColdPalmer,982780,EUR,1020643200,M,20,20,False,42.0,31.0,4.0,2.0,8.0,8.0,40.0,2.0,,90.0,75.0,10.0,21.0,0.421977,9,,26.0,6.0,3.0,5.0,2.0,1.0,,1.0,3.0,3.0,1.0,,8.0,,,,,,1.0,,1.8445,,,,2.0,,1.0,4.0,,,5.0,2.2074,3.0,1.0,3.0,,,,,,,
11352340,home,Chelsea,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,M,23,23,False,33.0,27.0,2.0,1.0,12.0,12.0,22.0,6.0,,89.0,56.0,7.5,13.0,0.0845656,4,,15.0,1.0,5.0,5.0,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,,2.0,1.0,2.0,,1.0,,0.3874,,,1.0,2.0,,3.0,1.0,,,1.0,0.0291,,1.0,1.0,True,1.0,,,,,
11352340,home,Chelsea,Mykhaylo Mudryk,mykhaylo-mudryk,M. Mudryk,M,10,175,54452,M,MMudryk10,958966,EUR,978652800,M,10,10,False,21.0,18.0,2.0,2.0,10.0,11.0,15.0,2.0,,71.0,38.0,6.7,11.0,0.065433,3,,9.0,5.0,6.0,2.0,1.0,1.0,,,2.0,1.0,2.0,,1.0,1.0,,,1.0,,,,0.1427,,,1.0,1.0,,2.0,1.0,,,1.0,0.1437,1.0,,,,,,,,,
