match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,captain,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_totalCross,stat_unsuccessfulTouch,player_sofascoreId,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_totalOffside,stat_goodHighClaim,stat_blockedScoringAttempt,stat_bigChanceMissed
10382257,home,FC Emmen,Mickey van der Hart,mickey-van-der-hart,M. v. d. Hart,G,188,97,M,242313,EUR,771465600,G,32,32,False,33.0,20.0,24.0,11.0,13.0,15.0,7.0,18.0,7.0,4.0,4.0,90.0,42.0,7.7,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382257,home,FC Emmen,Mike te Wierik,mike-te-wierik,M. t. Wierik,D,191,47,M,127554,EUR,707961600,D,17,17,False,59.0,49.0,3.0,2.0,26.0,28.0,23.0,31.0,,,,90.0,76.0,7.0,12.0,1,23,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
10382257,home,FC Emmen,Miguel Araujo,miguel-araujo,M. Araujo,D,178,883,M,370226,EUR,782956800,D,5,5,False,57.0,48.0,18.0,12.0,33.0,35.0,15.0,22.0,6.0,,,90.0,68.0,7.4,9.0,0,20,,3.0,2.0,6.0,1.0,,,,3.0,True,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10382257,home,FC Emmen,Dennis Vos,dennis-vos,D. Vos,D,179,46,M,966537,EUR,1006905600,D,14,14,False,52.0,49.0,3.0,2.0,24.0,25.0,25.0,27.0,4.0,,,59.0,59.0,6.9,3.0,0,28,2.0,1.0,3.0,4.0,,,,,2.0,,,,1.0,,2.0,1.0,Dennis,Vos,,,,,,,,,,,,,,
10382257,home,FC Emmen,Julius Dirksen,julius-dirksen,J. Dirksen,D,185,74,M,1001943,EUR,1044144000,D,24,24,False,35.0,27.0,1.0,1.0,12.0,12.0,15.0,25.0,3.0,,,72.0,52.0,6.3,12.0,0,26,2.0,1.0,7.0,2.0,3.0,2.0,,,2.0,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,
10382257,home,FC Emmen,Keziah Veendorp,keziah-veendorp,K. Veendorp,D,183,41,M,361778,EUR,856137600,M,2,2,False,62.0,51.0,9.0,6.0,24.0,30.0,27.0,32.0,9.0,,,90.0,72.0,6.7,12.0,0,,,2.0,2.0,3.0,1.0,1.0,,,4.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
10382257,home,FC Emmen,Lucas Bernadou,bernadou-lucas,L. Bernadou,M,178,53,M,997187,EUR,969753600,M,8,8,False,32.0,24.0,2.0,1.0,6.0,8.0,18.0,25.0,4.0,,,59.0,42.0,6.4,11.0,0,6,,,7.0,3.0,4.0,2.0,1.0,,,,,,2.0,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,
10382257,home,FC Emmen,Ole Romeny,ole-romeny,O. Romeny,F,185,13950,M,921948,EUR,961459200,M,77,77,False,26.0,21.0,2.0,1.0,6.0,8.0,15.0,19.0,6.0,,,90.0,51.0,8.7,15.0,2,11,2.0,1.0,5.0,12.0,,1.0,,,,,,,7.0,7.0,4.0,,,,1.0,6.0,oleromeny,2.0,2.0,2.0,,,,,,,,
10382257,home,FC Emmen,Mark Diemers,mark-diemers,M. Diemers,M,175,198,M,252123,EUR,750297600,M,10,10,False,45.0,34.0,3.0,2.0,11.0,12.0,24.0,40.0,9.0,,,90.0,74.0,7.3,25.0,2,10,,1.0,4.0,11.0,,9.0,6.0,2.0,,,,1.0,1.0,1.0,3.0,,,,7.0,4.0,,1.0,,,1.0,1.0,1.0,2.0,,,,
10382257,home,FC Emmen,Jeremy Antonisse,jeremy-antonisse,J. Antonisse,F,177,141,M,1092638,EUR,1017360000,M,57,57,False,24.0,22.0,2.0,1.0,8.0,9.0,15.0,17.0,4.0,,,84.0,44.0,6.2,12.0,1,7,,1.0,8.0,3.0,3.0,5.0,2.0,,,,,1.0,,,,1.0,Jeremy,Antonisse,2.0,4.0,,1.0,1.0,,,1.0,,,1.0,,,
