match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalOffside,stat_wonContest,stat_outfielderBlock,stat_aerialWon,stat_dispossessed,stat_bigChanceCreated,captain,player_sofascoreId,stat_bigChanceMissed
12624986,home,Al Wehda,Abdulrahman Al-Shammari,abdulrahman-al-shammeri,A. Al-Shammari,G,44,170.0,14,M,974152,EUR,963014400,G,21,21,False,23.0,21.0,4.0,3.0,0.0,21.0,22.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,90.0,30.0,6.2,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624986,home,Al Wehda,Ahmed Bandar Derwish,ahmed-bandar-derwish,A. B. Derwish,D,14,171.0,9,M,1185167,EUR,1002153600,D,14,14,False,33.0,27.0,3.0,,0.0,9.0,12.0,28.0,1.0,5.0,,,,,,,,78.0,55.0,7.1,13.0,1,,,20.0,7.0,2.0,1.0,6.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,
12624986,home,Al Wehda,Alexandru Crețu,alexandru-cretu,A. Crețu,M,4,189.0,120,M,229678,EUR,704073600,D,6,6,False,54.0,45.0,8.0,7.0,0.0,26.0,28.0,27.0,1.0,5.0,,,,,,,,90.0,64.0,6.5,12.0,2,,,19.0,1.0,,1.0,3.0,2.0,2.0,,,,2.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
12624986,home,Al Wehda,Jawad El Yamiq,jawad-el-yamiq,J. E. Yamiq,D,18,190.0,4432,M,877103,EUR,699321600,D,5,5,False,60.0,55.0,8.0,5.0,0.0,38.0,39.0,21.0,2.0,15.0,,,,,,,,90.0,71.0,7.0,6.0,1,,,17.0,,,1.0,2.0,3.0,,1.0,,,2.0,2.0,,1.0,,1.0,,3.0,1.0,,1.0,1.0,,,,,,
12624986,home,Al Wehda,Meshal Alaeli,meshal-alaeli,M. Alaeli,D,2,,31,M,1495868,EUR,1087430400,D,13,13,False,24.0,19.0,1.0,1.0,0.0,8.0,8.0,21.0,,4.0,,,,,,,,62.0,41.0,6.8,11.0,0,Meshal Alaeli,,11.0,5.0,,1.0,4.0,4.0,1.0,,,,2.0,2.0,2.0,2.0,,,,1.0,1.0,,,2.0,,,,,,
12624986,home,Al Wehda,Mohamed Al Makahasi,mohamed-al-makahasi,M. Makaazi,M,23,177.0,475,M,970835,EUR,791942400,M,35,35,False,71.0,65.0,4.0,3.0,0.0,28.0,30.0,41.0,,11.0,,,,,,,,90.0,91.0,7.3,9.0,0,,,37.0,,,,4.0,8.0,2.0,1.0,,,3.0,2.0,4.0,1.0,1.0,,,3.0,1.0,,,,1.0,,,,,
12624986,home,Al Wehda,Abdulaziz Noor,abdulaziz-noor,A. Noor,M,24,173.0,80,M,1085115,EUR,916617600,M,24,24,False,24.0,22.0,,,0.0,2.0,3.0,23.0,,1.0,,,,,,,,90.0,44.0,7.4,12.0,5,Abdulaziz Noor,,20.0,2.0,,2.0,5.0,3.0,1.0,4.0,3.0,1.0,1.0,,,,,2.0,,,3.0,,2.0,,,,,,,
12624986,home,Al Wehda,Juninho Bacuna,juninho-bacuna,J. Bacuna,M,4,178.0,542,M,788971,EUR,870912000,M,10,10,False,68.0,61.0,10.0,9.0,1.0,21.0,21.0,48.0,,4.0,,,,,,,,90.0,86.0,7.7,12.0,4,,,40.0,1.0,,,7.0,6.0,2.0,1.0,1.0,,2.0,2.0,2.0,3.0,1.0,2.0,1.0,,,,1.0,,1.0,2.0,1.0,,,
12624986,home,Al Wehda,Ala'a Al-Hejji,alaa-al-hejji,A. Al-Hejji,M,18,173.0,32,M,826242,EUR,817948800,M,8,8,False,56.0,48.0,2.0,1.0,0.0,17.0,17.0,40.0,,5.0,,,,,,,,61.0,62.0,6.7,10.0,1,,,31.0,1.0,,,3.0,3.0,2.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,,,,1.0,,,True,,
12624986,home,Al Wehda,Craig Goodwin,craig-goodwin,C. Goodwin,M,11,183.0,692,M,220113,EUR,692841600,M,23,23,False,23.0,19.0,1.0,,1.0,7.0,7.0,18.0,,4.0,,,,,,,,78.0,30.0,7.1,7.0,0,,,12.0,2.0,,1.0,2.0,3.0,,1.0,,,1.0,1.0,1.0,,2.0,,,,,,,,1.0,,1.0,,,
