match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,player_firstName,player_lastName,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotOffTarget,stat_penaltyConceded,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_totalOffside
14083228,home,Elche,Iñaki Peña,inaki-pena,I. Peña,G,13,185.0,45964,M,inakipenya,794949,EUR,920332800,G,13,13,False,55.0,28.0,38.0,12.0,0.0,15.0,19.0,13.0,36.0,3.0,9.0,3.0,1.0,6.0,90.0,67.0,7.4,27.0,0.00657163,84.353307047101,16.0,56.385,8.295,0.4819,0,0.7479,0.21,0.03,-0.1,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083228,home,Elche,Josan,josan,Josan,M,17,175.0,169,M,,808955,EUR,628646400,D,17,17,False,17.0,13.0,1.0,1.0,0.0,7.0,8.0,6.0,9.0,1.0,4.0,,,,68.0,41.0,7.1,13.0,0.15244,142.31789971508,12.0,27.51,15.015,,0,,0.29,-0.53,0.13,,True,8.0,2.0,1.0,5.0,6.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,31.63582310975,2.0,,,,,,,,,,,,,,,,,,,,,,
14083228,home,Elche,Víctor Chust,victor-chust,V. Chust,D,23,182.0,605,M,,855831,EUR,952214400,D,23,23,False,28.0,23.0,2.0,1.0,0.0,15.0,18.0,8.0,10.0,4.0,2.0,,,,90.0,55.0,7.0,9.0,0.059673,16.365446680125,3.0,-1.995,1.995,,0,,0.26,0.01,-0.12,,,2.0,1.0,,3.0,7.0,1.0,,,5.0,2.0,,,1.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
14083228,home,Elche,David Affengruber,david-affengruber,D. Affengruber,D,22,185.0,1024,M,,988672,EUR,984960000,D,22,22,False,39.0,32.0,2.0,1.0,0.0,27.0,27.0,5.0,12.0,10.0,6.0,,,,90.0,62.0,6.9,8.0,0.00390206,91.003609945565,10.0,32.235,31.29,,0,,0.03,0.06,-0.02,,,,,,3.0,6.0,2.0,,,3.0,,,,,33.428368132471,1.0,,,3.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,
14083228,home,Elche,Léo Pétrot,leo-petrot,L. Pétrot,D,21,188.0,232,M,,827504,EUR,861062400,D,21,21,False,37.0,28.0,3.0,2.0,0.0,16.0,20.0,12.0,17.0,5.0,2.0,,,,90.0,50.0,6.4,11.0,0.00702697,33.657416921428,5.0,-3.045,10.185,,1,,0.17,-0.29,-0.39,,,,,1.0,3.0,6.0,1.0,,,3.0,2.0,,,1.0,,,,,3.0,,,,1.0,0.0742,-0.25,,,,,,,,,,,,,
14083228,home,Elche,Germán Valera,german-valera,G. Valera,M,11,170.0,823,M,,962710,EUR,1016236800,D,11,11,False,20.0,17.0,1.0,1.0,0.0,4.0,5.0,13.0,15.0,,3.0,,,,80.0,36.0,7.9,9.0,0.204864,135.64783401817,11.0,86.52,28.665,,2,,0.38,0.5,-0.27,,,1.0,,3.0,8.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,,1.0,96.515724408947,4.0,,,,,,1.0,,0.4637,0.54,1.0,1.0,2.0,1.0,0.53,1.0,,,,,,,
14083228,home,Elche,Grady Diangana,grady-diangana,G. Diangana,M,19,180.0,2853,M,,848512,EUR,892944000,M,19,19,False,13.0,12.0,,,0.0,4.0,4.0,8.0,9.0,,,,,,68.0,29.0,6.4,5.0,0.0092647,16.836816970347,4.0,7.035,2.835,,1,,-0.02,0.32,0.14,,,1.0,,1.0,5.0,2.0,,1.0,,1.0,,,1.0,1.0,5.0785210445562,1.0,,,,2.0,,1.0,1.0,0.1413,-0.52,1.0,,,,,2.0,,,,,,,
14083228,home,Elche,Marc Aguado,marc-aguado,M. Aguado,M,8,178.0,373,M,,1014595,EUR,951177600,M,8,8,False,26.0,23.0,,,1.0,10.0,11.0,13.0,15.0,4.0,2.0,,,,90.0,39.0,7.2,4.0,0.0815888,22.075895916157,3.0,10.185,7.875,,0,,0.13,0.01,0.14,,,,,1.0,1.0,6.0,,,,6.0,4.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,
14083228,home,Elche,Aleix Febas,aleix-febas,A. Febas,M,14,168.0,1040,M,,286167,EUR,823219200,M,14,14,False,31.0,27.0,,,0.0,14.0,15.0,13.0,16.0,1.0,5.0,,,,87.0,47.0,8.0,8.0,0.276872,114.78869601891,13.0,22.785,19.215,,2,,0.31,0.21,-0.11,,,,,2.0,7.0,7.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,16.820817578227,1.0,,,,1.0,,1.0,1.0,0.1833,0.53,,,1.0,1.0,0.6411,1.0,,,,,,,
14083228,home,Elche,Martim Neto,neto-martim,M. Neto,M,16,185.0,858,M,,1100646,EUR,1042502400,M,16,16,False,17.0,15.0,1.0,1.0,1.0,3.0,4.0,12.0,13.0,,3.0,,,,67.0,27.0,7.2,5.0,0.195551,58.132180153732,9.0,11.025,10.605,,0,,0.3,0.21,0.14,,,,,,1.0,1.0,,1.0,,1.0,,1.0,,,10.675401678625,1.0,,,,,,,,,,,,,,,2.0,,,,,,,
