match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wasFouled,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_expectedGoals,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_keyPass,stat_unsuccessfulTouch,captain,stat_onTargetScoringAttempt,player_sofascoreId,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_lastManTackle,stat_goodHighClaim,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed
12117075,home,Atlético Mineiro,Everson,everson,Everson,G,22,193,2202,M,870748,EUR,648604800,G,22,22,False,21.0,17.0,11.0,7.0,0.0,16.0,19.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,90.0,27.0,6.7,4.0,0.00022819,0,0.0474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117075,home,Atlético Mineiro,Bruno Fuchs,bruno-fuchs,B. Fuchs,D,3,190,3790,M,973737,EUR,922924800,D,3,3,False,60.0,52.0,6.0,2.0,0.0,31.0,34.0,21.0,26.0,1.0,,,,,90.0,73.0,6.5,9.0,0.0191508,0,,1.0,1.0,5.0,4.0,2.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12117075,home,Atlético Mineiro,Igor Rabello,igor-rabello,I. Rabello,D,21,190,883,M,753662,EUR,799027200,D,16,16,False,62.0,51.0,4.0,1.0,0.0,33.0,37.0,18.0,25.0,4.0,,,,,79.0,75.0,7.4,12.0,0.0145278,2,,1.0,8.0,2.0,12.0,,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0773,,,,,,,,,,,,,,,,,
12117075,home,Atlético Mineiro,Mauricio Lemos,mauricio-lemos,M. Lemos,D,4,186,1260,M,385916,EUR,820108800,D,4,4,False,23.0,17.0,3.0,,0.0,9.0,10.0,8.0,13.0,,,,,,23.0,24.0,6.6,6.0,0.00644038,0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12117075,home,Atlético Mineiro,Renzo Saravia,renzo-saravia,R. Saravia,D,26,178,1136,M,315916,EUR,740188800,M,26,26,False,10.0,10.0,,,0.0,4.0,4.0,7.0,9.0,2.0,,,,,23.0,16.0,6.6,3.0,0.00767744,0,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,
12117075,home,Atlético Mineiro,Igor Gomes,igor-gomes,I. Gomes,M,17,182,1159,M,913598,EUR,921628800,M,17,17,False,48.0,41.0,6.0,4.0,0.0,11.0,12.0,33.0,42.0,4.0,,,,,90.0,66.0,7.1,14.0,0.096902,0,,2.0,,5.0,4.0,,,2.0,2.0,3.0,1.0,,,,,,1.0,1.0,,,,6.0,3.0,3.0,2.0,,,,,,,,,,,
12117075,home,Atlético Mineiro,Rodrigo Battaglia,rodrigo-battaglia,R. Battaglia,D,5,187,1317,M,158257,EUR,679276800,M,21,21,False,58.0,57.0,1.0,,0.0,27.0,27.0,30.0,31.0,5.0,,,,,90.0,73.0,7.4,3.0,0.027525,1,,2.0,2.0,4.0,7.0,1.0,3.0,4.0,1.0,1.0,,,,,,,1.0,2.0,0.0435,,,,,1.0,2.0,True,1.0,,,,,,,,,
12117075,home,Atlético Mineiro,Gustavo Scarpa,gustavo-scarpa,G. Scarpa,M,10,177,5525,M,559036,EUR,757728000,M,6,6,False,42.0,35.0,2.0,,0.0,13.0,17.0,23.0,39.0,4.0,,,,,90.0,77.0,7.0,24.0,0.0877861,5,,1.0,2.0,4.0,4.0,1.0,,1.0,1.0,,1.0,1.0,,,2.0,1.0,,,0.1243,,,14.0,1.0,,2.0,,3.0,gustavoscarpa10,1.0,,,,,,,
12117075,home,Atlético Mineiro,Matías Zaracho,matias-zaracho,M. Zaracho,M,11,171,1332,M,859970,EUR,889488000,F,15,15,False,38.0,33.0,2.0,,0.0,13.0,15.0,20.0,23.0,1.0,,,,,79.0,46.0,6.9,8.0,0.582274,1,,,2.0,2.0,6.0,,,2.0,2.0,1.0,,1.0,,1.0,,,,,0.0399,,,,,2.0,1.0,,,,,,,,,,,
12117075,home,Atlético Mineiro,Paulinho,paulinho,Paulinho,F,10,175,11050,M,885179,EUR,963619200,F,10,10,False,31.0,27.0,,,0.0,6.0,6.0,21.0,25.0,2.0,,,,,90.0,50.0,7.5,11.0,0.0267807,2,,3.0,,5.0,5.0,,,2.0,1.0,,1.0,3.0,2.0,,1.0,1.0,,1.0,0.1207,,,,,,5.0,,1.0,paulinho10,,1.0,1.0,,,,,
12117075,home,Atlético Mineiro,Cadu,cadu,Cadu,F,42,180,661,M,1199473,EUR,1085356800,F,42,42,False,24.0,14.0,,,0.0,3.0,4.0,11.0,20.0,6.0,,,,,90.0,44.0,7.2,15.0,0.0115469,2,,2.0,3.0,8.0,12.0,1.0,,4.0,3.0,2.0,3.0,2.0,2.0,,2.0,,,2.0,0.3139,,,,,,2.0,,,,,,,,,,,
12117075,home,Atlético Mineiro,Rômulo,romulo,Rômulo,D,49,182,592,M,1117102,EUR,1075507200,D,47,47,True,52.0,46.0,5.0,2.0,0.0,25.0,26.0,21.0,27.0,3.0,,,,,67.0,59.0,7.0,8.0,0.0128927,1,,1.0,2.0,4.0,4.0,1.0,,2.0,,2.0,,,,1.0,,,,1.0,0.0148,Rômulo,,1.0,,2.0,1.0,,,,,,,1.0,,,,
12117075,home,Atlético Mineiro,Alisson Santana,alisson,Alisson,M,45,183,2043,M,1471221,EUR,1127260800,M,45,45,True,15.0,12.0,4.0,3.0,0.0,7.0,8.0,6.0,10.0,3.0,,,,,34.0,32.0,7.2,7.0,0.10229,4,,,1.0,5.0,5.0,1.0,,,2.0,3.0,,3.0,2.0,1.0,1.0,,,,0.1124,,,3.0,1.0,2.0,1.0,,2.0,,,,,,,,,
12117075,home,Atlético Mineiro,Brahian Palacios,brahian-palacios,B. Palacios,M,30,178,713,M,1106599,EUR,1038096000,F,30,30,True,9.0,7.0,,,1.0,1.0,1.0,6.0,9.0,,,,,,33.0,27.0,6.9,10.0,0.0239726,3,,1.0,,6.0,4.0,,,2.0,1.0,,3.0,3.0,1.0,1.0,1.0,,,1.0,0.0489,Brahian Palacios,,1.0,,1.0,2.0,,1.0,,,,,,,,,
12117075,home,Atlético Mineiro,Mariano,mariano,Mariano,D,,177,308,M,40076,EUR,519868800,D,25,25,True,10.0,9.0,3.0,2.0,0.0,4.0,4.0,5.0,7.0,1.0,,,,,11.0,13.0,6.5,3.0,0.00681848,0,,,1.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
