match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_lastName,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_shotValueNormalized,stat_dribbleValueNormalized,stat_totalCross,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_shotOffTarget,stat_accurateCross,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,stat_punches,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated
14035912,home,Standard Liège,Matthieu Epolo,Matthieu Epolo,matthieu-epolo,M. Epolo,G,1,185.0,3162,M,1121943,EUR,1105747200,G,1,1,False,33.0,10.0,31.0,9.0,0.0,4.0,7.0,6.0,26.0,1.0,7.0,1.0,2.0,1.0,1.0,90.0,37.0,6.7,23.0,0.00328707,0.0073,0,0.0603,0.02,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035912,home,Standard Liège,Marlon Fossey,,marlon-fossey,M. Fossey,M,13,180.0,286,M,880762,EUR,905299200,D,13,13,False,20.0,13.0,2.0,2.0,0.0,5.0,8.0,8.0,12.0,7.0,2.0,,,,,90.0,45.0,8.7,13.0,0.017312,,1,,0.19,0.74,,,True,1.0,5.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,0.0109,0.0087,61.955285491738,5.0,59.01,30.135,-0.15,0.05,,,,,,,,,,,,,,,,
14035912,home,Standard Liège,Ibe Hautekiet,,ibe-hautekiet,I. Hautekiet,D,25,188.0,153,M,964757,EUR,1018656000,D,25,25,False,19.0,10.0,7.0,3.0,0.0,7.0,9.0,3.0,10.0,7.0,2.0,,,,,90.0,35.0,6.8,10.0,0.00184685,,0,,-0.04,0.22,,,,1.0,2.0,5.0,5.0,,,,,1.0,1.0,,2.0,,,10.639205280471,1.0,8.505,8.505,,0.01,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,
14035912,home,Standard Liège,Josué Homawoo,,josue-homawoo,J. Homawoo,D,24,191.0,192,M,976070,EUR,879292800,D,24,24,False,13.0,8.0,3.0,1.0,0.0,8.0,11.0,,2.0,8.0,1.0,,,,,90.0,31.0,6.9,7.0,4.729e-05,,1,,-0.1,0.17,,,,2.0,2.0,3.0,6.0,,,,,,1.0,,4.0,0.0671,,43.618427544893,2.0,34.335,38.64,-0.24,0.02,,1.0,,,,1.0,,,,,,,,,,
14035912,home,Standard Liège,Tobias Mohr,,tobias-mohr,T. Mohr,M,7,183.0,153,M,237048,EUR,809222400,D,7,7,False,31.0,17.0,14.0,3.0,0.0,7.0,13.0,10.0,18.0,6.0,5.0,,,,,90.0,61.0,7.4,18.0,0.140669,,1,,0.35,0.28,,,,1.0,2.0,2.0,5.0,,,1.0,,1.0,2.0,,,0.0315,0.1838,34.831152329482,4.0,-11.13,3.78,0.01,0.05,5.0,1.0,3.0,1.0,,,2.0,4.0,,,,,,,,
14035912,home,Standard Liège,Marco Ilaimaharitra,,marco-ilaimaharitra,M. Ilaimaharitra,M,23,178.0,500,M,358198,EUR,806716800,M,23,23,False,33.0,25.0,5.0,2.0,0.0,10.0,11.0,15.0,22.0,4.0,4.0,,,,,90.0,53.0,7.0,16.0,0.019315,,0,,0.32,0.13,,,,2.0,3.0,6.0,5.0,2.0,,,,,,4.0,1.0,,,68.692742726063,11.0,-0.73499999999998,9.66,,0.12,1.0,1.0,1.0,,1.0,,,,,,,,,,,
14035912,home,Standard Liège,Hakim Sahabo,Hakim Sahabo,sahabo-hakim,H. Sahabo,M,6,183.0,470,M,1434757,EUR,1118880000,M,6,6,False,17.0,13.0,4.0,1.0,0.0,6.0,8.0,7.0,9.0,2.0,1.0,,,,,85.0,30.0,6.5,8.0,0.00541664,,1,,0.06,0.25,,,,,,7.0,2.0,,,,,1.0,,2.0,,0.0309,,30.701122186905,2.0,10.815,6.195,0.0,0.03,,,2.0,2.0,5.0,,,,2.0,1.0,,,,,,
14035912,home,Standard Liège,Adnane Abid,,adnane-abid,A. Abid,M,11,161.0,235,M,1127801,EUR,1061596800,M,11,11,False,9.0,6.0,,,0.0,3.0,3.0,3.0,6.0,,3.0,,,,,39.0,12.0,5.3,3.0,0.00290795,,2,,-0.07,-0.04,,,,1.0,,3.0,1.0,,,,,,,,1.0,0.0723,,12.552736068251,2.0,-9.03,-4.095,-0.35,0.03,,1.0,,,1.0,,,,,2.0,,,,,,
14035912,home,Standard Liège,Dennis Eckert Ayensa,,dennis-eckert-ayensa,D. Eckert,F,10,181.0,542,M,812797,EUR,852768000,M,10,10,False,17.0,13.0,3.0,2.0,0.0,7.0,7.0,6.0,10.0,1.0,2.0,,,,,73.0,36.0,6.2,14.0,0.00873248,,1,,-0.25,-0.09,,,,,2.0,12.0,6.0,2.0,,,,,1.0,4.0,1.0,0.015,,7.5806387593659,1.0,2.73,2.73,-0.19,0.01,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,,1.0,,,,,
14035912,home,Standard Liège,Rafiki Saïd,,rafiki-said,R. Saïd,M,17,178.0,635,M,1047321,EUR,953078400,M,17,17,False,9.0,5.0,2.0,,0.0,3.0,4.0,2.0,5.0,1.0,5.0,,,,,73.0,28.0,8.1,10.0,0.00502915,,4,,-0.1,0.15,,,,,,4.0,6.0,7.0,5.0,2.0,,,1.0,2.0,1.0,0.1701,0.7234,178.35003508485,7.0,170.52,45.57,0.5,0.63,,,,,1.0,1.0,,,1.0,1.0,2.0,1.0,,,,
14035912,home,Standard Liège,Thomas Henry,,thomas-henry,T. Henry,F,9,191.0,448,M,795541,EUR,780019200,F,9,9,False,18.0,11.0,2.0,1.0,1.0,4.0,4.0,7.0,14.0,6.0,1.0,,,,,73.0,29.0,6.6,10.0,0.00841651,,0,,-0.1,0.27,,,,5.0,3.0,8.0,4.0,,,,,1.0,,2.0,1.0,,,19.922998205583,3.0,-9.66,2.73,,-0.15,,,,,3.0,,,1.0,,,,,,,,
14035912,home,Standard Liège,Henry Lawrence,,henry-lawrence,H. Lawrence,D,18,171.0,129,M,976265,EUR,1001030400,D,18,18,True,,,,,0.0,,,,,2.0,,,,,,17.0,3.0,6.7,,,,0,,,0.13,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035912,home,Standard Liège,Léandre Kuavita,Léandre Kuavita,leandre-kuavita,L. Kuavita,M,14,180.0,165,M,1198065,EUR,1085961600,M,14,14,True,5.0,4.0,,,0.0,2.0,3.0,2.0,2.0,2.0,1.0,,,,,17.0,14.0,6.7,4.0,0.00036284,,0,,0.02,0.21,,,,2.0,3.0,4.0,4.0,,,,,,,1.0,1.0,,,9.4927644024278,1.0,9.24,9.24,,0.06,,,1.0,1.0,,,,,2.0,,,,,,,
14035912,home,Standard Liège,Timothee Nkada,,nkada-timothee,T. Nkada,F,59,177.0,312,M,981053,EUR,932428800,F,59,59,True,3.0,1.0,,,0.0,1.0,2.0,,1.0,,,,,,,17.0,11.0,6.3,5.0,8e-07,,0,,-0.04,-0.01,,,,5.0,,7.0,3.0,1.0,,,,,,2.0,2.0,,,25.46436569066,3.0,12.18,10.5,,0.04,,,1.0,1.0,1.0,,,,,,,,,,,
14035912,home,Standard Liège,Nayel Mehssatou,,nayel-mehssatou,N. Mehssatou,M,8,172.0,534,M,1064174,EUR,1018569600,D,8,8,True,4.0,1.0,1.0,1.0,0.0,,,1.0,4.0,,,,,,,11.0,7.0,6.6,5.0,0.00013637,,0,,-0.07,-0.01,,,,,,1.0,,,,,,,,1.0,,,,13.422413692993,2.0,4.515,6.51,,0.02,,,,,1.0,,,,,,,,,,,
14035912,home,Standard Liège,Lucas Pirard,,lucas-pirard,L. Pirard,G,21,191.0,81,M,190379,EUR,794793600,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035912,home,Standard Liège,Quentin Durka,,quentin-durka,Q. Durka,G,46,194.0,9,M,2131093,EUR,1172534400,G,46,46,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
